	CHEMBL2954	CHEMBL1800	CHEMBL4523	CHEMBL2820	CHEMBL3729	CHEMBL244	CHEMBL335	CHEMBL214	CHEMBL237	CHEMBL3759	CHEMBL204	CHEMBL3018	CHEMBL5407	CHEMBL1741186	CHEMBL3991	CHEMBL333	CHEMBL1926488	CHEMBL4072
CHEMBL2954	10.000000846754663	8.53086082375314	9.093138515371395	9.716874480515576	7.767858107909708	9.28067387630064	9.394524939677789	9.651438193996473	9.470861356480395	9.804824972498952	9.797445487347582	8.032630751789313	9.114628814797868	5.727214812506983	6.955590310136492	7.908330941188812	6.94502326893951	9.210364829153093
CHEMBL1800	8.53086082375314	10.000000699840657	9.414104684089033	8.789383641094638	9.212364835016997	7.811533853299114	9.12967140230513	8.182298170994953	8.00172133347887	8.663592578866984	8.450251539958224	9.43075969930812	9.391627807293274	7.183736653557539	8.06815817890366	9.32064074307915	8.377517000471098	9.312383347716343
CHEMBL4523	9.093138515371395	9.414104684089033	10.000000758430266	9.363376041976045	8.653063650802443	8.397346281685033	9.67256100859844	8.76663557609709	8.586445701910968	9.238637074219634	9.036147614299459	8.915874612125204	9.639176306798907	6.610458672842875	7.8013543513397785	8.797182183305104	7.831202809394154	9.778287276876656
CHEMBL2820	9.716874480515576	8.789383641094638	9.363376041976045	10.000000820902374	8.028342607808048	9.021708492842924	9.654991856730415	9.390997787254982	9.211016735966204	9.867054816767473	9.6608057670325	8.29115356913081	9.373151632139365	5.985737629848483	7.225945702426215	8.16957261830305	7.206840660708374	9.46888764649459
CHEMBL3729	7.767858107909708	9.212364835016997	8.653063650802443	8.028342607808048	10.000000623736556	7.050492820012525	8.368630369018542	7.420672466031179	7.240680300192281	7.899368678603141	7.689210506671635	9.622054751001945	8.651465817130331	7.947032708986438	8.805360141900582	9.729575402949784	9.156867042427017	8.546473160709686
CHEMBL244	9.28067387630064	7.811533853299114	8.397346281685033	9.021708492842924	7.050492820012525	10.000000918687368	8.681863237867582	9.629236563915095	9.809813419488862	9.147942107913616	9.360903580626015	7.313303781335287	8.395301844343846	5.007887842052957	6.259574700361076	7.194527706559869	6.228548332648919	8.491037858699071
CHEMBL335	9.394524939677789	9.12967140230513	9.67256100859844	9.654991856730415	8.368630369018542	8.681863237867582	10.000000786873594	9.051484752077323	8.87062924034846	9.522820612657126	9.320315179361538	8.631441330341303	9.545654201713658	6.326025391058975	7.5144259747058735	8.512333035768203	7.546353661857253	9.794375772858515
CHEMBL214	9.651438193996473	8.182298170994953	8.76663557609709	9.390997787254982	7.420672466031179	9.629236563915095	9.051484752077323	10.000000881610928	9.813297169557078	9.51870642560945	9.71219211221334	7.6840680990311245	8.76606616203968	5.378652159748795	6.628863994773138	7.56381700097193	6.59783762706098	8.861802176394905
CHEMBL237	9.470861356480395	8.00172133347887	8.586445701910968	9.211016735966204	7.240680300192281	9.809813419488862	8.87062924034846	9.813297169557078	10.000000899668617	9.338129588093372	9.53545212375183	7.503491261515043	8.585489324523602	5.198075322232714	6.448087021630867	7.383835949683149	6.417856575772199	8.681225338878827
CHEMBL3759	9.804824972498952	8.663592578866984	9.238637074219634	9.867054816767473	7.899368678603141	9.147942107913616	9.522820612657126	9.51870642560945	9.338129588093372	10.000000833481483	9.786659794572724	8.165362506903158	9.24675846785582	5.859946567620828	7.1002783939395355	8.036626614168151	7.076533839632942	9.343096584266938
