	CHEMBL2954	CHEMBL1800	CHEMBL4523	CHEMBL2820	CHEMBL3729	CHEMBL244	CHEMBL335	CHEMBL214	CHEMBL237	CHEMBL3759	CHEMBL204	CHEMBL3018	CHEMBL5407	CHEMBL1741186	CHEMBL3991	CHEMBL333	CHEMBL1926488	CHEMBL4072
CHEMBL2954	0.0	0.16380798998172275	0.07172511316050059	0.009297220054895144	0.33440893223952495	0.0693004075084914	0.03280216868889485	0.016432562618729156	0.03381919460725799	0.006096080700054157	0.017106935112928445	0.27071354451598256	0.07619301493409816	1.0431825819393827	0.622181892192501	0.2969671924844992	0.590983575541207	0.054109313933010036
CHEMBL1800	0.16380798998172275	0.0	0.045522889751275525	0.11155118385710722	0.043538107726869425	0.4211516482063953	0.06536057604792045	0.26853323460637396	0.3283805199422313	0.1411098541142668	0.21245566556441908	0.02388640279579363	0.02877623797898218	0.4321333232695369	0.26775939436694673	0.04005346095646979	0.15866238641024852	0.03611281522093167
CHEMBL4523	0.07172511316050059	0.045522889751275525	0.0	0.033990008118451445	0.11739506201941789	0.2490125338728546	0.012974266103408379	0.13289720405950883	0.18346438760346984	0.0532144609016481	0.08374868416355122	0.0815564385380986	0.033893917716687934	0.6212425410061485	0.3120197091764244	0.1052609118511071	0.292876530427237	0.012905336799990393
CHEMBL2820	0.009297220054895144	0.11155118385710722	0.033990008118451445	0.0	0.2481299628644931	0.11006348456362916	0.010825111056189423	0.03825536429969896	0.06668430160050237	0.004520654672103514	0.019874565224785187	0.19752084069957077	0.04850547172243205	0.8935136126857331	0.5009989306677343	0.22069763288092226	0.47399479732475475	0.02747353923798625
CHEMBL3729	0.33440893223952495	0.043538107726869425	0.11739506201941789	0.2481299628644931	0.0	0.6606925769739483	0.16844906035340318	0.4681316132700967	0.5532422489584299	0.28826662124624736	0.3702429480354547	0.013339345615191116	0.13015854225577778	0.2160895819244218	0.11569680768383085	0.01693533408484652	0.04499820795125402	0.13227299582425422
CHEMBL244	0.0693004075084914	0.4211516482063953	0.2490125338728546	0.11006348456362916	0.6606925769739483	0.0	0.1815685358574219	0.02019506297699114	0.008641857992438388	0.08710627131383068	0.05288666143731234	0.5738552546282064	0.2678810210501325	1.5397581053600398	0.9741893784783905	0.6156582895295678	0.9818040245708584	0.23000926798571877
CHEMBL335	0.03280216868889485	0.06536057604792045	0.012974266103408379	0.010825111056189423	0.16844906035340318	0.1815685358574219	0.0	0.08418406446224364	0.12532411924495004	0.022002440035569178	0.050442664332557605	0.1305247705083193	0.029237682318462535	0.734284921811645	0.3903687188446794	0.14059591355483936	0.36768784014796596	0.011250551068628609
CHEMBL214	0.016432562618729156	0.26853323460637396	0.13289720405950883	0.03825536429969896	0.4681316132700967	0.02019506297699114	0.08418406446224364	0.0	0.0055221679092157475	0.025589129244372347	0.013065097028967843	0.39427294991978656	0.15099948874813332	1.2555219907097648	0.7591922092362454	0.4291305092498733	0.7549762624947294	0.11824241639980494
CHEMBL237	0.03381919460725799	0.3283805199422313	0.18346438760346984	0.06668430160050237	0.5532422489584299	0.008641857992438388	0.12532411924495004	0.0055221679092157475	0.0	0.05103732185248713	0.03351055130459331	0.4712250373494116	0.18989455965249957	1.3880638690407028	0.876080636234635	0.5103219184916351	0.8576628754735074	0.16277931152102004
CHEMBL3759	0.006096080700054157	0.1411098541142668	0.0532144609016481	0.004520654672103514	0.28826662124624736	0.08710627131383068	0.022002440035569178	0.025589129244372347	0.05103732185248713	0.0	0.011962319248979024	0.23594177807822914	0.06914757758292908	0.9596673359138034	0.5394445503168752	0.26151097971326354	0.5246495008296937	0.04015438009367116
