	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125
accuracy	0.9477911646586346	0.937799043062201	0.9223300970873787	0.9904761904761905	0.9557522123893806	0.9894736842105263	0.923728813559322	0.9083333333333333	0.9090909090909091	0.8924050632911392	0.9161290322580645	0.9222222222222223	0.9365853658536586	0.9270833333333334	0.9267015706806283	0.9711286089238845	0.9588159588159588	0.9836289222373806	0.9082706766917293	0.9257575757575758	0.9357541899441341	0.8878504672897196	0.8821292775665399	0.926605504587156	0.8975903614457831	0.8540145985401459	0.9857142857142858	0.9371069182389937	0.9080779944289693	0.8568281938325991	0.9230769230769231	0.9175257731958762	0.9144385026737968	0.9432624113475178	0.9440559440559441	0.8974358974358975	0.8974358974358975	0.9428571428571428	0.8714285714285714	0.9399141630901288	0.9616724738675958	0.9782608695652174	0.960352422907489	0.9563106796116505	0.9502762430939227	0.8783068783068783	0.9122807017543859	0.9539170506912442	0.9437869822485208	0.921146953405018	0.9391891891891891	0.9191176470588235	0.9087947882736156	0.9123287671232877	0.9130434782608695	0.8782051282051282	0.9650145772594753	0.9876893939393939	0.957688338493292	0.9601040763226366	0.910394265232975	0.9226190476190477	0.9346153846153846	0.9407008086253369	0.8914285714285715	0.9398280802292264	0.9616724738675958	0.9140625	0.9777777777777777	0.8571428571428571	0.9207547169811321	0.8645418326693227	0.9151079136690647	0.9408284023668639	0.9236417033773862	0.9137645107794361	0.9468892261001517	0.900709219858156	0.9034090909090909	0.9428571428571428	0.7612903225806451	0.952755905511811	0.9420289855072463	0.9420289855072463	0.9652777777777778	0.96	0.948339483394834	0.9496527777777778	0.9507299270072993	0.9398907103825137	0.9405940594059405	0.90625	0.9493670886075949	0.9017857142857143	0.9076923076923077	0.9381443298969072	0.9234042553191489	0.9076923076923077	0.8991228070175439	0.9657228017883756	0.9499217527386542	0.8964088397790055	0.875968992248062	0.9122807017543859	0.9349593495934959	0.9483204134366925	0.9456521739130435	0.9475308641975309	0.9176470588235294	0.9201277955271565	0.9246987951807228	0.9393939393939394	0.9461883408071748	0.9224137931034483	0.9425287356321839	0.9555555555555556	0.9506172839506173	0.8976377952755905	0.9072847682119205	0.8482142857142857	0.96	0.9646017699115044	1.0	0.9639175257731959	0.9504950495049505	0.0425531914893617
precision	0.6666666666666666	0.6666666666666666	0.5	1.0	0.7	1.0	0.2	0.3333333333333333	0.0	0.0	0.4	0.0	0.125	0.5	0.5	0.8	0.9090909090909091	0.926829268292683	0.3559322033898305	0.5365853658536586	0.42857142857142855	0.3684210526315789	0.2727272727272727	0.6153846153846154	0.3333333333333333	0.32142857142857145	0.8571428571428571	0.5238095238095238	0.41935483870967744	0.25	0.3333333333333333	0.6666666666666666	0.4444444444444444	0.5	0.3333333333333333	0.0	0.2727272727272727	0.8181818181818182	0.14285714285714285	0.3	0.5	0.5833333333333334	0.0	0.3333333333333333	0.5	0.4375	0.5	0.7	0.44	0.35294117647058826	0.47368421052631576	0.32558139534883723	0.4634146341463415	0.4444444444444444	0.45	0.45	0.5789473684210527	0.9333333333333333	0.6363636363636364	0.9767441860465116	0.0	0.5263157894736842	0.6153846153846154	0.7272727272727273	0.14285714285714285	0.7692307692307693	0.6666666666666666	0.14285714285714285	0.75	0.2	0.5454545454545454	0.325	0.45714285714285713	0.6153846153846154	0.4375	0.4222222222222222	0.627906976744186	0.48717948717948717	0.16666666666666666	0.0	0.05714285714285714	0.8	0.6666666666666666	0.8	1.0	0.6	0.7142857142857143	0.75	0.6666666666666666	0.5625	0.625	0.2727272727272727	0.8	0.5	0.5	0.75	0.5	0.6153846153846154	0.5263157894736842	0.7407407407407407	0.7241379310344828	0.375	0.25	1.0	1.0	0.75	0.5294117647058824	0.75	0.3333333333333333	0.42857142857142855	0.45454545454545453	0.75	1.0	0.8333333333333334	1.0	1.0	1.0	0.0	0.0	0.2857142857142857	1.0	1.0	1.0	0.5	0.2	0.0425531914893617
recall	0.14285714285714285	0.14285714285714285	0.125	0.8888888888888888	0.7777777777777778	0.875	0.16666666666666666	0.1	0.0	0.0	0.16666666666666666	0.0	0.14285714285714285	0.6428571428571429	0.35714285714285715	0.6956521739130435	0.6493506493506493	0.8085106382978723	0.4772727272727273	0.4230769230769231	0.36585365853658536	0.3684210526315789	0.11538461538461539	0.42105263157894735	0.3076923076923077	0.9	1.0	0.3548387096774194	0.4642857142857143	0.6206896551724138	0.45454545454545453	0.11764705882352941	0.26666666666666666	0.375	0.14285714285714285	0.0	0.2	0.5294117647058824	0.045454545454545456	0.3	0.6363636363636364	0.7777777777777778	0.0	0.5	0.2222222222222222	0.3333333333333333	0.2	0.5	0.6875	0.35294117647058826	0.5294117647058824	0.7777777777777778	0.76	0.5714285714285714	0.75	0.25	0.7333333333333333	0.8615384615384616	0.42	0.4827586206896552	0.0	0.37037037037037035	0.4	0.5	0.030303030303030304	0.5714285714285714	0.3076923076923077	0.16666666666666666	0.375	0.2857142857142857	0.2727272727272727	0.65	0.2857142857142857	0.4897959183673469	0.45652173913043476	0.4222222222222222	0.5869565217391305	0.34545454545454546	0.6	0.0	0.3333333333333333	0.6666666666666666	0.5454545454545454	0.5714285714285714	0.3333333333333333	0.23076923076923078	0.29411764705882354	0.2571428571428571	0.25806451612903225	0.2571428571428571	0.625	0.75	0.5714285714285714	0.18181818181818182	0.08333333333333333	0.375	0.3888888888888889	0.38095238095238093	0.4166666666666667	0.5555555555555556	0.4666666666666667	0.2857142857142857	0.3	0.23076923076923078	0.2727272727272727	0.25	0.5625	0.5555555555555556	0.12	0.2608695652173913	0.20833333333333334	0.45	0.25	0.22727272727272727	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.0	0.36363636363636365	0.5555555555555556	0.6	1.0	0.14285714285714285	0.14285714285714285	1.0
f1	0.23529411764705882	0.23529411764705882	0.2	0.9411764705882353	0.7368421052631577	0.9333333333333333	0.1818181818181818	0.15384615384615383	0.0	0.0	0.23529411764705882	0.0	0.13333333333333333	0.5625000000000001	0.41666666666666663	0.7441860465116279	0.7575757575757576	0.8636363636363636	0.4077669902912622	0.4731182795698925	0.39473684210526316	0.3684210526315789	0.16216216216216214	0.5	0.32	0.4736842105263158	0.923076923076923	0.4230769230769231	0.44067796610169496	0.3564356435643564	0.3846153846153846	0.2	0.33333333333333337	0.42857142857142855	0.2	0.0	0.23076923076923075	0.6428571428571428	0.06896551724137931	0.3	0.56	0.6666666666666666	0.0	0.4	0.30769230769230765	0.37837837837837834	0.28571428571428575	0.5833333333333334	0.5365853658536586	0.35294117647058826	0.5	0.459016393442623	0.5757575757575758	0.5	0.5625000000000001	0.32142857142857145	0.6470588235294117	0.8960000000000001	0.5060240963855421	0.6461538461538461	0.0	0.43478260869565216	0.4848484848484849	0.5925925925925926	0.05	0.6557377049180327	0.42105263157894735	0.15384615384615383	0.5	0.23529411764705882	0.3636363636363636	0.43333333333333335	0.3516483516483516	0.5454545454545454	0.44680851063829785	0.4222222222222222	0.6067415730337078	0.40425531914893614	0.2608695652173913	0.0	0.09756097560975609	0.7272727272727272	0.6	0.6666666666666666	0.5	0.33333333333333337	0.4166666666666667	0.3829787234042553	0.37209302325581395	0.3529411764705882	0.625	0.39999999999999997	0.6666666666666666	0.26666666666666666	0.14285714285714285	0.5	0.43750000000000006	0.47058823529411764	0.46511627906976744	0.634920634920635	0.5675675675675675	0.3243243243243243	0.2727272727272727	0.375	0.42857142857142855	0.375	0.5454545454545455	0.6382978723404256	0.1764705882352941	0.3243243243243243	0.28571428571428575	0.5625000000000001	0.4	0.35714285714285715	0.2857142857142857	0.5	0.5	0.0	0.0	0.32	0.7142857142857143	0.7499999999999999	1.0	0.22222222222222224	0.16666666666666666	0.08163265306122448
auc_roc	0.7297872340425532	0.8890109890109891	0.7032894736842106	0.9571759259259259	0.9316239316239316	0.9741379310344828	0.6726190476190477	0.7536363636363638	0.5296296296296297	0.7283783783783785	0.6893939393939394	0.5803571428571428	0.7417027417027418	0.9466292134831461	0.7328490718321228	0.9930471216905514	0.9048237476808906	0.8907015693815521	0.9266578831796223	0.7513600708502025	0.8581029810298102	0.8809716599190283	0.9133398247322297	0.864321608040201	0.7978883861236803	0.9149606299212599	0.9967447916666666	0.9129900188051497	0.8013595166163142	0.7855578093306288	0.9533917858790955	0.8557660352276505	0.862015503875969	0.9125939849624061	0.921218487394958	0.7428571428571429	0.7211111111111111	0.8525688756515264	0.6629593810444875	0.6260089686098655	0.8468379446640316	0.9733759318423856	0.7825342465753424	0.9400000000000001	0.5555555555555555	0.7896825396825395	0.7478632478632479	0.8040112596762843	0.8880046583850932	0.8632689717108217	0.9093400801180688	0.9002849002849003	0.9285106382978723	0.8392327257312421	0.891079418344519	0.9173711755233493	0.982520325203252	0.9753628813164635	0.9516648531011969	0.8069159604062883	0.786771653543307	0.9199328778616804	0.7822916666666666	0.9033923303834808	0.8285058789790651	0.9072793448589627	0.8444693992139247	0.6308060109289617	0.795324427480916	0.8361678004535147	0.73774784885896	0.8848484848484848	0.7808238318801698	0.8828564918790484	0.916090380006847	0.8837913181999204	0.9609546776367118	0.8386854795499196	0.8760233918128655	0.6872727272727273	0.6638702460850112	0.9681159420289854	0.9642090193271295	0.6123271889400921	0.9433455433455433	0.9252211203430716	0.8939323761000463	0.9212041193556905	0.8851313408622947	0.9416898276820456	0.9489247311827956	0.9429347826086956	0.9781746031746031	0.5139513951395139	0.6285310734463276	0.9073033707865169	0.8602150537634409	0.7996715927750411	0.7928921568627452	0.8836832895888014	0.8765806210250655	0.7657469442643421	0.8983193277310925	0.9565879664889567	1.0	0.7332415059687787	0.960576923076923	0.9652076318742986	0.7441269841269841	0.6256371814092954	0.8130411255411255	0.956872037914692	0.9242149758454106	0.9376623376623378	0.6893004115226338	0.9801587301587302	0.848888888888889	0.4834710743801653	0.8519290928050052	0.7821782178217822	0.901098901098901	0.9514563106796117	1.0	0.5141329258976317	0.6278388278388278	0.7098765432098766
matthews_coeff	0.292643385768992	0.28947581402086603	0.22204283912683134	0.9379366108168786	0.71393961587966	0.9300843070291092	0.1428149958897535	0.14484136487558028	0.0	-0.05596669852860605	0.22036911889497712	-0.028329634983503677	0.1008153231885794	0.5283253650649455	0.3848288919482347	0.7309656256374486	0.7482039727049108	0.8572279153767662	0.36373727614283957	0.43733122069964486	0.3622972057899861	0.3068825910931174	0.12170558973089214	0.47159572001037253	0.26496916508143464	0.48405953081652037	0.9185586535436918	0.39942907542022615	0.39134384908616743	0.330443955192291	0.3493448242677178	0.25665013439629475	0.30152225030868757	0.4039410074632715	0.19293752863552074	-0.05330017908890261	0.17966445081877086	0.6305480621930146	0.023099401256842095	0.268609865470852	0.5445624468367061	0.6629256516462328	-0.0127136050681444	0.38666433280117174	0.3113977663442969	0.31584195671015136	0.27791682611486884	0.5685478959404776	0.5225721749297745	0.31095644364616076	0.46855239958541894	0.4704374308196095	0.5483238719340738	0.45707109774236276	0.5384160399467768	0.2741058341923729	0.6337888861175879	0.8902734480812581	0.49634166067502156	0.6716264890335564	0.0	0.4016242372551093	0.46358632497276536	0.5732827091511501	0.02374456842216484	0.6318324250271288	0.4366244333071332	0.10921975689893564	0.5209705141808056	0.16228816518671588	0.34878854565247414	0.3944320536151467	0.3185994642309279	0.5180800168139783	0.40592500124915604	0.3756272401433692	0.5786759846311292	0.3579969313188432	0.2808835187654699	0.0	0.051606760185219376	0.7051402992104959	0.5724179122967679	0.6466915535537696	0.5670579955507383	0.3559408562195456	0.4375484687438355	0.4208321618043785	0.39514981960884626	0.35369919848469766	0.592741935483871	0.41596818149558057	0.6507140584994194	0.2598206124907481	0.17605738864371812	0.5032552304650747	0.4007050744308257	0.43771043998876513	0.41367015199601537	0.6243622699157012	0.5570884744739036	0.2722590504806176	0.20656380589033504	0.4582348851617585	0.504524979109513	0.41443466230185794	0.5168495167994026	0.618688224889746	0.16413703947149227	0.29447407326443287	0.2732471119329573	0.5522208795036521	0.4861083931213425	0.410716624547018	0.3962029078465307	0.5640760748177662	0.562543950463012	-0.05378254348272379	0.0	0.23812952476972843	0.7294955398698875	0.7599803243886936	1.0	0.2538850157498609	0.1440230587555387	0.0
balanced_accuracy	0.5693009118541034	0.5688644688644688	0.5572368421052631	0.9444444444444444	0.874465811965812	0.9375	0.5654761904761905	0.5409090909090909	0.5	0.47635135135135137	0.5728438228438228	0.49404761904761907	0.5537518037518038	0.796147672552167	0.6644471347861178	0.8422394947777507	0.8211038961038961	0.9020687302276533	0.7080405504318548	0.6959134615384616	0.6681120144534778	0.6534412955465587	0.540814670561506	0.6979635017191219	0.6277023629964806	0.8751968503937009	0.9921875	0.6662085925068711	0.7049525248165731	0.746815415821501	0.7018920166128287	0.5559986706547025	0.618798449612403	0.6762218045112782	0.5640756302521008	0.4772727272727273	0.5777777777777778	0.7583767684288906	0.5067698259187621	0.634304932735426	0.8055006587615283	0.8809016684416046	0.4977168949771689	0.735	0.6052971576227391	0.6398809523809523	0.5903846153846154	0.7426108374384237	0.8220108695652174	0.6554782218230804	0.7467847353995362	0.8517094017094018	0.8409929078014184	0.7560406952098346	0.8380872483221476	0.605072463768116	0.8544715447154472	0.9287510672979896	0.7034711643090316	0.7409102671928576	0.5	0.6706220783890686	0.6895833333333333	0.7411504424778761	0.5056877927540389	0.7761601455868972	0.6501965188096575	0.5587431693989071	0.6855916030534351	0.5952380952380952	0.626075570520015	0.7665584415584416	0.6279901632014309	0.7329362366956351	0.7070010270455324	0.6878136200716846	0.7804276899070857	0.6530809073048759	0.7561403508771929	0.5	0.5559284116331096	0.8246376811594203	0.7609162491052255	0.7776497695852534	0.6666666666666666	0.611900294827124	0.6431218156553961	0.6257987853181939	0.6251637861109378	0.6217620900500278	0.7963709677419355	0.8315217391304348	0.7787698412698413	0.581008100810081	0.5374293785310734	0.6818820224719101	0.6783154121863799	0.6761083743842364	0.6862745098039216	0.7722659667541558	0.7265993265993266	0.620164253295872	0.6121848739495799	0.6153846153846154	0.6363636363636364	0.622245179063361	0.7658653846153847	0.7693602693602694	0.5504761904761905	0.6166416791604198	0.5944264069264069	0.7178909952606635	0.625	0.6112554112554113	0.5833333333333334	0.6666666666666666	0.6666666666666666	0.47107438016528924	0.5	0.6323132313231323	0.7777777777777778	0.8	1.0	0.5687547746371275	0.5611721611721612	0.5
#tr	390	438	556	242	233	255	220	222	243	288	294	258	308	341	334	1296	1282	1354	1346	1349	1245	464	414	457	265	309	304	815	968	859	352	369	380	248	246	276	380	412	375	657	605	559	372	395	423	413	433	372	667	749	737	610	755	686	688	693	648	2081	2215	1992	699	641	728	685	732	735	515	560	535	497	488	514	1308	1330	1330	1355	1281	1364	296	299	329	292	282	285	573	557	578	1103	1146	1109	166	168	184	196	172	211	416	469	424	1356	1393	1293	250	259	258	673	793	738	508	543	519	516	525	525	187	182	197	279	253	294	250	247	233	386	377	437
#ac_tr	14	13	19	10	10	11	14	10	11	12	11	11	23	17	17	102	58	107	94	86	92	28	22	27	15	18	16	37	40	38	25	18	21	11	12	12	29	28	22	27	27	29	15	17	14	14	21	20	42	40	40	38	29	29	35	18	44	149	169	122	28	22	33	62	58	55	13	16	19	30	27	30	73	85	85	69	67	56	17	12	15	15	18	15	26	28	22	58	64	59	11	15	12	11	10	14	29	28	22	99	93	68	17	14	16	36	44	33	16	23	21	32	35	30	11	12	12	17	10	11	11	10	17	12	12	13
target	CHEMBL1075323	CHEMBL1075323	CHEMBL1075323	CHEMBL1800	CHEMBL1800	CHEMBL1800	CHEMBL1862	CHEMBL1862	CHEMBL1862	CHEMBL1902	CHEMBL1902	CHEMBL1902	CHEMBL2034	CHEMBL2034	CHEMBL2034	CHEMBL204	CHEMBL204	CHEMBL204	CHEMBL205	CHEMBL205	CHEMBL205	CHEMBL214	CHEMBL214	CHEMBL214	CHEMBL2147	CHEMBL2147	CHEMBL2147	CHEMBL217	CHEMBL217	CHEMBL217	CHEMBL218	CHEMBL218	CHEMBL218	CHEMBL222	CHEMBL222	CHEMBL222	CHEMBL224	CHEMBL224	CHEMBL224	CHEMBL228	CHEMBL228	CHEMBL228	CHEMBL2326	CHEMBL2326	CHEMBL2326	CHEMBL233	CHEMBL233	CHEMBL233	CHEMBL234	CHEMBL234	CHEMBL234	CHEMBL236	CHEMBL236	CHEMBL236	CHEMBL237	CHEMBL237	CHEMBL237	CHEMBL244	CHEMBL244	CHEMBL244	CHEMBL251	CHEMBL251	CHEMBL251	CHEMBL253	CHEMBL253	CHEMBL253	CHEMBL255	CHEMBL255	CHEMBL255	CHEMBL256	CHEMBL256	CHEMBL256	CHEMBL261	CHEMBL261	CHEMBL261	CHEMBL264	CHEMBL264	CHEMBL264	CHEMBL267	CHEMBL267	CHEMBL267	CHEMBL2820	CHEMBL2820	CHEMBL2820	CHEMBL284	CHEMBL284	CHEMBL284	CHEMBL3242	CHEMBL3242	CHEMBL3242	CHEMBL335	CHEMBL335	CHEMBL335	CHEMBL3371	CHEMBL3371	CHEMBL3371	CHEMBL344	CHEMBL344	CHEMBL344	CHEMBL3594	CHEMBL3594	CHEMBL3594	CHEMBL3729	CHEMBL3729	CHEMBL3729	CHEMBL3837	CHEMBL3837	CHEMBL3837	CHEMBL3880	CHEMBL3880	CHEMBL3880	CHEMBL3991	CHEMBL3991	CHEMBL3991	CHEMBL4072	CHEMBL4072	CHEMBL4072	CHEMBL4409	CHEMBL4409	CHEMBL4409	CHEMBL4523	CHEMBL4523	CHEMBL4523	CHEMBL4657	CHEMBL4657	CHEMBL4657
