	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR
0	CHEMBL1824883-CHEMBL1821759	CHEMBL1824883	CHEMBL1821759	[R1]c1cc(c(nc1)N)OC(C)c2c(ccc(c2Cl)F)Cl	[R1]c1ccccc1	[R1]c1cnn(c1)C(C)C	5.991399828238082	7.430626090384954	1.439226262146872	1.4329798421310544	1	2.0	CC(Oc1cc(-c2ccccc2)(~c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
1	CHEMBL1824888-CHEMBL1821759	CHEMBL1824888	CHEMBL1821759	[R1]c1cc(c(nc1)N)OC(C)c2c(ccc(c2Cl)F)Cl	[R1]c1cn(cn1)C	[R1]c1cnn(c1)C(C)C	6.619788758288393	7.430626090384954	0.8108373320965612	1.4329798421310544	-1	2.0	CC(Oc1cc(-c2cn(C)cn2)(~c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
2	CHEMBL1821759-CHEMBL1824890	CHEMBL1824890	CHEMBL1821759	[R1]c1cc(c(nc1)N)OC(C)c2c(ccc(c2Cl)F)Cl	[R1]c1cnoc1	[R1]c1cnn(c1)C(C)C	6.696803942579511	7.430626090384954	0.7338221478054425	1.4329798421310544	-1	2.0	CC(Oc1cc(-c2cnoc2)(~c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
3	CHEMBL1824891-CHEMBL1821759	CHEMBL1824891	CHEMBL1821759	[R1]c1cc(c(nc1)N)OC(C)c2c(ccc(c2Cl)F)Cl	[R1]c1ccn[nH]1	[R1]c1cnn(c1)C(C)C	6.458420756053419	7.430626090384954	0.9722053343315348	1.4329798421310544	-1	2.0	CC(Oc1cc(-c2ccn[nH]2)(~c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
4	CHEMBL1824893-CHEMBL1821759	CHEMBL1824893	CHEMBL1821759	[R1]c1cc(c(nc1)N)OC(C)c2c(ccc(c2Cl)F)Cl	[R1]c1c([nH]nc1C)C	[R1]c1cnn(c1)C(C)C	6.638272163982407	7.430626090384954	0.7923539264025471	1.4329798421310544	-1	2.0	Cc1n[nH]c(C)c1-c1(~c2cnn(C(C)C)c2)cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1
5	CHEMBL1824894-CHEMBL1821759	CHEMBL1824894	CHEMBL1821759	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]C	[R1]C(C)C	7.337242168318426	7.430626090384954	0.09338392206652824	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(C)(~C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
6	CHEMBL1824895-CHEMBL1821759	CHEMBL1824895	CHEMBL1821759	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]C(C)(C)C(=O)NCCN(C)C	[R1]C(C)C	7.22402566887063	7.430626090384954	0.20660042151432376	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(~C(C)C)(C(C)(C)C(=O)NCCN(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
7	CHEMBL1821759-CHEMBL1825130	CHEMBL1825130	CHEMBL1821759	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]CC(=O)NCCCN(C)C	[R1]C(C)C	7.3133637307377075	7.430626090384954	0.1172623596472464	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(CC(=O)NCCCN(C)C)(~C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
8	CHEMBL1821759-CHEMBL1825131	CHEMBL1825131	CHEMBL1821759	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]CC1(CCOCC1)O	[R1]C(C)C	7.3400837999301505	7.430626090384954	0.09054229045480344	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(CC3(O)CCOCC3)(~C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
9	CHEMBL1821759-CHEMBL1825132	CHEMBL1825132	CHEMBL1821759	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]CC1CNC1	[R1]C(C)C	7.153662887870195	7.430626090384954	0.27696320251475903	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(CC3CNC3)(~C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
10	CHEMBL1821759-CHEMBL1825133	CHEMBL1821759	CHEMBL1825133	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]C(C)C	[R1]CC1CN(C1)CC(=O)N	7.430626090384954	7.6252516539898965	0.19462556360494165	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(~CC3CN(CC(N)=O)C3)(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
11	CHEMBL1821759-CHEMBL1825134	CHEMBL1821759	CHEMBL1825134	[R1]n1cc(cn1)c2cc(c(nc2)N)OC(C)c3c(ccc(c3Cl)F)Cl	[R1]C(C)C	[R1]C1CNC1	7.430626090384954	7.4534573365218675	0.02283124613691445	1.4329798421310544	-1	7.0	CC(Oc1cc(-c2cnn(C(C)C)(~C3CNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
