	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR
0	CHEMBL3134377_CHEMBL4084845_CHEMBL4284293-CHEMBL3759201	CHEMBL3759201	CHEMBL3134377_CHEMBL4084845_CHEMBL4284293	[R1]Oc1cc(c(nc1)c2ccc(cc2)C)c3ccc(cc3)C#N	[R1]CC1CCNCC1	[R1]CC1CCNC1	7.5376020021010435	8.071333751784366	0.533731749683322	1.9042118745185936	-1	16.0	Cc1ccc(-c2ncc(O(CC3CCNCC3)~CC3CCNC3)cc2-c2ccc(C#N)cc2)cc1
1	CHEMBL3760091-CHEMBL3134377_CHEMBL4084845_CHEMBL4284293	CHEMBL3760091	CHEMBL3134377_CHEMBL4084845_CHEMBL4284293	[R1]c1cc(c(nc1)c2ccc(cc2)C)c3ccc(cc3)C#N	[R1]NCC1CCCNC1	[R1]OCC1CCNC1	5.920818753952375	8.071333751784366	2.15051499783199	1.9042118745185936	1	2.0	Cc1ccc(-c2ncc(NCC3CCCNC3)(~OCC3CCNC3)cc2-c2ccc(C#N)cc2)cc1
2	CHEMBL3758636-CHEMBL3758211	CHEMBL3758211	CHEMBL3758636	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1ccc(nc1)C	5.6914998294395485	6.420216403383192	0.7287165739436414	1.9042118745185936	-1	0.0	Cc1ccc(~c2(-c3ccccc3)ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cn1
3	CHEMBL3758211-CHEMBL3758747	CHEMBL3758747	CHEMBL3758211	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1cccnc1	[R1]c1ccccc1	5.494850021680094	5.6914998294395485	0.1966498077594556	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2cccnc2)~c2ccccc2)cc1
4	CHEMBL3758821-CHEMBL3758211	CHEMBL3758211	CHEMBL3758821	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1ccc(c(c1)F)F	5.6914998294395485	6.2441251443275085	0.5526253148879592	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccccc2)~c2ccc(F)c(F)c2)cc1
5	CHEMBL3759070-CHEMBL3758211	CHEMBL3758211	CHEMBL3759070	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1ccc(nc1)F	5.6914998294395485	5.7447274948966935	0.05322766545714419	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccccc2)~c2ccc(F)nc2)cc1
6	CHEMBL3759283-CHEMBL3758211	CHEMBL3759283	CHEMBL3758211	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccc(cc1)C#N	[R1]c1ccccc1	5.3979400086720375	5.6914998294395485	0.29355982076751186	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccc(C#N)cc2)~c2ccccc2)cc1
7	CHEMBL3758211-CHEMBL3759472	CHEMBL3759472	CHEMBL3758211	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccncc1	[R1]c1ccccc1	5.301029995663981	5.6914998294395485	0.3904698337755681	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccncc2)~c2ccccc2)cc1
8	CHEMBL3758211-CHEMBL3759574	CHEMBL3759574	CHEMBL3758211	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccsc1	[R1]c1ccccc1	5.619788758288393	5.6914998294395485	0.0717110711511566	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccsc2)~c2ccccc2)cc1
9	CHEMBL3759939-CHEMBL3758211	CHEMBL3758211	CHEMBL3759939	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1ccc(cc1)F	5.6914998294395485	6.657577319177793	0.9660774897382439	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccccc2)~c2ccc(F)cc2)cc1
10	CHEMBL3760085-CHEMBL3758211	CHEMBL3758211	CHEMBL3760085	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1ccc(cc1F)F	5.6914998294395485	5.920818753952375	0.22931892451282554	1.9042118745185936	-1	0.0	N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2(-c2ccccc2)~c2ccc(F)cc2F)cc1
11	CHEMBL3760120-CHEMBL3758211	CHEMBL3758211	CHEMBL3760120	[R1]c1c(cc(cn1)OCC2CCNCC2)c3ccc(cc3)C#N	[R1]c1ccccc1	[R1]c1cccc(c1)C	5.6914998294395485	6.096910013008058	0.4054101835685078	1.9042118745185936	-1	0.0	Cc1cccc(~c2(-c3ccccc3)ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)c1
