	CHEMBL234	CHEMBL2820	CHEMBL3594	CHEMBL237	CHEMBL3729	CHEMBL264	CHEMBL3837	CHEMBL4072	CHEMBL244	CHEMBL335	CHEMBL1800	CHEMBL4523	CHEMBL204	CHEMBL236	CHEMBL2147	CHEMBL236
CHEMBL234	0.0	0.013076891769613675	0.22215112941515822	0.11368035055158676	0.19539330896523568	0.17201562620885313	0.006005856739242462	0.025093387112332423	0.15797641515664482	0.011177246936869108	0.09518183433439822	0.01988147734223482	0.03222887990245735	0.057144129578940925	0.01623235504195901	0.057144129578940925
CHEMBL2820	0.013076891769613675	0.0	0.16354483850360008	0.06668430160050237	0.2481299628644931	0.11904984289422152	0.027980272153851328	0.02747353923798625	0.11006348456362916	0.010825111056189423	0.11155118385710722	0.033990008118451445	0.019874565224785187	0.027655360923951832	0.03424578151835611	0.027655360923951832
CHEMBL3594	0.22215112941515822	0.16354483850360008	0.0	0.025825078701347086	0.7755054204758243	0.005962422315771529	0.2646855674892002	0.302709369316652	0.006193168626938667	0.24764491980956654	0.5135330570360166	0.326428312127263	0.09254220308993799	0.05914853073707513	0.32525663823721895	0.05914853073707513
CHEMBL237	0.11368035055158676	0.06668430160050237	0.025825078701347086	0.0	0.5532422489584299	0.009356103131938211	0.1497374783604929	0.16277931152102004	0.008641857992438388	0.12532411924495004	0.3283805199422313	0.18346438760346984	0.03351055130459331	0.010579493201923373	0.1845173134068342	0.010579493201923373
CHEMBL3729	0.19539330896523568	0.2481299628644931	0.7755054204758243	0.5532422489584299	0.0	0.681496306471747	0.17252312896444888	0.13227299582425422	0.6606925769739483	0.16844906035340318	0.043538107726869425	0.11739506201941789	0.3702429480354547	0.43073432292795966	0.1167445605839012	0.43073432292795966
CHEMBL264	0.17201562620885313	0.11904984289422152	0.005962422315771529	0.009356103131938211	0.681496306471747	0.0	0.21133939791226275	0.24109606840804765	0.0015218015777517333	0.19340520425043586	0.4352988438124211	0.2596679602938041	0.06176303091277799	0.03385258097929641	0.2596655740453959	0.03385258097929641
CHEMBL3837	0.006005856739242462	0.027980272153851328	0.2646855674892002	0.1497374783604929	0.17252312896444888	0.21133939791226275	0.0	0.03413601622285451	0.1958810200274781	0.01744807534583234	0.09584094940331772	0.01799814865091389	0.047261932045005214	0.08297720620069239	0.013338299132660549	0.08297720620069239
CHEMBL4072	0.025093387112332423	0.02747353923798625	0.302709369316652	0.16277931152102004	0.13227299582425422	0.24109606840804765	0.03413601622285451	0.0	0.23000926798571877	0.011250551068628609	0.03611281522093167	0.012905336799990393	0.08407597184496032	0.10162899118699409	0.014511499986719205	0.10162899118699409
CHEMBL244	0.15797641515664482	0.11006348456362916	0.006193168626938667	0.008641857992438388	0.6606925769739483	0.0015218015777517333	0.1958810200274781	0.23000926798571877	0.0	0.1815685358574219	0.4211516482063953	0.2490125338728546	0.05288666143731234	0.028294268549542	0.24768020589232248	0.028294268549542
CHEMBL335	0.011177246936869108	0.010825111056189423	0.24764491980956654	0.12532411924495004	0.16844906035340318	0.19340520425043586	0.01744807534583234	0.011250551068628609	0.1815685358574219	0.0	0.06536057604792045	0.012974266103408379	0.050442664332557605	0.06891999171669244	0.014106330772938025	0.06891999171669244
CHEMBL1800	0.09518183433439822	0.11155118385710722	0.5135330570360166	0.3283805199422313	0.043538107726869425	0.4352988438124211	0.09584094940331772	0.03611281522093167	0.4211516482063953	0.06536057604792045	0.0	0.045522889751275525	0.21245566556441908	0.24192950999980517	0.04873647398378822	0.24192950999980517
CHEMBL4523	0.01988147734223482	0.033990008118451445	0.326428312127263	0.18346438760346984	0.11739506201941789	0.2596679602938041	0.01799814865091389	0.012905336799990393	0.2490125338728546	0.012974266103408379	0.045522889751275525	0.0	0.08374868416355122	0.11428609913431934	0.0008271280920258097	0.11428609913431934
CHEMBL204	0.03222887990245735	0.019874565224785187	0.09254220308993799	0.03351055130459331	0.3702429480354547	0.06176303091277799	0.047261932045005214	0.08407597184496032	0.05288666143731234	0.050442664332557605	0.21245566556441908	0.08374868416355122	0.0	0.007719046420239463	0.08044970373044794	0.007719046420239463
CHEMBL236	0.057144129578940925	0.027655360923951832	0.05914853073707513	0.010579493201923373	0.43073432292795966	0.03385258097929641	0.08297720620069239	0.10162899118699409	0.028294268549542	0.06891999171669244	0.24192950999980517	0.11428609913431934	0.007719046420239463	0.0	0.11348445555280393	0.0
CHEMBL2147	0.01623235504195901	0.03424578151835611	0.32525663823721895	0.1845173134068342	0.1167445605839012	0.2596655740453959	0.013338299132660549	0.014511499986719205	0.24768020589232248	0.014106330772938025	0.04873647398378822	0.0008271280920258097	0.08044970373044794	0.11348445555280393	0.0	0.11348445555280393
CHEMBL236	0.057144129578940925	0.027655360923951832	0.05914853073707513	0.010579493201923373	0.43073432292795966	0.03385258097929641	0.08297720620069239	0.10162899118699409	0.028294268549542	0.06891999171669244	0.24192950999980517	0.11428609913431934	0.007719046420239463	0.0	0.11348445555280393	0.0
