	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL3235335-CHEMBL3235334	13	438	13	0	0.0	0.4631352722644806
1	CHEMBL3235334-CHEMBL3235336	13	438	13	0	0.0	0.4631173312664032
2	CHEMBL3235334-CHEMBL3235338	13	438	13	0	0.0	0.46315449476242065
3	CHEMBL3235334-CHEMBL3235339	13	438	13	0	0.0	0.463079035282135
4	CHEMBL3235334-CHEMBL3235341	13	438	13	0	0.0	0.46311020851135254
5	CHEMBL3235334-CHEMBL3235342	13	438	13	0	0.0	0.46317046880722046
6	CHEMBL3235343-CHEMBL3235334	13	438	13	0	0.0	0.46308812499046326
7	CHEMBL3235334-CHEMBL3235344	13	438	13	0	0.0	0.4631499946117401
8	CHEMBL3235335-CHEMBL3235336	13	438	13	0	0.0	0.46311840415000916
9	CHEMBL3235335-CHEMBL3235338	13	438	13	0	0.0	0.4631553590297699
10	CHEMBL3235335-CHEMBL3235339	13	438	13	0	0.0	0.46308013796806335
11	CHEMBL3235335-CHEMBL3235341	13	438	13	0	0.0	0.4631107747554779
12	CHEMBL3235335-CHEMBL3235342	13	438	13	0	0.0	0.46317076683044434
13	CHEMBL3235343-CHEMBL3235335	13	438	13	0	0.0	0.463089257478714
14	CHEMBL3235335-CHEMBL3235344	13	438	13	0	0.0	0.4631488621234894
15	CHEMBL3235338-CHEMBL3235336	13	438	13	0	0.0	0.463137686252594
16	CHEMBL3235336-CHEMBL3235339	13	438	13	0	0.0	0.4630639851093292
17	CHEMBL3235341-CHEMBL3235336	13	438	13	0	0.0	0.46309661865234375
18	CHEMBL3235342-CHEMBL3235336	13	438	13	0	0.0	0.46315470337867737
19	CHEMBL3235343-CHEMBL3235336	13	438	13	0	0.0	0.46307411789894104
20	CHEMBL3235344-CHEMBL3235336	13	438	13	0	0.0	0.4631343483924866
21	CHEMBL3235338-CHEMBL3235339	13	438	13	0	0.0	0.46309947967529297
22	CHEMBL3235338-CHEMBL3235341	13	438	13	0	0.0	0.4631299674510956
23	CHEMBL3235338-CHEMBL3235342	13	438	13	0	0.0	0.46319010853767395
24	CHEMBL3235343-CHEMBL3235338	13	438	13	0	0.0	0.46310847997665405
25	CHEMBL3235338-CHEMBL3235344	13	438	13	0	0.0	0.46316811442375183
26	CHEMBL3235341-CHEMBL3235339	13	438	13	0	0.0	0.4630613923072815
27	CHEMBL3235342-CHEMBL3235339	13	438	13	0	0.0	0.4631190001964569
28	CHEMBL3235343-CHEMBL3235339	13	438	13	0	0.0	0.4630354642868042
29	CHEMBL3235344-CHEMBL3235339	13	438	13	0	0.0	0.4630986452102661
30	CHEMBL3235341-CHEMBL3235342	13	438	13	0	0.0	0.46315139532089233
31	CHEMBL3235343-CHEMBL3235341	13	438	13	0	0.0	0.4630681872367859
32	CHEMBL3235344-CHEMBL3235341	13	438	13	0	0.0	0.46313104033470154
33	CHEMBL3235343-CHEMBL3235342	13	438	13	0	0.0	0.463128924369812
34	CHEMBL3235344-CHEMBL3235342	13	438	13	0	0.0	0.4631895422935486
35	CHEMBL3235343-CHEMBL3235344	13	438	13	0	0.0	0.4631085693836212
36	CHEMBL3309864-CHEMBL3310526	13	438	13	0	0.0	0.4629925787448883
37	CHEMBL3309864-CHEMBL3310536	13	438	13	1	0.0	0.46298977732658386
38	CHEMBL3309864-CHEMBL3310679	13	438	13	1	0.0	0.4629365801811218
39	CHEMBL3310536-CHEMBL3310526	13	438	13	0	0.0	0.46305498480796814
40	CHEMBL3310526-CHEMBL3310679	13	438	13	0	0.0	0.4630064368247986
41	CHEMBL3310536-CHEMBL3310679	13	438	13	0	0.0	0.4630037844181061
42	CHEMBL3804875-CHEMBL3426787	13	438	13	0	0.0	0.46312347054481506
43	CHEMBL3426787-CHEMBL3804936	13	438	13	0	0.0	0.4630914628505707
44	CHEMBL3804944-CHEMBL3426787	13	438	13	0	0.0	0.46314528584480286
45	CHEMBL3426787-CHEMBL3804958	13	438	13	0	0.0	0.46311625838279724
46	CHEMBL3804981-CHEMBL3426787	13	438	13	0	0.0	0.4631223976612091
47	CHEMBL3426787-CHEMBL3804985	13	438	13	0	0.0	0.46314263343811035
48	CHEMBL3426787-CHEMBL3805004	13	438	13	0	0.0	0.4630943238735199
49	CHEMBL3426787-CHEMBL3805027	13	438	13	0	0.0	0.4630931317806244
50	CHEMBL3426787-CHEMBL3805110	13	438	13	0	0.0	0.46311676502227783
51	CHEMBL3426787-CHEMBL3805146	13	438	13	0	0.0	0.4631631374359131
52	CHEMBL3805286-CHEMBL3426787	13	438	13	0	0.0	0.4631454050540924
53	CHEMBL3805350-CHEMBL3426787	13	438	13	0	0.0	0.46313661336898804
54	CHEMBL3805428-CHEMBL3426787	13	438	13	0	0.0	0.46312078833580017
55	CHEMBL3805432-CHEMBL3426787	13	438	13	0	0.0	0.46315842866897583
56	CHEMBL3426787-CHEMBL3805526	13	438	13	0	0.0	0.46309277415275574
57	CHEMBL3805570-CHEMBL3426787	13	438	13	0	0.0	0.46314600110054016
58	CHEMBL3426787-CHEMBL3805571	13	438	13	0	0.0	0.463144987821579
59	CHEMBL3805792-CHEMBL3426787	13	438	13	0	0.0	0.4631885588169098
60	CHEMBL3805794-CHEMBL3426787	13	438	13	0	0.0	0.4631480574607849
61	CHEMBL3805824-CHEMBL3426787	13	438	13	0	0.0	0.46312257647514343
62	CHEMBL3426787-CHEMBL3805853	13	438	13	0	0.0	0.4630941152572632
63	CHEMBL3805920-CHEMBL3426787	13	438	13	0	0.0	0.46314600110054016
64	CHEMBL3805965-CHEMBL3426787	13	438	13	0	0.0	0.4631234109401703
65	CHEMBL3806136-CHEMBL3426787	13	438	13	0	0.0	0.46315956115722656
66	CHEMBL3426787-CHEMBL3806252	13	438	13	0	0.0	0.4631456136703491
67	CHEMBL3804875-CHEMBL3804936	13	438	13	0	0.0	0.4630969762802124
68	CHEMBL3804944-CHEMBL3804875	13	438	13	0	0.0	0.46315091848373413
69	CHEMBL3804875-CHEMBL3804958	13	438	13	0	0.0	0.46312186121940613
70	CHEMBL3804981-CHEMBL3804875	13	438	13	0	0.0	0.4631277024745941
71	CHEMBL3804875-CHEMBL3804985	13	438	13	0	0.0	0.4631482660770416
72	CHEMBL3804875-CHEMBL3805004	13	438	13	0	0.0	0.4630999267101288
73	CHEMBL3804875-CHEMBL3805027	13	438	13	0	0.0	0.4630986452102661
74	CHEMBL3804875-CHEMBL3805110	13	438	13	0	0.0	0.4631223976612091
75	CHEMBL3804875-CHEMBL3805121	13	438	13	0	0.0	0.4631667733192444
76	CHEMBL3804875-CHEMBL3805146	13	438	13	0	0.0	0.4631684124469757
77	CHEMBL3804875-CHEMBL3805249	13	438	13	0	0.0	0.4631858170032501
78	CHEMBL3805286-CHEMBL3804875	13	438	13	0	0.0	0.4631510376930237
79	CHEMBL3805350-CHEMBL3804875	13	438	13	0	0.0	0.4631420075893402
80	CHEMBL3805428-CHEMBL3804875	13	438	13	0	0.0	0.4631263315677643
81	CHEMBL3805432-CHEMBL3804875	13	438	13	0	0.0	0.4631640613079071
