	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL1208842-CHEMBL1208840	64	386	12	0	0.0	0.4461781680583954
1	CHEMBL1208843-CHEMBL1208840	64	386	12	0	0.0	0.4464649260044098
2	CHEMBL1208844-CHEMBL1208840	64	386	12	0	0.0	0.4440341591835022
3	CHEMBL1208900-CHEMBL1208840	64	386	12	0	0.0	0.44405582547187805
4	CHEMBL1208840-CHEMBL1208901	64	386	12	0	0.0	0.444049209356308
5	CHEMBL1208843-CHEMBL1208842	64	386	12	0	0.0	0.44648826122283936
6	CHEMBL1208842-CHEMBL1208844	64	386	12	0	0.0	0.4440571963787079
7	CHEMBL1208842-CHEMBL1208900	64	386	12	0	0.0	0.44407910108566284
8	CHEMBL1208842-CHEMBL1208901	64	386	12	0	0.0	0.4440647065639496
9	CHEMBL1208843-CHEMBL1208844	64	386	12	0	0.0	0.44435441493988037
10	CHEMBL1208843-CHEMBL1208900	64	386	12	0	0.0	0.444374144077301
11	CHEMBL1208843-CHEMBL1208901	64	386	12	0	0.0	0.4443512260913849
12	CHEMBL1208900-CHEMBL1208844	64	386	12	0	0.0	0.4419476389884949
13	CHEMBL1208844-CHEMBL1208901	64	386	12	0	0.0	0.44192296266555786
14	CHEMBL1208900-CHEMBL1208901	64	386	12	0	0.0	0.4419443607330322
15	CHEMBL1209540-CHEMBL1209541	64	386	12	0	0.0	0.44631925225257874
16	CHEMBL1209610-CHEMBL1209540	64	386	12	0	0.0	0.4463329315185547
17	CHEMBL1209611-CHEMBL1209540	64	386	12	0	0.0	0.444210410118103
18	CHEMBL1209613-CHEMBL1209540	64	386	12	0	0.0	0.44663065671920776
19	CHEMBL1209680-CHEMBL1209540	64	386	12	0	0.0	0.44628629088401794
20	CHEMBL1209610-CHEMBL1209541	64	386	12	0	0.0	0.4460161626338959
21	CHEMBL1209611-CHEMBL1209541	64	386	12	0	0.0	0.4438939690589905
22	CHEMBL1209613-CHEMBL1209541	64	386	12	0	0.0	0.44629809260368347
23	CHEMBL1209680-CHEMBL1209541	64	386	12	0	0.0	0.44595375657081604
24	CHEMBL1209610-CHEMBL1209611	64	386	12	0	0.0	0.44391441345214844
25	CHEMBL1209610-CHEMBL1209613	64	386	12	0	0.0	0.446333646774292
26	CHEMBL1209610-CHEMBL1209680	64	386	12	0	0.0	0.44598934054374695
27	CHEMBL1209611-CHEMBL1209613	64	386	12	0	0.0	0.4442111551761627
28	CHEMBL1209611-CHEMBL1209680	64	386	12	0	0.0	0.44386714696884155
29	CHEMBL1209613-CHEMBL1209680	64	386	12	0	0.0	0.44625839591026306
30	CHEMBL1214877-CHEMBL1214943	64	386	12	0	0.0	0.4665670692920685
31	CHEMBL1214877-CHEMBL1215015	64	386	12	0	0.0	0.4636722505092621
32	CHEMBL1214877-CHEMBL1215016	64	386	12	0	0.0	0.4640284478664398
33	CHEMBL1214877-CHEMBL1215017	64	386	12	0	0.0	0.46363580226898193
34	CHEMBL1214877-CHEMBL1215018	64	386	12	0	0.0	0.460365355014801
35	CHEMBL1214877-CHEMBL1215087	64	386	12	0	0.0	0.4615029990673065
36	CHEMBL1215088-CHEMBL1214877	64	386	12	0	0.0	0.456340491771698
37	CHEMBL1214877-CHEMBL1215089	64	386	12	0	0.0	0.45165249705314636
38	CHEMBL1214877-CHEMBL1215090	64	386	12	0	0.0	0.45212557911872864
39	CHEMBL1214877-CHEMBL1215163	64	386	12	0	0.0	0.4527719020843506
