	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL1223750-CHEMBL1223749	6	737	40	0	1.0	0.5089813470840454
1	CHEMBL3358105-CHEMBL124444	6	737	40	0	1.0	0.5124137997627258
2	CHEMBL3358106-CHEMBL124444	6	737	40	1	1.0	0.5131442546844482
3	CHEMBL3358493-CHEMBL124444	6	737	40	0	1.0	0.5116041302680969
4	CHEMBL496739-CHEMBL124444	6	737	40	0	1.0	0.51270991563797
5	CHEMBL128647-CHEMBL128524	6	737	40	0	1.0	0.5138132572174072
6	CHEMBL131299-CHEMBL128524	6	737	40	0	1.0	0.5138152241706848
7	CHEMBL128524-CHEMBL131396	6	737	40	0	1.0	0.5134752988815308
8	CHEMBL132884-CHEMBL128524	6	737	40	0	1.0	0.5135456323623657
9	CHEMBL22892-CHEMBL128524	6	737	40	0	1.0	0.5140419602394104
10	CHEMBL130370-CHEMBL128647	6	737	40	0	1.0	0.5128713846206665
11	CHEMBL131357-CHEMBL128647	6	737	40	0	1.0	0.5126842856407166
12	CHEMBL128647-CHEMBL132884	6	737	40	0	1.0	0.5126016139984131
13	CHEMBL128647-CHEMBL22892	6	737	40	0	1.0	0.5130975842475891
14	CHEMBL128647-CHEMBL334545	6	737	40	0	1.0	0.5128166079521179
15	CHEMBL435598-CHEMBL128647	6	737	40	0	1.0	0.5128704309463501
16	CHEMBL130370-CHEMBL131299	6	737	40	0	1.0	0.5128690004348755
17	CHEMBL130370-CHEMBL131357	6	737	40	0	1.0	0.5117397308349609
18	CHEMBL130370-CHEMBL334545	6	737	40	0	1.0	0.5118721127510071
19	CHEMBL130370-CHEMBL435598	6	737	40	0	1.0	0.5119205117225647
20	CHEMBL131357-CHEMBL334545	6	737	40	0	1.0	0.5116849541664124
21	CHEMBL131357-CHEMBL435598	6	737	40	0	1.0	0.5117334127426147
22	CHEMBL132884-CHEMBL131396	6	737	40	0	1.0	0.51226407289505
23	CHEMBL132884-CHEMBL22892	6	737	40	0	1.0	0.512830376625061
24	CHEMBL139345-CHEMBL141511	6	737	40	0	1.0	0.5091478228569031
25	CHEMBL476935-CHEMBL140872	6	737	40	0	1.0	0.5129418969154358
26	CHEMBL345087-CHEMBL141510	6	737	40	1	1.0	0.505355715751648
27	CHEMBL141510-CHEMBL65847	6	737	40	0	1.0	0.5094437003135681
28	CHEMBL342630-CHEMBL141511	6	737	40	0	1.0	0.5075610280036926
29	CHEMBL1632206-CHEMBL1631535	6	737	40	0	1.0	0.5059059858322144
30	CHEMBL1632210-CHEMBL1631535	6	737	40	0	1.0	0.507775068283081
31	CHEMBL1632217-CHEMBL1631535	6	737	40	0	1.0	0.5082858204841614
32	CHEMBL1632223-CHEMBL1631535	6	737	40	0	1.0	0.5079667568206787
33	CHEMBL1632206-CHEMBL1632210	6	737	40	0	1.0	0.510520875453949
34	CHEMBL1632206-CHEMBL1632217	6	737	40	0	1.0	0.5110315680503845
35	CHEMBL1632206-CHEMBL1632223	6	737	40	0	1.0	0.5107166171073914
36	CHEMBL1632210-CHEMBL1632217	6	737	40	0	1.0	0.513003945350647
37	CHEMBL1632223-CHEMBL1632210	6	737	40	0	1.0	0.5126893520355225
38	CHEMBL1632223-CHEMBL1632217	6	737	40	0	1.0	0.5131819248199463
39	CHEMBL165022-CHEMBL164950	6	737	40	0	0.0	0.4957543611526489
40	CHEMBL164950-CHEMBL350161	6	737	40	0	0.0	0.49842360615730286
41	CHEMBL165022-CHEMBL350161	6	737	40	0	0.0	0.49856680631637573
42	CHEMBL175466-CHEMBL175677	6	737	40	0	1.0	0.5062054991722107
43	CHEMBL175466-CHEMBL175838	6	737	40	0	1.0	0.5075435042381287
44	CHEMBL175466-CHEMBL176212	6	737	40	0	1.0	0.5059812068939209
45	CHEMBL175466-CHEMBL176884	6	737	40	0	1.0	0.5061295628547668
46	CHEMBL175466-CHEMBL177398	6	737	40	0	1.0	0.506125271320343
47	CHEMBL175466-CHEMBL179003	6	737	40	0	1.0	0.5060692429542542
48	CHEMBL175466-CHEMBL179025	6	737	40	0	1.0	0.5075452923774719
49	CHEMBL175466-CHEMBL179053	6	737	40	0	1.0	0.5060151815414429
50	CHEMBL175466-CHEMBL180060	6	737	40	0	1.0	0.5060250163078308
51	CHEMBL175466-CHEMBL366900	6	737	40	0	1.0	0.5061972737312317
52	CHEMBL175466-CHEMBL367720	6	737	40	0	1.0	0.5075598359107971
53	CHEMBL175466-CHEMBL372022	6	737	40	0	1.0	0.5065415501594543
54	CHEMBL175466-CHEMBL426994	6	737	40	0	1.0	0.506711483001709
55	CHEMBL175466-CHEMBL71327_CHEMBL71865	6	737	40	0	1.0	0.5072896480560303
56	CHEMBL175677-CHEMBL175838	6	737	40	0	1.0	0.5076150298118591
57	CHEMBL175677-CHEMBL176212	6	737	40	0	1.0	0.5060481429100037
58	CHEMBL176884-CHEMBL175677	6	737	40	0	1.0	0.5061965584754944
59	CHEMBL175677-CHEMBL177398	6	737	40	0	1.0	0.5061790347099304
60	CHEMBL175677-CHEMBL179003	6	737	40	0	1.0	0.5061230659484863
61	CHEMBL175677-CHEMBL179025	6	737	40	0	1.0	0.5075905919075012
62	CHEMBL175677-CHEMBL179053	6	737	40	0	1.0	0.5060820579528809
