	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL100017-CHEMBL100702	70	182	12	0	1.0	0.5213383436203003
1	CHEMBL100017-CHEMBL101306	70	182	12	0	1.0	0.542469322681427
2	CHEMBL100017-CHEMBL105708	70	182	12	0	1.0	0.5466702580451965
3	CHEMBL100017-CHEMBL419727	70	182	12	0	1.0	0.519179105758667
4	CHEMBL101306-CHEMBL100702	70	182	12	0	1.0	0.5200762152671814
5	CHEMBL105708-CHEMBL100702	70	182	12	0	1.0	0.5245333909988403
6	CHEMBL316864-CHEMBL100702	70	182	12	0	1.0	0.5003527998924255
7	CHEMBL100702-CHEMBL419727	70	182	12	0	0.0	0.49669378995895386
8	CHEMBL105708-CHEMBL101306	70	182	12	0	1.0	0.5452002882957458
9	CHEMBL101306-CHEMBL419727	70	182	12	0	1.0	0.5175779461860657
10	CHEMBL105708-CHEMBL316864	70	182	12	0	1.0	0.5271854400634766
11	CHEMBL105708-CHEMBL419727	70	182	12	0	1.0	0.521901547908783
12	CHEMBL1171094-CHEMBL1171093	70	182	12	0	1.0	0.5422045588493347
13	CHEMBL1651349-CHEMBL1651350	70	182	12	0	0.0	0.49341338872909546
14	CHEMBL1651351-CHEMBL382971	70	182	12	1	1.0	0.5798196196556091
15	CHEMBL1651355-CHEMBL608115	70	182	12	0	1.0	0.5485565066337585
16	CHEMBL1651356-CHEMBL1651357	70	182	12	0	0.0	0.4967822730541229
17	CHEMBL1836464-CHEMBL1836469	70	182	12	0	0.0	0.46497148275375366
18	CHEMBL1836506-CHEMBL1836464	70	182	12	0	0.0	0.46495065093040466
19	CHEMBL1836512-CHEMBL1836464	70	182	12	0	0.0	0.48262324929237366
20	CHEMBL1836513-CHEMBL1836464	70	182	12	0	0.0	0.4841257631778717
21	CHEMBL1836514-CHEMBL1836464	70	182	12	0	0.0	0.4818485975265503
22	CHEMBL1836516-CHEMBL1836464	70	182	12	0	0.0	0.48237571120262146
23	CHEMBL1836517-CHEMBL1836464	70	182	12	0	0.0	0.4828990399837494
24	CHEMBL1836518-CHEMBL1836464	70	182	12	0	0.0	0.48349419236183167
25	CHEMBL1836519-CHEMBL1836464	70	182	12	0	0.0	0.48457714915275574
26	CHEMBL1836506-CHEMBL1836469	70	182	12	0	0.0	0.4652836322784424
27	CHEMBL1836512-CHEMBL1836469	70	182	12	0	0.0	0.4830119013786316
28	CHEMBL1836513-CHEMBL1836469	70	182	12	0	0.0	0.48457619547843933
29	CHEMBL1836516-CHEMBL1836469	70	182	12	0	0.0	0.4828125834465027
30	CHEMBL1836517-CHEMBL1836469	70	182	12	0	0.0	0.4833614230155945
31	CHEMBL1836518-CHEMBL1836469	70	182	12	0	0.0	0.48395663499832153
32	CHEMBL1836519-CHEMBL1836469	70	182	12	0	0.0	0.4844774007797241
33	CHEMBL1836513-CHEMBL1836506	70	182	12	0	0.0	0.48454368114471436
34	CHEMBL1836516-CHEMBL1836506	70	182	12	0	0.0	0.4827803075313568
35	CHEMBL1836517-CHEMBL1836506	70	182	12	0	0.0	0.4833327829837799
36	CHEMBL1836518-CHEMBL1836506	70	182	12	0	0.0	0.4839279353618622
37	CHEMBL1836519-CHEMBL1836506	70	182	12	0	0.0	0.4844576418399811
38	CHEMBL1836512-CHEMBL1836513	70	182	12	0	1.0	0.5102536678314209
39	CHEMBL1836514-CHEMBL1836512	70	182	12	0	1.0	0.5054830312728882
40	CHEMBL1836516-CHEMBL1836512	70	182	12	0	1.0	0.5068697333335876
41	CHEMBL1836517-CHEMBL1836512	70	182	12	0	1.0	0.5074417591094971
42	CHEMBL1836518-CHEMBL1836512	70	182	12	0	1.0	0.5077866315841675
43	CHEMBL1836519-CHEMBL1836512	70	182	12	0	1.0	0.5081035494804382
44	CHEMBL1836514-CHEMBL1836513	70	182	12	0	1.0	0.5087186098098755
45	CHEMBL1836516-CHEMBL1836513	70	182	12	0	1.0	0.5098133087158203
46	CHEMBL1836517-CHEMBL1836513	70	182	12	0	1.0	0.5101873874664307
47	CHEMBL1836518-CHEMBL1836513	70	182	12	0	1.0	0.5106030702590942
48	CHEMBL1836519-CHEMBL1836513	70	182	12	0	1.0	0.5110173225402832
49	CHEMBL1836514-CHEMBL1836516	70	182	12	0	1.0	0.5056365728378296
50	CHEMBL1836514-CHEMBL1836517	70	182	12	0	1.0	0.5064820647239685
51	CHEMBL1836514-CHEMBL1836518	70	182	12	0	1.0	0.5068017244338989
52	CHEMBL1836514-CHEMBL1836519	70	182	12	0	1.0	0.5071022510528564
53	CHEMBL1836516-CHEMBL1836517	70	182	12	0	1.0	0.5071048140525818
54	CHEMBL1836516-CHEMBL1836518	70	182	12	0	1.0	0.507428765296936
55	CHEMBL1836516-CHEMBL1836519	70	182	12	0	1.0	0.5076953768730164
56	CHEMBL1836517-CHEMBL1836518	70	182	12	0	1.0	0.507712185382843
57	CHEMBL1836517-CHEMBL1836519	70	182	12	0	1.0	0.5078591108322144
58	CHEMBL198798-CHEMBL199358	70	182	12	0	1.0	0.5187770128250122
59	CHEMBL199470-CHEMBL198798	70	182	12	0	1.0	0.5284148454666138
60	CHEMBL198798-CHEMBL200494	70	182	12	0	1.0	0.5194821357727051
61	CHEMBL200507-CHEMBL198798	70	182	12	0	1.0	0.5219112634658813
62	CHEMBL198798-CHEMBL200543	70	182	12	0	1.0	0.5219957232475281
63	CHEMBL200596-CHEMBL198798	70	182	12	0	1.0	0.5320010781288147
64	CHEMBL198798-CHEMBL200602	70	182	12	0	1.0	0.5293028950691223
65	CHEMBL198798-CHEMBL200744	70	182	12	0	1.0	0.5227589011192322
66	CHEMBL198798-CHEMBL426819	70	182	12	0	1.0	0.5220847725868225
67	CHEMBL198802-CHEMBL199014	70	182	12	0	1.0	0.5038931965827942
68	CHEMBL199163-CHEMBL198802	70	182	12	1	1.0	0.5395462512969971
69	CHEMBL199214-CHEMBL198802	70	182	12	0	1.0	0.5353507995605469
70	CHEMBL200426-CHEMBL198802	70	182	12	0	1.0	0.5282922387123108
71	CHEMBL200672-CHEMBL198802	70	182	12	0	1.0	0.5373640060424805
72	CHEMBL371133-CHEMBL198802	70	182	12	0	1.0	0.523125171661377
73	CHEMBL381190-CHEMBL198802	70	182	12	0	1.0	0.5332048535346985
74	CHEMBL435913-CHEMBL198802	70	182	12	0	1.0	0.52814120054245
75	CHEMBL199214-CHEMBL199014	70	182	12	0	1.0	0.5066447854042053
76	CHEMBL200426-CHEMBL199014	70	182	12	0	1.0	0.5023948550224304
77	CHEMBL200672-CHEMBL199014	70	182	12	0	1.0	0.5070032477378845
78	CHEMBL371133-CHEMBL199014	70	182	12	0	0.0	0.4983232915401459
79	CHEMBL381190-CHEMBL199014	70	182	12	0	1.0	0.5042348504066467
80	CHEMBL435913-CHEMBL199014	70	182	12	0	1.0	0.5024482011795044
81	CHEMBL199163-CHEMBL199214	70	182	12	1	1.0	0.5440194606781006
82	CHEMBL199163-CHEMBL200426	70	182	12	1	1.0	0.5369699001312256
83	CHEMBL199163-CHEMBL200672	70	182	12	1	1.0	0.5445876121520996
84	CHEMBL199163-CHEMBL371133	70	182	12	1	1.0	0.5303343534469604
85	CHEMBL381190-CHEMBL199163	70	182	12	1	1.0	0.5404568314552307
86	CHEMBL200426-CHEMBL199214	70	182	12	0	1.0	0.5286044478416443
87	CHEMBL200672-CHEMBL199214	70	182	12	0	1.0	0.5417518019676208
88	CHEMBL371133-CHEMBL199214	70	182	12	0	1.0	0.5276161432266235
89	CHEMBL381190-CHEMBL199214	70	182	12	0	1.0	0.5376384854316711
90	CHEMBL435913-CHEMBL199214	70	182	12	0	1.0	0.5325936079025269
91	CHEMBL199470-CHEMBL199358	70	182	12	0	1.0	0.524181067943573
92	CHEMBL200494-CHEMBL199358	70	182	12	0	1.0	0.5181661248207092
93	CHEMBL200507-CHEMBL199358	70	182	12	0	1.0	0.517777681350708
94	CHEMBL200543-CHEMBL199358	70	182	12	0	1.0	0.5181333422660828
95	CHEMBL200596-CHEMBL199358	70	182	12	0	1.0	0.5306767225265503
96	CHEMBL200602-CHEMBL199358	70	182	12	0	1.0	0.5250956416130066
97	CHEMBL199358-CHEMBL200744	70	182	12	0	1.0	0.5188952684402466
98	CHEMBL426819-CHEMBL199358	70	182	12	0	1.0	0.5177234411239624
99	CHEMBL199470-CHEMBL200494	70	182	12	0	1.0	0.5278924703598022
100	CHEMBL200507-CHEMBL199470	70	182	12	0	1.0	0.5241817831993103
101	CHEMBL199470-CHEMBL200543	70	182	12	0	1.0	0.5278360843658447
102	CHEMBL199470-CHEMBL200596	70	182	12	0	1.0	0.5398480892181396
103	CHEMBL199470-CHEMBL200602	70	182	12	0	1.0	0.5339327454566956
104	CHEMBL199470-CHEMBL200744	70	182	12	0	1.0	0.5277805924415588
105	CHEMBL199470-CHEMBL426819	70	182	12	0	1.0	0.5269150137901306
106	CHEMBL200203-CHEMBL200301	70	182	12	0	1.0	0.5376424789428711
107	CHEMBL200203-CHEMBL200619	70	182	12	0	1.0	0.5155824422836304
108	CHEMBL200203-CHEMBL371064	70	182	12	0	1.0	0.54538494348526
109	CHEMBL200203-CHEMBL440035	70	182	12	0	1.0	0.5402736067771912
110	CHEMBL200301-CHEMBL200619	70	182	12	0	1.0	0.5164624452590942
111	CHEMBL371064-CHEMBL200301	70	182	12	0	1.0	0.5471499562263489
112	CHEMBL440035-CHEMBL200301	70	182	12	0	1.0	0.5419155359268188
113	CHEMBL200672-CHEMBL200426	70	182	12	0	1.0	0.5346964597702026
114	CHEMBL371133-CHEMBL200426	70	182	12	0	1.0	0.520332396030426
115	CHEMBL381190-CHEMBL200426	70	182	12	0	1.0	0.5305644869804382
116	CHEMBL435913-CHEMBL200426	70	182	12	0	1.0	0.5255301594734192
117	CHEMBL200507-CHEMBL200494	70	182	12	0	1.0	0.5211429595947266
118	CHEMBL200494-CHEMBL200543	70	182	12	0	1.0	0.5212381482124329
119	CHEMBL200596-CHEMBL200494	70	182	12	0	1.0	0.53153395652771
120	CHEMBL200494-CHEMBL200602	70	182	12	0	1.0	0.5287933945655823
121	CHEMBL200494-CHEMBL200744	70	182	12	0	1.0	0.5219814777374268
122	CHEMBL200494-CHEMBL426819	70	182	12	0	1.0	0.5212574601173401
123	CHEMBL200507-CHEMBL200543	70	182	12	0	1.0	0.5210952758789062
124	CHEMBL200507-CHEMBL200596	70	182	12	0	1.0	0.533527135848999
125	CHEMBL200507-CHEMBL200602	70	182	12	0	1.0	0.5276609659194946
126	CHEMBL200507-CHEMBL200744	70	182	12	0	1.0	0.5212270021438599
127	CHEMBL200507-CHEMBL426819	70	182	12	0	1.0	0.5200850367546082
128	CHEMBL200596-CHEMBL200543	70	182	12	0	1.0	0.534174382686615
129	CHEMBL200543-CHEMBL200602	70	182	12	0	1.0	0.5258600115776062
130	CHEMBL200543-CHEMBL200744	70	182	12	0	1.0	0.5225273370742798
131	CHEMBL426819-CHEMBL200543	70	182	12	0	1.0	0.5189319252967834
132	CHEMBL200596-CHEMBL200602	70	182	12	0	1.0	0.5404835343360901
133	CHEMBL200596-CHEMBL200744	70	182	12	0	1.0	0.5342327356338501
134	CHEMBL200596-CHEMBL426819	70	182	12	0	1.0	0.5334725379943848
135	CHEMBL200602-CHEMBL200744	70	182	12	0	1.0	0.5286673307418823
136	CHEMBL426819-CHEMBL200602	70	182	12	0	1.0	0.5258824825286865
137	CHEMBL371064-CHEMBL200619	70	182	12	0	1.0	0.5240219235420227
138	CHEMBL440035-CHEMBL200619	70	182	12	0	1.0	0.5186020731925964
139	CHEMBL381190-CHEMBL200672	70	182	12	0	1.0	0.5385231375694275
140	CHEMBL200672-CHEMBL435913	70	182	12	0	1.0	0.534690797328949
141	CHEMBL426819-CHEMBL200744	70	182	12	0	1.0	0.521439790725708
142	CHEMBL209216-CHEMBL379157	70	182	12	0	1.0	0.5297339558601379
143	CHEMBL379157-CHEMBL209293	70	182	12	0	0.0	0.4987419843673706
144	CHEMBL210702-CHEMBL210759	70	182	12	0	1.0	0.5200058221817017
145	CHEMBL213244-CHEMBL212879	70	182	12	0	1.0	0.5197142362594604
146	CHEMBL213930-CHEMBL212879	70	182	12	0	1.0	0.5109148621559143
147	CHEMBL213244-CHEMBL212907	70	182	12	0	1.0	0.5059581995010376
148	CHEMBL213244-CHEMBL213930	70	182	12	0	1.0	0.5081732869148254
149	CHEMBL2153164-CHEMBL2153166	70	182	12	0	1.0	0.5209226608276367
150	CHEMBL2153167-CHEMBL2153164	70	182	12	0	1.0	0.5175168514251709
151	CHEMBL2153164-CHEMBL2153169	70	182	12	0	1.0	0.5207613110542297
152	CHEMBL2153167-CHEMBL2153166	70	182	12	0	1.0	0.5201588273048401
153	CHEMBL2153169-CHEMBL2153166	70	182	12	0	1.0	0.5233967900276184
154	CHEMBL2153167-CHEMBL2153169	70	182	12	0	1.0	0.5200128555297852
155	CHEMBL570897-CHEMBL2312202	70	182	12	0	1.0	0.5023432970046997
156	CHEMBL2382000-CHEMBL2381998	70	182	12	0	0.0	0.4982662796974182
157	CHEMBL2381998-CHEMBL2382005	70	182	12	0	1.0	0.5021379590034485
158	CHEMBL2382000-CHEMBL2381999	70	182	12	0	0.0	0.49603649973869324
159	CHEMBL2381999-CHEMBL2382005	70	182	12	0	0.0	0.49972668290138245
160	CHEMBL2382000-CHEMBL2382005	70	182	12	0	1.0	0.5006418228149414
161	CHEMBL2382076-CHEMBL2382073	70	182	12	0	1.0	0.5511541962623596
162	CHEMBL286364_CHEMBL31674-CHEMBL433985	70	182	12	0	0.0	0.48217546939849854
163	CHEMBL440035-CHEMBL371064	70	182	12	0	1.0	0.5475839376449585
164	CHEMBL381190-CHEMBL371133	70	182	12	0	1.0	0.5241776704788208
165	CHEMBL371133-CHEMBL435913	70	182	12	0	1.0	0.5203037261962891
166	CHEMBL381190-CHEMBL435913	70	182	12	0	1.0	0.5305696725845337
167	CHEMBL608115-CHEMBL3902105	70	182	12	1	1.0	0.5995396971702576
168	CHEMBL604281-CHEMBL3912190	70	182	12	1	1.0	0.5659509897232056
169	CHEMBL3974129-CHEMBL4519086	70	182	12	1	1.0	0.5048020482063293
170	CHEMBL608115-CHEMBL3982135	70	182	12	1	1.0	0.5947917103767395
171	CHEMBL4226425-CHEMBL4228126	70	182	12	0	1.0	0.5149855613708496
172	CHEMBL4228921-CHEMBL4228082	70	182	12	0	0.0	0.4330507218837738
173	CHEMBL4453372-CHEMBL4544942	70	182	12	0	0.0	0.47549495100975037
174	CHEMBL594179-CHEMBL594622	70	182	12	0	0.0	0.4900878369808197
175	CHEMBL594623-CHEMBL594179	70	182	12	0	0.0	0.4683360755443573
176	CHEMBL596265-CHEMBL594179	70	182	12	0	0.0	0.4664410948753357
177	CHEMBL594623-CHEMBL594622	70	182	12	0	0.0	0.4619256258010864
178	CHEMBL596265-CHEMBL594622	70	182	12	0	0.0	0.46106305718421936
179	CHEMBL594623-CHEMBL596265	70	182	12	0	0.0	0.44326353073120117
180	CHEMBL97402-CHEMBL98540	70	182	12	0	1.0	0.5356221795082092
181	CHEMBL99561-CHEMBL98540	70	182	12	1	1.0	0.5385086536407471
