	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL235756-CHEMBL1629808	108	243	11	0	0.0	0.4863285422325134
1	CHEMBL235757-CHEMBL1629808	108	243	11	0	0.0	0.48633795976638794
2	CHEMBL235758-CHEMBL1629808	108	243	11	0	0.0	0.48635655641555786
3	CHEMBL1629808-CHEMBL236375	108	243	11	0	0.0	0.48566439747810364
4	CHEMBL1629808-CHEMBL241539	108	243	11	0	0.0	0.485650897026062
5	CHEMBL241540-CHEMBL1629808	108	243	11	0	0.0	0.48564982414245605
6	CHEMBL1629808-CHEMBL288280	108	243	11	0	0.0	0.4849647581577301
7	CHEMBL289125-CHEMBL1629808	108	243	11	1	0.0	0.4856429100036621
8	CHEMBL312214-CHEMBL1629808	108	243	11	1	0.0	0.48151955008506775
9	CHEMBL1629808-CHEMBL391724	108	243	11	0	0.0	0.48563745617866516
10	CHEMBL415264-CHEMBL1629808	108	243	11	0	0.0	0.48635002970695496
11	CHEMBL453358-CHEMBL1629808	108	243	11	0	0.0	0.48631054162979126
12	CHEMBL551542-CHEMBL1629808	108	243	11	0	0.0	0.4863295555114746
13	CHEMBL83847-CHEMBL1629808	108	243	11	0	0.0	0.48269301652908325
14	CHEMBL1773092-CHEMBL1775047	108	243	11	0	0.0	0.48344722390174866
15	CHEMBL410931-CHEMBL1773092	108	243	11	0	0.0	0.4835187792778015
16	CHEMBL401238-CHEMBL1775035_CHEMBL3393979_CHEMBL3393980	108	243	11	0	0.0	0.4845539629459381
17	CHEMBL1775041-CHEMBL1775036	108	243	11	0	0.0	0.4895634055137634
18	CHEMBL400211-CHEMBL1775036	108	243	11	0	0.0	0.48527222871780396
19	CHEMBL1775037-CHEMBL1775038	108	243	11	0	0.0	0.4914052486419678
20	CHEMBL1775037-CHEMBL1775039	108	243	11	0	0.0	0.49072325229644775
21	CHEMBL1775040-CHEMBL1775037	108	243	11	0	0.0	0.4872666299343109
22	CHEMBL1775038-CHEMBL1775039	108	243	11	0	0.0	0.49073246121406555
23	CHEMBL1775040-CHEMBL1775038	108	243	11	0	0.0	0.4872749447822571
24	CHEMBL241540-CHEMBL1775038	108	243	11	0	0.0	0.4859228730201721
25	CHEMBL1775040-CHEMBL1775039	108	243	11	0	0.0	0.4865941107273102
26	CHEMBL288280-CHEMBL1775039	108	243	11	0	0.0	0.4852287769317627
27	CHEMBL454923-CHEMBL1775039	108	243	11	0	0.0	0.4865964651107788
28	CHEMBL473726-CHEMBL1775039	108	243	11	0	0.0	0.48644059896469116
29	CHEMBL473727-CHEMBL1775040	108	243	11	0	0.0	0.48297804594039917
30	CHEMBL510861-CHEMBL1775040	108	243	11	0	0.0	0.48315751552581787
31	CHEMBL1775041-CHEMBL400211	108	243	11	0	0.0	0.48377543687820435
