	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL1338403-CHEMBL106848	1	1330	85	0	1.0	0.5028893947601318
1	CHEMBL2333400-CHEMBL106848	1	1330	85	1	1.0	0.5041902661323547
2	CHEMBL2333964-CHEMBL106848	1	1330	85	0	1.0	0.5033791661262512
3	CHEMBL2333966-CHEMBL106848	1	1330	85	0	1.0	0.5030994415283203
4	CHEMBL3359169-CHEMBL106848	1	1330	85	0	1.0	0.5034065246582031
5	CHEMBL3402958-CHEMBL106848	1	1330	85	0	1.0	0.5039036273956299
6	CHEMBL3402960-CHEMBL106848	1	1330	85	0	1.0	0.5032665133476257
7	CHEMBL4454802-CHEMBL106848	1	1330	85	0	1.0	0.5034400224685669
8	CHEMBL3314174-CHEMBL1085555	1	1330	85	1	0.0	0.49109166860580444
9	CHEMBL3360587-CHEMBL1085555	1	1330	85	0	0.0	0.4811512231826782
10	CHEMBL3342247-CHEMBL1093729_CHEMBL1094036	1	1330	85	0	0.0	0.4869503378868103
11	CHEMBL1164486-CHEMBL1164420	1	1330	85	0	1.0	0.5040172338485718
12	CHEMBL1164966-CHEMBL1164420	1	1330	85	0	1.0	0.5031018853187561
13	CHEMBL1165319-CHEMBL1164420	1	1330	85	0	1.0	0.503650963306427
14	CHEMBL1165321-CHEMBL1164420	1	1330	85	0	1.0	0.5040321350097656
15	CHEMBL1164966-CHEMBL1164486	1	1330	85	0	1.0	0.5030931234359741
16	CHEMBL1165319-CHEMBL1164486	1	1330	85	0	1.0	0.5036330819129944
17	CHEMBL1165321-CHEMBL1164486	1	1330	85	0	1.0	0.504014253616333
18	CHEMBL1164966-CHEMBL1165319	1	1330	85	0	1.0	0.5034648776054382
19	CHEMBL1164966-CHEMBL1165321	1	1330	85	0	1.0	0.5038508772850037
20	CHEMBL1165321-CHEMBL1165319	1	1330	85	0	1.0	0.5051003694534302
21	CHEMBL1233727-CHEMBL1233725	1	1330	85	0	0.0	0.48374736309051514
22	CHEMBL1271572-CHEMBL1233768	1	1330	85	0	0.0	0.483315646648407
23	CHEMBL1240572-CHEMBL1240574	1	1330	85	0	1.0	0.5041201114654541
24	CHEMBL1240572-CHEMBL2208440	1	1330	85	0	1.0	0.5036565661430359
25	CHEMBL1240572-CHEMBL2208442	1	1330	85	0	1.0	0.5044988393783569
26	CHEMBL1240574-CHEMBL2208440	1	1330	85	0	1.0	0.5023977756500244
27	CHEMBL1240574-CHEMBL2208441	1	1330	85	0	1.0	0.502876877784729
28	CHEMBL1240574-CHEMBL2208442	1	1330	85	0	1.0	0.5029972195625305
29	CHEMBL1338403-CHEMBL2333400	1	1330	85	1	1.0	0.5028797388076782
30	CHEMBL2333964-CHEMBL1338403	1	1330	85	0	1.0	0.5026389360427856
31	CHEMBL2333966-CHEMBL1338403	1	1330	85	0	1.0	0.5023845434188843
32	CHEMBL1338403-CHEMBL3359169	1	1330	85	0	1.0	0.5033031105995178
33	CHEMBL3402958-CHEMBL1338403	1	1330	85	0	1.0	0.5037020444869995
34	CHEMBL3402960-CHEMBL1338403	1	1330	85	0	1.0	0.5032122135162354
35	CHEMBL4454802-CHEMBL1338403	1	1330	85	0	1.0	0.5026990175247192
36	CHEMBL1347917-CHEMBL2337534	1	1330	85	0	0.0	0.4885227680206299
37	CHEMBL2337541-CHEMBL1347917	1	1330	85	0	0.0	0.48587948083877563
38	CHEMBL1518113-CHEMBL1363627	1	1330	85	0	0.0	0.4839934706687927
39	CHEMBL4067239-CHEMBL1363627	1	1330	85	0	0.0	0.48132702708244324
40	CHEMBL4070147-CHEMBL1363627	1	1330	85	0	0.0	0.48311278223991394
41	CHEMBL1363627-CHEMBL4080804	1	1330	85	0	0.0	0.48400890827178955
42	CHEMBL4086993-CHEMBL1363627	1	1330	85	0	0.0	0.4829898476600647
43	CHEMBL1363627-CHEMBL4097153	1	1330	85	0	0.0	0.48398053646087646
44	CHEMBL4104861-CHEMBL1363627	1	1330	85	0	0.0	0.4830281138420105
45	CHEMBL146816-CHEMBL1940391	1	1330	85	0	1.0	0.5030572414398193
46	CHEMBL146816-CHEMBL2074640	1	1330	85	0	1.0	0.503411591053009
47	CHEMBL146887_CHEMBL362337-CHEMBL179218	1	1330	85	0	0.0	0.4986754059791565
48	CHEMBL3633776-CHEMBL1479002	1	1330	85	0	1.0	0.5033659934997559
49	CHEMBL4070147-CHEMBL1518113	1	1330	85	0	0.0	0.48379144072532654
50	CHEMBL1518113-CHEMBL4080804	1	1330	85	0	0.0	0.4848044812679291
51	CHEMBL1518113-CHEMBL4086993	1	1330	85	0	0.0	0.4837864339351654
52	CHEMBL1518113-CHEMBL4097153	1	1330	85	0	0.0	0.4847773015499115
53	CHEMBL1518113-CHEMBL4104861	1	1330	85	0	0.0	0.48406141996383667
54	CHEMBL3609196-CHEMBL1736901	1	1330	85	0	0.0	0.4840824604034424
55	CHEMBL1736901-CHEMBL3609475	1	1330	85	0	0.0	0.48362135887145996
56	CHEMBL1736901-CHEMBL3609476	1	1330	85	0	0.0	0.48355725407600403
57	CHEMBL1736901-CHEMBL3609478	1	1330	85	0	0.0	0.4852244555950165
58	CHEMBL1736901-CHEMBL3609481	1	1330	85	0	0.0	0.4836563766002655
59	CHEMBL1738792-CHEMBL1738787	1	1330	85	0	0.0	0.4929559528827667
60	CHEMBL1813209-CHEMBL1738787	1	1330	85	0	0.0	0.49315187335014343
61	CHEMBL1813211-CHEMBL1738787	1	1330	85	0	0.0	0.4930379092693329
62	CHEMBL3120749-CHEMBL1738787	1	1330	85	0	0.0	0.49362418055534363
63	CHEMBL1813209-CHEMBL1738792	1	1330	85	0	0.0	0.4921094477176666
64	CHEMBL1738792-CHEMBL1813211	1	1330	85	0	0.0	0.4918179214000702
65	CHEMBL3120748-CHEMBL1738792	1	1330	85	0	0.0	0.4914124011993408
66	CHEMBL1738792-CHEMBL3120749	1	1330	85	0	0.0	0.49240490794181824
67	CHEMBL1762669-CHEMBL1762668	1	1330	85	0	1.0	0.5045410394668579
68	CHEMBL449635-CHEMBL1762668	1	1330	85	0	1.0	0.5049135088920593
69	CHEMBL449635-CHEMBL1762669	1	1330	85	0	1.0	0.505071222782135
70	CHEMBL181082-CHEMBL178560	1	1330	85	0	0.0	0.49853789806365967
71	CHEMBL181422-CHEMBL178560	1	1330	85	0	0.0	0.4971477687358856
72	CHEMBL180177-CHEMBL538564	1	1330	85	0	0.0	0.49803590774536133
73	CHEMBL180323-CHEMBL217569	1	1330	85	0	1.0	0.5029980540275574
74	CHEMBL386542-CHEMBL180323	1	1330	85	0	1.0	0.5030844211578369
75	CHEMBL4553372-CHEMBL180323	1	1330	85	1	1.0	0.5028724670410156
76	CHEMBL181422-CHEMBL181082	1	1330	85	0	0.0	0.49601736664772034
77	CHEMBL1813209-CHEMBL1813211	1	1330	85	0	0.0	0.49207568168640137
78	CHEMBL3120748-CHEMBL1813209	1	1330	85	0	0.0	0.4916331171989441
79	CHEMBL1813209-CHEMBL3120749	1	1330	85	0	0.0	0.49282321333885193
80	CHEMBL3120748-CHEMBL1813211	1	1330	85	0	0.0	0.49145281314849854
81	CHEMBL1813211-CHEMBL3120749	1	1330	85	0	0.0	0.4924628436565399
82	CHEMBL187259-CHEMBL2164735	1	1330	85	0	0.0	0.49212291836738586
83	CHEMBL362499-CHEMBL187259	1	1330	85	1	0.0	0.4898650646209717
84	CHEMBL363931-CHEMBL187259	1	1330	85	1	0.0	0.4892628788948059
85	CHEMBL187259-CHEMBL3823618	1	1330	85	0	0.0	0.49014854431152344
86	CHEMBL362499-CHEMBL187372	1	1330	85	1	0.0	0.4919418394565582
87	CHEMBL187919-CHEMBL187947	1	1330	85	0	0.0	0.46407631039619446
88	CHEMBL187919-CHEMBL187974	1	1330	85	0	0.0	0.46406468749046326
89	CHEMBL187919-CHEMBL366082	1	1330	85	0	0.0	0.46411266922950745
90	CHEMBL372888-CHEMBL187919	1	1330	85	0	0.0	0.46477094292640686
91	CHEMBL187974-CHEMBL187947	1	1330	85	0	0.0	0.46405720710754395
92	CHEMBL366082-CHEMBL187947	1	1330	85	0	0.0	0.46410515904426575
93	CHEMBL372888-CHEMBL187947	1	1330	85	0	0.0	0.4647389054298401
94	CHEMBL366082-CHEMBL187974	1	1330	85	0	0.0	0.46407732367515564
95	CHEMBL372888-CHEMBL187974	1	1330	85	0	0.0	0.4647270739078522
96	CHEMBL191109-CHEMBL188002	1	1330	85	0	0.0	0.45666712522506714
97	CHEMBL189526-CHEMBL190024	1	1330	85	0	0.0	0.49186867475509644
98	CHEMBL189526-CHEMBL190733	1	1330	85	0	0.0	0.4916378855705261
99	CHEMBL190733-CHEMBL190024	1	1330	85	0	0.0	0.49117034673690796
100	CHEMBL214201-CHEMBL193648	1	1330	85	0	1.0	0.5026439428329468
101	CHEMBL2333966-CHEMBL193648	1	1330	85	0	1.0	0.5036048293113708
102	CHEMBL2337540-CHEMBL193648	1	1330	85	0	1.0	0.5025784969329834
103	CHEMBL23417-CHEMBL193648	1	1330	85	1	1.0	0.5028781890869141
104	CHEMBL278395-CHEMBL193648	1	1330	85	1	1.0	0.5033223628997803
105	CHEMBL4454802-CHEMBL193648	1	1330	85	0	1.0	0.5039581656455994
106	CHEMBL687-CHEMBL193648	1	1330	85	1	1.0	0.5039212703704834
107	CHEMBL193964-CHEMBL195194	1	1330	85	0	0.0	0.4893161356449127
108	CHEMBL193964-CHEMBL195978	1	1330	85	0	0.0	0.48758774995803833
109	CHEMBL193964-CHEMBL196435	1	1330	85	0	0.0	0.4816403090953827
110	CHEMBL193964-CHEMBL2164733	1	1330	85	0	0.0	0.49032822251319885
111	CHEMBL1940391-CHEMBL2074640	1	1330	85	0	1.0	0.5025125741958618
112	CHEMBL195147-CHEMBL2164732	1	1330	85	0	0.0	0.49040481448173523
113	CHEMBL364081-CHEMBL195147	1	1330	85	0	0.0	0.488053560256958
114	CHEMBL195194-CHEMBL195811	1	1330	85	1	0.0	0.48813846707344055
115	CHEMBL195194-CHEMBL196435	1	1330	85	0	0.0	0.48035046458244324
116	CHEMBL364081-CHEMBL195509	1	1330	85	0	0.0	0.48975175619125366
117	CHEMBL1957186-CHEMBL1957184	1	1330	85	0	0.0	0.4974382221698761
118	CHEMBL308819-CHEMBL1957184	1	1330	85	0	0.0	0.49738842248916626
119	CHEMBL432745-CHEMBL1957184	1	1330	85	0	0.0	0.4973602890968323
120	CHEMBL49732-CHEMBL1957184	1	1330	85	0	0.0	0.49818354845046997
121	CHEMBL568516-CHEMBL1957184	1	1330	85	0	0.0	0.49745413661003113
122	CHEMBL308819-CHEMBL1957186	1	1330	85	0	0.0	0.49739089608192444
123	CHEMBL432745-CHEMBL1957186	1	1330	85	0	0.0	0.4973647892475128
124	CHEMBL49732-CHEMBL1957186	1	1330	85	0	0.0	0.49818155169487
