	ids	loop	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL1082509-CHEMBL1083173	6	196	11	0	0.0	0.38348740339279175
1	CHEMBL1083780-CHEMBL1082509	6	196	11	0	0.0	0.36715006828308105
2	CHEMBL1082509-CHEMBL1083781	6	196	11	0	0.0	0.42829999327659607
3	CHEMBL1083886-CHEMBL1082509	6	196	11	0	0.0	0.4552784860134125
4	CHEMBL1084071-CHEMBL1082509	6	196	11	0	0.0	0.39553388953208923
5	CHEMBL1084358-CHEMBL1082509	6	196	11	0	0.0	0.4272584617137909
6	CHEMBL1084359-CHEMBL1082509	6	196	11	0	0.0	0.3627777099609375
7	CHEMBL1082509-CHEMBL1084711	6	196	11	0	0.0	0.4313368499279022
8	CHEMBL1082509-CHEMBL1084874	6	196	11	0	0.0	0.4713839888572693
9	CHEMBL1082509-CHEMBL1085036	6	196	11	0	0.0	0.4289768636226654
10	CHEMBL1082509-CHEMBL1085037	6	196	11	0	0.0	0.46754056215286255
11	CHEMBL1082509-CHEMBL1085038	6	196	11	0	0.0	0.4536811411380768
12	CHEMBL1085585-CHEMBL1082509	6	196	11	0	0.0	0.4302365779876709
13	CHEMBL1085651-CHEMBL1082509	6	196	11	0	0.0	0.4136582016944885
14	CHEMBL1082509-CHEMBL1086252	6	196	11	0	0.0	0.44633349776268005
15	CHEMBL1086477-CHEMBL1082509	6	196	11	0	0.0	0.4456756114959717
16	CHEMBL1082509-CHEMBL1086573	6	196	11	0	0.0	0.4129161536693573
17	CHEMBL1083780-CHEMBL1083173	6	196	11	0	0.0	0.3256295621395111
18	CHEMBL1084071-CHEMBL1083173	6	196	11	0	0.0	0.3468991219997406
19	CHEMBL1084358-CHEMBL1083173	6	196	11	0	0.0	0.372814804315567
20	CHEMBL1084359-CHEMBL1083173	6	196	11	0	0.0	0.32126617431640625
21	CHEMBL1084874-CHEMBL1083173	6	196	11	0	0.0	0.3848627805709839
22	CHEMBL1085036-CHEMBL1083173	6	196	11	0	0.0	0.3756101429462433
23	CHEMBL1085038-CHEMBL1083173	6	196	11	0	0.0	0.3963426947593689
24	CHEMBL1085409-CHEMBL1083173	6	196	11	0	0.0	0.4801488220691681
25	CHEMBL1085651-CHEMBL1083173	6	196	11	0	0.0	0.36090919375419617
26	CHEMBL1086114-CHEMBL1083173	6	196	11	0	0.0	0.479343444108963
27	CHEMBL1086477-CHEMBL1083173	6	196	11	0	0.0	0.3876098692417145
28	CHEMBL1083173-CHEMBL1086573	6	196	11	0	0.0	0.4062599539756775
29	CHEMBL1083780-CHEMBL1084071	6	196	11	0	0.0	0.33594417572021484
30	CHEMBL1083780-CHEMBL1084358	6	196	11	0	0.0	0.3592008650302887
31	CHEMBL1084359-CHEMBL1083780	6	196	11	0	0.0	0.3078655004501343
32	CHEMBL1083780-CHEMBL1084874	6	196	11	0	0.0	0.3693690001964569
33	CHEMBL1083780-CHEMBL1085036	6	196	11	0	0.0	0.3635348677635193
34	CHEMBL1083780-CHEMBL1085038	6	196	11	0	0.0	0.3818415105342865
35	CHEMBL1083780-CHEMBL1085409	6	196	11	0	0.0	0.4602701663970947
36	CHEMBL1083780-CHEMBL1085651	6	196	11	0	0.0	0.34574881196022034
37	CHEMBL1083780-CHEMBL1086114	6	196	11	0	0.0	0.45935356616973877
38	CHEMBL1083780-CHEMBL1086477	6	196	11	0	0.0	0.3718284070491791
39	CHEMBL1083780-CHEMBL1086573	6	196	11	0	0.0	0.34636542201042175
40	CHEMBL1083886-CHEMBL1083781	6	196	11	0	0.0	0.4381806254386902
41	CHEMBL1084071-CHEMBL1083781	6	196	11	0	0.0	0.38169172406196594
42	CHEMBL1084358-CHEMBL1083781	6	196	11	0	0.0	0.4134925901889801
43	CHEMBL1083781-CHEMBL1084711	6	196	11	0	0.0	0.41639596223831177
44	CHEMBL1084874-CHEMBL1083781	6	196	11	0	0.0	0.42751261591911316
45	CHEMBL1085036-CHEMBL1083781	6	196	11	0	0.0	0.4166775047779083
46	CHEMBL1085037-CHEMBL1083781	6	196	11	0	0.0	0.4526382088661194
47	CHEMBL1085038-CHEMBL1083781	6	196	11	0	0.0	0.4371455907821655
48	CHEMBL1085585-CHEMBL1083781	6	196	11	0	0.0	0.4137158989906311
49	CHEMBL1085651-CHEMBL1083781	6	196	11	0	0.0	0.40056177973747253
50	CHEMBL1086252-CHEMBL1083781	6	196	11	0	0.0	0.4314231872558594
51	CHEMBL1086477-CHEMBL1083781	6	196	11	0	0.0	0.429747074842453
52	CHEMBL1083781-CHEMBL1086573	6	196	11	0	0.0	0.4012441635131836
53	CHEMBL1085852-CHEMBL1083782	6	196	11	1	0.0	0.4139823615550995
54	CHEMBL1086253-CHEMBL1083782	6	196	11	0	0.0	0.39712733030319214
55	CHEMBL1083782-CHEMBL1086572	6	196	11	0	0.0	0.38835248351097107
56	CHEMBL1083886-CHEMBL1084711	6	196	11	0	0.0	0.44291040301322937
57	CHEMBL1083886-CHEMBL1085036	6	196	11	0	0.0	0.4437198042869568
58	CHEMBL1083886-CHEMBL1085037	6	196	11	0	0.0	0.4811735153198242
59	CHEMBL1083886-CHEMBL1085038	6	196	11	0	0.0	0.4645729660987854
60	CHEMBL1083886-CHEMBL1085409	6	196	11	1	1.0	0.5501076579093933
61	CHEMBL1083886-CHEMBL1085651	6	196	11	0	0.0	0.42798078060150146
62	CHEMBL1083886-CHEMBL1086252	6	196	11	0	0.0	0.45994219183921814
63	CHEMBL1083886-CHEMBL1086573	6	196	11	0	0.0	0.4260432720184326
64	CHEMBL1084071-CHEMBL1084358	6	196	11	0	0.0	0.4485926926136017
65	CHEMBL1084359-CHEMBL1084071	6	196	11	0	0.0	0.3313782811164856
66	CHEMBL1084071-CHEMBL1084711	6	196	11	0	0.0	0.3847733736038208
67	CHEMBL1084071-CHEMBL1084874	6	196	11	0	0.0	0.39807942509651184
68	CHEMBL1084071-CHEMBL1085036	6	196	11	0	0.0	0.3878643810749054
69	CHEMBL1084071-CHEMBL1085037	6	196	11	0	0.0	0.4212292730808258
70	CHEMBL1084071-CHEMBL1085038	6	196	11	0	0.0	0.40812593698501587
71	CHEMBL1085651-CHEMBL1084071	6	196	11	0	0.0	0.3724016547203064
72	CHEMBL1084071-CHEMBL1086252	6	196	11	0	0.0	0.4025025963783264
73	CHEMBL1086477-CHEMBL1084071	6	196	11	0	0.0	0.45443275570869446
74	CHEMBL1084071-CHEMBL1086573	6	196	11	0	0.0	0.37102067470550537
75	CHEMBL1084603-CHEMBL1084336	6	196	11	0	0.0	0.4727618098258972
76	CHEMBL1084604-CHEMBL1084336	6	196	11	0	0.0	0.4574092626571655
77	CHEMBL1084359-CHEMBL1084358	6	196	11	0	0.0	0.35454192757606506
78	CHEMBL1084358-CHEMBL1084711	6	196	11	0	0.0	0.41660448908805847
79	CHEMBL1084358-CHEMBL1084874	6	196	11	0	0.0	0.4296644926071167
80	CHEMBL1084358-CHEMBL1085036	6	196	11	0	0.0	0.41852834820747375
81	CHEMBL1084358-CHEMBL1085037	6	196	11	0	0.0	0.45367497205734253
82	CHEMBL1084358-CHEMBL1085038	6	196	11	0	0.0	0.43988001346588135
83	CHEMBL1085585-CHEMBL1084358	6	196	11	0	0.0	0.4731227457523346
84	CHEMBL1085651-CHEMBL1084358	6	196	11	0	0.0	0.40341243147850037
85	CHEMBL1084358-CHEMBL1086114	6	196	11	0	1.0	0.5241637825965881
86	CHEMBL1084358-CHEMBL1086252	6	196	11	0	0.0	0.4326631426811218
87	CHEMBL1086477-CHEMBL1084358	6	196	11	0	0.0	0.48417237401008606
88	CHEMBL1084358-CHEMBL1086573	6	196	11	0	0.0	0.4020158648490906
89	CHEMBL1084359-CHEMBL1084874	6	196	11	0	0.0	0.3646370768547058
