	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL175525_CHEMBL179243	CHEMBL175526_CHEMBL426049	9 13 5 3 16 14 1 10 19 12 8 7 4 6 15 11 18 0 17 2	6	8 7 9 2 0 3	5 4
1	CHEMBL296411_CHEMBL311636	CHEMBL175525_CHEMBL179243	9 13 5 3 16 14 1 10 19 12 8 7 4 6 15 11 18 0 17 2	1	5 6 4	
2	CHEMBL296411_CHEMBL311636	CHEMBL175526_CHEMBL426049	9 13 5 3 16 14 1 10 19 12 8 7 4 6 15 11 18 0 17 2	1	5 8 7 9 4 2 0 3	
