	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL109847	CHEMBL109581	17 24 2 0 9 4 30 5 7 11 23 29 3 19 27 28 1 33 20 8 18 10 13 12 6 16 26 25 15 32 14 31 22 21	4	5 6 1	3 2
1	CHEMBL109581	CHEMBL111589	17 24 2 0 9 4 30 5 7 11 23 29 3 19 27 28 1 33 20 8 18 10 13 12 6 16 26 25 15 32 14 31 22 21	3 5 6 2 1	0	
2	CHEMBL109847	CHEMBL111589	17 24 2 0 9 4 30 5 7 11 23 29 3 19 27 28 1 33 20 8 18 10 13 12 6 16 26 25 15 32 14 31 22 21	3 4 2	0	
