	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3342606	CHEMBL3342607	31 40 19 11 6 5 0 4 37 26 38 43 3 25 51 32 33 1 34 36 22 45 41 42 48 35 12 18 39 8 44 30 2 14 29 47 10 23 46 49 15 9 24 7 13 20 50 17	0	3 1 2	
1	CHEMBL3342613	CHEMBL3342612	31 40 19 11 5 4 37 26 38 43 0 3 25 51 32 33 1 34 36 22 45 41 42 48 35 28 27 16 21 2 14 29 47 10 23 46 49 15 9 24 7 13 20 50 17	3 1 2	0	
