	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3417198	CHEMBL3417199	41 53 22 61 0 50 20 59 60 37 38 48 27 1 43 5 34 3 35 45 58 57 30 21 54 11 31 19 15 36 23 14 8 55 52 26 39 24	5	16 23 22 15 26 9 7 18	
1	CHEMBL3417201	CHEMBL3417202	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	10 19	1 24 14 11	8
2	CHEMBL3417201	CHEMBL3417203	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	10 19	1 20 22 15 26 4 12 6 18	8
3	CHEMBL3417201	CHEMBL3417204	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	10 19	1 20 21 22 15 26 4 25 3 17 18	8
4	CHEMBL3417202	CHEMBL3417204	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	24 14 11	20 21 22 15 26 4 25 3 17 18	8 1
5	CHEMBL3417203	CHEMBL3417204	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	12 6	21 25 3 17	8 1 20 22 15 26 4 18
6	CHEMBL3632739	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	13 2 26	8 10 19	
7	CHEMBL3632739	CHEMBL3632745	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	13 2 26	8 1 24 14 11	
8	CHEMBL3632743	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	8 10 19	
9	CHEMBL3632743	CHEMBL3632745	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	8 1 24 14 11	
10	CHEMBL3632743	CHEMBL3632746	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	8 1 20 22 15 26 4 12 6 18	
11	CHEMBL3632747	CHEMBL3632743	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	8 1 20 21 22 15 26 4 25 3 17 18	0	
12	CHEMBL3632744	CHEMBL3632745	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	10 19	1 24 14 11	8
13	CHEMBL3632746	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	1 20 22 15 26 4 12 6 18	10 19	8
14	CHEMBL3632747	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	1 20 21 22 15 26 4 25 3 17 18	10 19	8
15	CHEMBL3632747	CHEMBL3632745	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	20 21 22 15 26 4 25 3 17 18	24 14 11	8 1
16	CHEMBL3632747	CHEMBL3632746	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	21 25 3 17	12 6	8 1 20 22 15 26 4 18
