	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1087454	CHEMBL1112	657 542 253 296 533 723 738 193 256 148 6 428 8 679 810 823 430 662 390 637 598 292 35 40 475 202 443 342 747 384 680 631 420 288 465 549	688 116 721 712 829 526 765 128 544 580 485 556 764	366 463 21 758 823 267 45	377 460 139 123 697 577
1	CHEMBL115402	CHEMBL117841	657 776 253 430 6 148 136 719 127 755 816 346 20 454 829 798 608 524 720 318 590 227 146 661 258 777 867 602 103 609 373	314 5 635	204	
2	CHEMBL117841	CHEMBL25924	365 463 148 136 6 346 719 127 755 816 705 253 430 737 328 703 590 318 867 109 146 227 720 661 559 777 183 543 524	435 163 833	377 664 139 123 869 118 798 92	
3	CHEMBL119455	CHEMBL27559_CHEMBL283489	657 776 253 430 6 148 136 719 127 755 816 346 418 699 798 608 524 720 318 590 227 146 661 258 777 867 9 321 241	204	590 754 812 550 502	
4	CHEMBL508399	CHEMBL1204122_CHEMBL201170	657 542 253 430 6 148 136 614 484 8 699 662 38 524 729 318 795 398 556 747 840 406 289 179	590 696 550	204	
5	CHEMBL139926	CHEMBL124444	657 542 253 296 533 723 692 213 599 479 62 8 545 148 136 41 728 662 390 637 598 292 35 285 96 352 483 131 2 197 375 795 27 845 489	366 463 21 758 577 823 267 45	22 451 833 164 798 592 124 383	377 460 139 123 697
6	CHEMBL124444	CHEMBL3358105	657 542 253 296 533 723 692 213 599 479 62 8 545 148 136 41 728 662 390 637 598 292 35 285 96 352 483 131 2 197 375 795 27 845 489	22 451 833 164 592 124 383	235 455 326 295 563	377 460 139 123 697 798
7	CHEMBL124444	CHEMBL3358493	657 542 253 296 533 723 692 213 599 479 62 8 545 148 136 41 728 662 390 637 598 292 35 285 96 352 483 131 2 197 375 795 27 845 489	22 451 833 164 798 592 124 383	115 747 787 703 577 820 528 370	377 460 139 123 697
8	CHEMBL496739	CHEMBL124444	657 542 253 296 533 723 692 213 599 479 62 8 545 148 136 41 728 662 390 637 598 292 35 285 96 352 483 131 2 197 375 795 27 845 489	664 882 13 787 767 118 577 677 278 80	460 22 451 833 164 697 798 592 124 383	377 139 123
9	CHEMBL1257492	CHEMBL1257382	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	850 296 416 626 470 512 90 766 668	9 141 318 604 587 663 333 160	377 460 139 123 521 426 265 697 577
10	CHEMBL1257614	CHEMBL1257382	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	566	333	377 460 139 123 9 521 426 141 265 697 577 318 604 587 663 160
11	CHEMBL1257857	CHEMBL1257382	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	270 872 296 53 749 535 457 219	141 587 663 333 160	377 460 139 123 9 521 426 265 697 577 318 604
12	CHEMBL1257968	CHEMBL1257382	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	296 872 270 185 90 457 535 387	141 604 663 333 160	377 460 139 123 9 521 426 265 697 577 318 587
13	CHEMBL1258647	CHEMBL1257382	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	532 68 220 384 856 594 357 798	9 521 426 141 265 318 604 587 663 333 160	377 460 139 123 697 577
14	CHEMBL1257492	CHEMBL1257493	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	850 426 296 416 626 470 512 90 766 668	9 270 872 318 185 53 749 834 387	377 460 139 123 521 265 697 577
15	CHEMBL1257492	CHEMBL1257614	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	850 296 416 626 470 512 90 766 668	9 141 318 604 587 663 566 160	377 460 139 123 521 426 265 697 577
16	CHEMBL1257492	CHEMBL1257735	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	850 521 265 626 470 512 90 766 668	9 190 141 271 318 162 615 454 169 624 160	377 460 139 123 426 296 416 697 577
17	CHEMBL1257968	CHEMBL1257492	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	9 872 270 318 185 587 457 535 387	850 416 626 470 512 766 668	377 460 139 123 521 426 296 265 697 577 90
18	CHEMBL1258647	CHEMBL1257492	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	532 68 220 384 856 594 357 798	850 521 426 296 416 265 626 470 512 90 766 668	377 460 139 123 697 577
19	CHEMBL1257614	CHEMBL1257493	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	426 141 604 587 663 566 160	270 872 185 53 749 834 387	377 460 139 123 9 521 265 697 577 318
20	CHEMBL1257493	CHEMBL1257735	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	521 270 872 265 185 53 749 834 387	190 416 296 141 426 271 162 615 454 169 624 160	377 460 139 123 9 697 577 318
21	CHEMBL1257857	CHEMBL1257493	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	296 426 604 535 457 219	185 834 387	377 460 139 123 9 521 270 872 265 697 577 318 53 749
22	CHEMBL1257968	CHEMBL1257493	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	426 296 587 90 457 535	53 749 834	377 460 139 123 9 521 872 270 265 697 577 318 185 387
23	CHEMBL1257614	CHEMBL1257735	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	521 265 604 587 663 566	190 416 296 271 162 615 454 169 624	377 460 139 123 9 426 141 697 577 318 160
24	CHEMBL1257968	CHEMBL1257614	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	296 872 270 185 90 457 535 387	141 604 663 566 160	377 460 139 123 9 521 426 265 697 577 318 587
25	CHEMBL1258647	CHEMBL1257614	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	532 68 220 384 856 594 357 798	9 521 426 141 265 318 604 587 663 566 160	377 460 139 123 697 577
26	CHEMBL1257857	CHEMBL1257735	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	521 270 872 265 604 53 749 535 457 219	190 416 141 271 162 615 454 169 624 160	377 460 139 123 9 296 426 697 577 318
27	CHEMBL1257968	CHEMBL1257735	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	521 872 270 265 185 587 90 457 535 387	190 416 141 271 162 615 454 169 624 160	377 460 139 123 9 426 296 697 577 318
28	CHEMBL1257857	CHEMBL1257968	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	604 53 749 219	185 587 90 387	377 460 139 123 9 521 270 872 296 426 265 697 577 318 535 457
29	CHEMBL1257857	CHEMBL1258647	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	9 521 270 872 296 426 265 318 604 53 749 535 457 219	532 68 220 384 856 594 357 798	377 460 139 123 697 577
30	CHEMBL1257968	CHEMBL1258647	657 542 253 296 533 723 738 193 256 148 6 719 8 262 823 438 653 662 390 637 598 292 35 40 475 202 443 342 747 207 452 90 622 319 307	9 521 426 296 872 270 265 318 185 587 90 457 535 387	532 68 220 384 856 594 357 798	377 460 139 123 697 577
31	CHEMBL1258199	CHEMBL1258084	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	579 235 455 593 274 380 0 295	68 220 856 594 357 798	377 460 139 123 532 697 577 384
32	CHEMBL1258084	CHEMBL1258313	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	594 357 798	13 452 455 54 186 238 345 307	377 460 139 123 532 68 220 697 577 384 856
33	CHEMBL1258084	CHEMBL1258427	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	856 357 798	452 13 455 334 548 345 238 567	377 460 139 123 532 68 220 697 577 384 594
34	CHEMBL1258199	CHEMBL1258313	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	579 235 593 274 380 0 295	68 13 452 220 856 54 186 238 345 307	377 460 139 123 532 455 697 577 384
35	CHEMBL1258199	CHEMBL1258427	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	579 235 593 274 380 0 295	68 452 13 220 334 594 548 345 238 567	377 460 139 123 532 455 697 577 384
36	CHEMBL1258427	CHEMBL1258313	657 542 253 296 533 723 738 193 20 148 6 346 314 457 262 823 438 653 662 390 637 598 292 35 40 475 415 108 460 747 408 568 51 512 319 307	334 594 548 567	856 54 186 307	377 460 139 123 532 68 452 13 455 220 697 577 384 345 238
37	CHEMBL128232	CHEMBL128313	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	664 882 13 767 118 577 677 278 80	460 115 131 697 798 820 201	377 139 123 787
38	CHEMBL128524	CHEMBL128232	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	869 798 92	882 13 787 767 577 677 278 80	377 664 139 123 118
39	CHEMBL128647	CHEMBL128232	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	869 619 459 760	123 13 767 118 577 677 278 80	377 664 139 882 787
40	CHEMBL128232	CHEMBL129534	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	882 787 677 278 80	584 21 456 651 713	377 664 139 123 13 767 118 577
41	CHEMBL131396	CHEMBL128232	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	460 366 21 598 697 798 823 559	664 882 13 787 767 118 577 677 278 80	377 139 123
42	CHEMBL132884	CHEMBL128232	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	584 21 869 619 746 783	123 882 13 787 767 118 577 677 278 80	377 664 139
43	CHEMBL22892	CHEMBL128232	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	471 691 869 619 846 183	123 882 13 787 767 118 577 677 278 80	377 664 139
44	CHEMBL129534	CHEMBL128313	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	664 584 13 21 767 118 577 456 651 713	460 115 787 131 697 798 820 201	377 139 123
45	CHEMBL131396	CHEMBL128313	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	366 21 598 823 559	115 787 131 820 201	377 460 139 123 697 798
46	CHEMBL22892	CHEMBL128313	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	664 471 691 869 619 846 183	460 123 115 787 131 697 798 820 201	377 139
47	CHEMBL128647	CHEMBL128524	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	882 787 619 459 760	123 118 798 92	377 664 139 869
48	CHEMBL128524	CHEMBL131299	435 77 738 723 692 385 193 256 148 136 716 715 182 736 345 91 490 202 726 240 795 107	123 118 798 92	882 787 619 459 760	377 664 139 869
49	CHEMBL128524	CHEMBL131396	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	664 869 118 92	460 366 21 598 697 823 559	377 139 123 798
50	CHEMBL128524	CHEMBL132884	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	123 118 798 92	584 21 619 746 783	377 664 139 869
51	CHEMBL22892	CHEMBL128524	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	471 691 619 846 183	123 118 798 92	377 664 139 869
52	CHEMBL130370	CHEMBL128647	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	882 787 619 459 760	123 118 798 92	377 664 139 869
53	CHEMBL131357	CHEMBL128647	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	452 455 619 345 785	123 118 798 92	377 664 139 869
54	CHEMBL128647	CHEMBL131396	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	664 882 787 869 619 459 760	460 123 366 21 598 697 798 823 559	377 139
55	CHEMBL128647	CHEMBL132884	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	882 787 459 760	584 21 746 783	377 664 139 869 619
56	CHEMBL22892	CHEMBL128647	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	471 691 846 183	882 787 459 760	377 664 139 869 619
57	CHEMBL334545	CHEMBL128647	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	460 115 787 131 697 820 201	664 869 118 92	377 139 123 798
58	CHEMBL341225	CHEMBL128647	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	808 541 619 710 346	123 118 798 92	377 664 139 869
59	CHEMBL435598	CHEMBL128647	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	882 13 787 767 577 677 278 80	869 798 92	377 664 139 123 118
60	CHEMBL131396	CHEMBL129534	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	460 366 598 697 798 823 559	664 584 13 767 118 577 456 651 713	377 139 123 21
61	CHEMBL22892	CHEMBL129534	435 77 738 692 385 723 193 256 148 136 716 310 91 345 736 182 475 202 726 240 795 107	471 691 869 619 846 183	123 584 13 21 767 118 577 456 651 713	377 664 139
62	CHEMBL131357	CHEMBL129757	435 77 738 692 385 723 193 256 148 456 457 716 310 91 345 736 182 475 202 726 342 338 781	882 787 459 760	584 21 746 783	377 664 139 869 619
63	CHEMBL131484	CHEMBL129757	435 77 738 723 692 385 193 256 148 601 19 716 715 182 736 345 91 490 202 726 342 743 780	882 787 459 760	452 455 345 785	377 664 139 869 619
64	CHEMBL129757	CHEMBL132884	435 77 738 723 692 385 193 256 148 601 19 716 715 182 736 345 91 490 202 726 342 743 780	452 455 619 345 785	123 118 798 92	377 664 139 869
65	CHEMBL130370	CHEMBL131299	435 77 738 692 385 723 193 256 148 879 782 716 310 91 345 736 182 475 202 726 342 462 757	882 787 619 459 760	123 118 798 92	377 664 139 869
66	CHEMBL131357	CHEMBL130370	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	452 455 345 785	882 787 459 760	377 664 139 869 619
67	CHEMBL131484	CHEMBL130370	435 77 738 692 385 723 193 256 148 879 782 716 310 91 345 736 182 475 202 726 342 462 757	584 21 746 783	882 787 459 760	377 664 139 869 619
68	CHEMBL334545	CHEMBL130370	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	460 123 115 131 697 798 820 201	664 882 869 619 459 760	377 139 787
69	CHEMBL341225	CHEMBL130370	435 77 738 723 692 385 193 256 148 879 782 716 715 182 736 345 91 490 202 726 342 462 757	808 541 710 346	882 787 459 760	377 664 139 869 619
