	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL249151	CHEMBL248552	27 57 0 20 61 46 6 9 19 31 60 50 4 11 7 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 52 36 38 17 16 14 8	12 10 3 8	4 0 7 9	2 6 1 11 5
1	CHEMBL249153	CHEMBL248752	27 57 0 20 61 46 6 9 19 31 60 50 4 11 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 49 18 8	12 10 3 8	4 0 7 9	2 6 1 11 5
2	CHEMBL249560	CHEMBL248754	27 57 0 20 61 46 6 9 19 31 60 50 4 11 62 56 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 49 18 34 53 8	12 10 3 8	4 0 7 9	2 6 1 11 5
3	CHEMBL249763	CHEMBL248948	27 57 0 20 61 46 6 9 19 31 60 50 4 11 7 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 49 36 58 5 8	12 10 3 8	4 0 7 9	2 6 1 11 5
4	CHEMBL248949	CHEMBL399915	27 57 0 20 61 46 6 9 19 31 60 50 4 11 7 40 1 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 52 36 38 33 44 32 8	12 10 3 8	4 0 7 9	2 6 1 11 5
5	CHEMBL248950	CHEMBL400670	27 57 0 20 61 46 6 9 19 31 60 50 4 42 7 2 22 35 48 10 26 21 25 29 12 13 24 59 3 37 39 47 15 58 41 30 28 8	12 10 3 8	4 0 7 9	2 6 1 11 5
6	CHEMBL249361	CHEMBL399055	27 57 0 20 61 46 6 9 19 31 60 50 4 11 7 62 56 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 52 36 38 45 23 54 8	12 10 3 8	4 0 7 9	2 6 1 11 5
7	CHEMBL399056	CHEMBL250576	27 57 0 20 61 46 6 9 19 31 60 50 4 11 40 1 22 35 48 10 26 21 25 29 12 13 24 59 3 37 43 49 18 51 55 8	12 10 3 8	4 0 7 9	2 6 1 11 5
