	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1535	CHEMBL76	64 58 23 38 5 50 45 39 46 67 56 13 33 8 41 6 42 0 1 32 29 30 61 55 22 31 60 24 4 68 3 57 37 54 47 15	20 25 16 13	17 14	15
1	CHEMBL216927_CHEMBL553058	CHEMBL386983	28 7 52 65 14 59 25 62 21 2 35 40 16 18 10 51 49 12 53 19 44 66 63 34 43 20 27 9 48 17 11 36 26	9 19 0 3 5	15 20 18 4 8 21 26 10 1	22 23 7 12 24 11 6 2
