	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1978769	CHEMBL4554653	9 8 24 27 23 33 10 25 1 6 4 21 15 12 17 3 28 7 2 0 32 22 19 14 13 11 30 5 16 20 29 26 31 18	16 21 17 4 31 22 5 15 10 29 3	8 30 32 18 0 9 2 7 20 23 26 28	1 12 14 6
1	CHEMBL1978769	CHEMBL4560856	9 8 24 27 23 33 10 25 1 6 4 21 15 12 17 3 28 7 2 0 32 22 19 14 13 11 30 5 16 20 29 26 31 18	16 21 17 31 22 5 15	8 30 32 9 2 7 20	1 12 14 6 4 10 29 3
2	CHEMBL4554653	CHEMBL4457006	9 8 24 27 23 33 10 25 1 6 4 21 15 12 17 3 28 7 2 0 32 22 19 14 13 11 30 5 16 20 29 26 31 18	1 8 12 30 18 0 9 2 7 23 26 28	19 27 25 4 13 11 24 10 29 3	32 14 6 20
3	CHEMBL4560856	CHEMBL4457006	9 8 24 27 23 33 10 25 1 6 4 21 15 12 17 3 28 7 2 0 32 22 19 14 13 11 30 5 16 20 29 26 31 18	1 8 12 30 9 2 7	19 27 25 13 11 24	32 14 6 4 20 10 29 3
4	CHEMBL4554653	CHEMBL4560856	9 8 24 27 23 33 10 25 1 6 4 21 15 12 17 3 28 7 2 0 32 22 19 14 13 11 30 5 16 20 29 26 31 18	18 0 23 26 28	4 10 29 3	1 8 12 30 32 14 6 9 2 7 20
