	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1614712	CHEMBL399021	65 22 88 33 68 18 34 76 61 48 10 46 64 21 86 19 17 29 0 23 58 50 30 7 67 74 31 79 14 81 69 32 40 3 28 75 78 60 26 45 12 82 57 51 36 83 11	7	11 6	9 5 3 1 10
1	CHEMBL3037910	CHEMBL3037908	44 63 2 0 55 35 59 8 19 86 41 87 64 10 52 5 6 38 27 20 25 53 15 21 17 9 4 42 71 84 16 49 56 73 24 37 77 70 62 43 1 13 85 66 54 47 72 80 39 78 83 11	4 0 8	2	
