	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL210615	CHEMBL206040	44 29 57 6 0 62 8 36 55 60 48 35 42 18 17 24 54 58 28 50 31 46 56 15 34 14 21 9 16 33 37 32 2 19 41	5 1 17 13 18 15 22 23	11 24 25 27	20 8 16 6 19 2 14
1	CHEMBL378151	CHEMBL208082	5 45 28 3 12 11 6 57 51 42 35 24 13 17 18 54 58 50 27 30 40 1 61 7 43 39 22 59 26 23 20 16 47 25 10 37 19 41 4 38 49 52 53	10 21 12 6 5 26 3 0 28 4	29 9 7	
