	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2426558	CHEMBL2426570	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	9 3 0	21 12 8	11 17
1	CHEMBL2426558	CHEMBL2426573	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	17 9 3 0	13 5 18 10 19	11
2	CHEMBL2426558	CHEMBL2426574	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	9 3 0	16 7 1 22 15 4 6 14 20	11 17
3	CHEMBL2426567	CHEMBL2426570	26 33 3 10 45 1 13 42 48 34 49 21 19 8 2 50 44 32 41 22 18 0 12 4 6 29 38 5 36 15 25 47 39 31 11 16 20 17 30 40 37 23 9 27 43 14	11 17 21 12 8	2	
4	CHEMBL2426573	CHEMBL2426570	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	13 5 18 10 19	17 21 12 8	11
5	CHEMBL2426574	CHEMBL2426570	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	16 7 1 22 15 4 6 14 20	21 12 8	11 17
6	CHEMBL2426573	CHEMBL2426574	26 33 3 1 45 10 28 46 49 21 19 8 2 50 44 32 41 22 18 0 12 4 35 36 5 38 29 7 24 31 11 16 20 17 30 40 37 23 9 27 43 14	13 5 18 10 19	17 16 7 1 22 15 4 6 14 20	11
