	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL180523	CHEMBL432608	9 29 70 19 94 60 54 72 6 47 80 0 56 2 112 20 52 49 37 98 120 78 119 40 101 96 36 105 89 100 106	70 43 26 50	16 22	88 74 5 79 52 9
1	CHEMBL3955519	CHEMBL3956531	9 87 70 90 22 35 124 69 116 84 18 109 13 75 72 54 30 76 123 61 3 38 2 26 31 65 48 121 97 7 86 44 12 93 92 63 81 73 108 71 79 33 45	28 19	71 79 68 92 89	39 7 52
2	CHEMBL509917	CHEMBL432608	58 99 94 6 47 80 0 56 72 54 2 19 122 70 15 11 111 77 41 24 119 40 101 96 36 78 67 103 8 95 83 32	24 41 85 32 81 3	55 2 72 75	34 65 12 91 59
3	CHEMBL432608	CHEMBL520465	58 99 94 6 47 80 0 56 72 54 2 19 122 70 15 11 111 77 41 24 119 40 101 96 36 78 67 103 8 95 83 32	55 2 72 75	40 61 58 33 78 60 53	34 65 12 91 59
4	CHEMBL4470080	CHEMBL4471712	85 104 109 13 75 72 54 30 76 123 61 3 38 21 2 114 51 12 93 64 63 81 73 108 71 79 33 66 74	25 18 87 83 67 57 82 6 48 35 14 86 4	84 29 36 20 27 76 21 80	51 13 44 62
5	CHEMBL4470080	CHEMBL4522864	85 104 109 13 75 72 54 30 76 123 61 3 38 21 2 114 51 12 93 64 63 81 73 108 71 79 33 66 74	67 57 35 4	49 37 90 77	51 13 25 18 87 83 44 62 82 6 48 14 86
6	CHEMBL4522864	CHEMBL4471712	85 104 109 13 75 72 54 30 76 123 61 3 38 21 2 114 51 12 93 64 63 81 73 108 71 79 33 66 74	25 18 87 83 49 37 82 6 48 90 14 86 77	84 29 36 20 27 76 21 80	51 13 44 62
7	CHEMBL4519265	CHEMBL4537118	42 82 76 75 72 54 39 59 16 20 25 1 2 18 109 13 124 117 46 69 84 50 4 93 92 10 57 115 102 91 62 17 110 14 23 86 44 12 28 53 43 107 27 88	42 45 8 23 64	55 2 46 63 66	56 73 93 47 12 11 1 30 0 38 31 54
8	CHEMBL509917	CHEMBL520465	58 99 94 6 47 80 0 56 72 54 2 19 122 70 15 11 111 77 41 24 119 40 101 96 36 78 67 103 8 95 83 32	24 41 85 32 81 3	40 61 58 33 78 60 53	34 65 12 91 59
9	CHEMBL521186	CHEMBL509917	9 29 70 19 94 60 54 72 6 47 80 0 56 2 112 20 34 68 118 52 49 37 98 120 78 119 40 101 96 36 105 89 55 113 5	10 17 70 69 15 26 50	74 9 16 22	88 5 79 52
