	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1535	CHEMBL76	115 103 47 71 10 96 85 73 86 120 101 21 65 14 75 11 77 1 2 64 55 57 109 100 42 58 107 50 9 121 8 102 70 99 90 25	67 81 54 42	62 50	53
1	CHEMBL611	CHEMBL1558_CHEMBL2	87 67 31 61 44 41 75 1 4 11 79 24 56 113 88 49 32 63 26 48 18 97 114 37 45 16 28 46	16 18 23 13 25 55 72 26 79 78 35 39	58 4 12 10 46 24 0 80 69 48 17 49	3 37
2	CHEMBL2413154	CHEMBL2413153	53 78 4 21 20 91 61 31 35 66 96 15 27 111 93 118 62 68 98 12 105 80 110 119 116 7 32 82 76 34 6 17 30 54 106 22 69 33	21	53 67 44 27 11	
3	CHEMBL419316	CHEMBL328114	72 51 108 35 31 83 43 81 23 52 117 1 4 94 112 89 19 56 113 0 3 60 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	57 15 71 70 83 82 7	52 6 75 60 59 51	12 10 76 9
4	CHEMBL328114	CHEMBL91157	87 67 31 35 83 43 81 23 52 117 1 4 94 112 89 19 56 113 88 49 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	63 2 68 40 14 30 22	5 8 56 71 38 65 20 29	53 75 12 10 51 76 9
5	CHEMBL328114	CHEMBL92860	87 67 31 35 83 43 81 23 52 117 1 4 94 112 89 19 56 113 88 49 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	63 2 68 75 40 14 30 22 51 9	19 41 45 1 36 47 61 28 66 31 77 73	53 12 10 76
6	CHEMBL419316	CHEMBL91157	87 67 31 35 83 43 81 23 52 117 1 4 94 112 89 19 56 113 88 49 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	63 64 74 70 32 34 43 33 7	5 8 56 75 38 65 20 29 51	53 71 12 10 76 9
7	CHEMBL419316	CHEMBL92860	87 67 31 35 83 43 81 23 52 117 1 4 94 112 89 19 56 113 88 49 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	63 64 74 71 70 32 34 43 33 7 9	19 41 45 1 36 47 61 28 66 31 77 73	53 12 10 76
8	CHEMBL92860	CHEMBL91157	87 67 31 35 83 43 81 23 52 117 1 4 94 112 89 19 56 113 88 49 82 59 40 104 95 29 38 5 84 114 13 74 39 92 36 46	19 41 45 1 36 47 61 28 66 31 77 73	5 8 56 75 71 38 65 20 29 51 9	53 12 10 76
