	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1161897	CHEMBL216925	82 27 46 40 19 38 107 70 91 122 52 13 77 54 14 36 95 26 3 56 72 87 41 28 61 50 88 100 60 97 76 1 113 33	3	37 11 84	
1	CHEMBL1161899	CHEMBL1161898	118 106 4 119 86 78 91 122 52 13 77 54 14 36 95 26 93 96 115 108 18 88 100 60 97 76 1 113 33	55 65 52	17	
2	CHEMBL1275660	CHEMBL489887	82 32 91 122 52 13 77 8 9 17 116 117 83 88 100 37 42 25 51 2 80	58 49 21 10 60 85 54	25 4 63 66 86 56 12 75 40 32	
3	CHEMBL1275660	CHEMBL490284	82 32 91 122 52 13 77 8 9 17 116 117 83 88 100 37 42 25 51 2 80	58 49 21 10 60 85 54	25 4 63 86 56 12 70 67	
4	CHEMBL184	CHEMBL274150	67 6 53 58 111 8 77 71 54 14 36 95 26 68 10 98 81 5 85 31 84 1 113 66	86 56 45	81 16 48	55 71
5	CHEMBL8092	CHEMBL285627	90 73 71 77 36 54 14 26 95 29 49 105 102 66 113 1 84 15 59	44 88 68 81 16 24 28 77 14	15 69 9 8 36 73 13 0 62 1 2 80	55
6	CHEMBL3644484_CHEMBL509177	CHEMBL445029_CHEMBL490478	118 106 78 91 122 52 13 77 8 9 17 116 55 112 35 86 114 104 108 18 88 100 37 42 25 51 2 80 94 34 65	15 43 9 8 38 26 29 78 6	71 86 56 45	55
7	CHEMBL445029_CHEMBL490478	CHEMBL508929	118 106 4 119 86 78 91 122 52 13 77 8 9 17 116 93 96 115 108 18 88 100 37 42 25 51 2 80	55 59 79 82 46 76 34	27 74 42 83	18 56
8	CHEMBL449072	CHEMBL462398	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	55 71 66 86 41 19 50 32	27 74 18 22 87 64 33 83 30 51	56
9	CHEMBL449072	CHEMBL490081	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	71 66 86 41 19 50 32	59 53 18 23 39 72	55 56
10	CHEMBL449072	CHEMBL490283_CHEMBL524489	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	71 66 86 41 19 50 32	59 79 18 82 46 76 34	55 56
11	CHEMBL453099	CHEMBL508602	118 16 24 78 91 122 52 13 77 8 9 17 116 47 120 18 88 100 37 42 25 51 2 80	55 59 79 57 86 82 46 5 35 20	27 74 18 42 83	56
12	CHEMBL462398	CHEMBL489887	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	27 74 18 22 87 64 33 83 30 51	55 71 66 86 41 47 32	56
13	CHEMBL490081	CHEMBL462398	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	55 59 53 23 39 72	27 74 22 87 64 33 83 30 51	18 56
14	CHEMBL490283_CHEMBL524489	CHEMBL462398	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	55 59 79 82 46 76 34	27 74 22 87 64 33 83 30 51	18 56
15	CHEMBL462398	CHEMBL490284	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	27 74 18 22 87 64 33 83 30 51	55 71 86 45	56
16	CHEMBL474328	CHEMBL473929	11 74 44 48 69 79 0 43 122 52 13 77 8 9 17 116 89 23 39 92 103 101 75 121 62 123 100 37 64 25 51 2 80	31 61 9 8 89 7 78 6	17	
17	CHEMBL490284	CHEMBL489887	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	45	66 41 47 32	55 71 86 56
18	CHEMBL490081	CHEMBL490283_CHEMBL524489	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	53 23 39 72	79 82 46 76 34	55 59 18 56
19	CHEMBL490282	CHEMBL508602	118 16 24 78 91 122 52 13 77 8 9 17 116 47 120 18 88 100 37 42 25 51 2 80	55 59 53 23 39 72	27 74 42 83	18 56
20	CHEMBL490283_CHEMBL524489	CHEMBL490284	45 7 12 91 122 52 13 77 8 9 17 116 21 22 57 88 100 37 42 25 51 2 80	59 79 18 82 46 76 34	71 86 45	55 56
21	CHEMBL508929	CHEMBL508602	118 109 78 91 122 52 13 77 8 9 17 116 30 35 86 99 63 18 88 100 37 42 25 51 2 80 20 110	55 71 86 56 45	17	
