	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1934892	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	49 3 40 60 67	11 0 69 9	20 50 24 12 62 6
1	CHEMBL1934890	CHEMBL1934893	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	11 0 69 9	33 45 39 65 40 54 13 53	20 50 24 12 62 6
2	CHEMBL1934894	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	28 56 4 40 17 16 38	11 0 69 9	20 50 24 12 62 6
3	CHEMBL1934890	CHEMBL1934895	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	11 0 69 9	15 71 40 43 19	20 50 24 12 62 6
4	CHEMBL1934896	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	10 1 68 5 40 34 36 58 59	11 6 0 69 9	20 50 24 12 62
5	CHEMBL1934890	CHEMBL1934898	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	6 69 9	42 1 2 47 5 48 27 73 74 18	20 50 24 12 11 62 0
6	CHEMBL1934890	CHEMBL1934901	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	24 62 6 0	66 25 46 55 64 72 30 8 22 26 51 31 35 57	20 50 12 11 69 9
7	CHEMBL1934903	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	63 44 7 52 37 41 48 32 75 21 29	24 62 6 0 9	20 50 12 11 69
8	CHEMBL1934890	CHEMBL1934905	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	6 0 9	44 1 5 40 23 61 32 70 14	20 50 24 12 11 62 69
9	CHEMBL1934892	CHEMBL1934893	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	49 3 60 67	33 45 39 65 54 13 53	20 50 24 12 62 6 40
10	CHEMBL1934894	CHEMBL1934892	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	28 56 4 17 16 38	49 3 60 67	20 50 24 12 62 6 40
11	CHEMBL1934892	CHEMBL1934895	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	49 3 60 67	15 71 43 19	20 50 24 12 62 6 40
12	CHEMBL1934892	CHEMBL1934896	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	49 3 6 60 67	10 1 68 5 34 36 58 59	20 50 24 12 62 40
13	CHEMBL1934892	CHEMBL1934901	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	24 49 3 62 6 40 60 67	66 25 46 55 64 72 11 30 8 22 26 51 31 35 57 69 9	20 50 12
