	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2159749	CHEMBL2159748	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	30 36 47 31	44 19 39 6 3 16 10 34 42 28 27	35 17 7
1	CHEMBL2159748	CHEMBL4451993	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	39 6 3 16 42 28 27	37 11 45 43 29 20 24	35 44 17 7 19 10 34
2	CHEMBL4453293_CHEMBL4462021	CHEMBL2159748	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	26 9 23 40 46 18 25 2 32	17 7 19 16 10 34 42 28	35 44 39 6 3 27
3	CHEMBL4437462_CHEMBL4584206	CHEMBL2159749	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	19 9 26 40 0 38 5 1 4	7 36 47 31	35 30 17
4	CHEMBL4453293_CHEMBL4462021	CHEMBL2159749	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	44 26 9 23 39 6 3 40 46 18 25 2 32 27	30 17 7 36 47 31	35
5	CHEMBL4437462_CHEMBL4584206	CHEMBL4453293_CHEMBL4462021	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	30 17 19 0 38 5 1 4	44 23 39 6 3 46 18 25 2 32 27	35 9 26 40
6	CHEMBL4474579	CHEMBL4437462_CHEMBL4584206	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	44 41 21 8 39 6 3 15 33 22 12 13 14 27	30 17 19 9 26 40 0 38 5 1 4	35
7	CHEMBL4474579	CHEMBL4451993	2 23 17 1 8 7 0 13 3 26 10 5 16 18 27 19 22 21 11 15 14 28 24 9 6 20 12 25 4	41 21 8 39 6 3 15 33 22 12 13 14 27	17 7 19 37 11 45 43 10 34 29 20 24	35 44
