	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL230639	CHEMBL230640	9 20 36 39 7 42 63 21 14 13 23 40 34 38 52 10 17 46 0 55 8	19	55 62 63 58 67 39 45 42	
1	CHEMBL242024	CHEMBL242461	9 20 36 39 7 42 63 21 14 65 54 23 40 34 38 52 10 17 46 33 29 50	61 65 18 34 20 2 54 22 47	0 38 53 66 37 16 68 56 40	55 17 23 69 32
2	CHEMBL242024	CHEMBL242673	9 20 36 39 7 42 63 21 14 65 54 23 40 34 38 52 10 17 46 33 29 50	23 61 18 34 69 32 20 2 54 22 47	64 10 8 41 15 1 59 3 4 72	55 17 65
3	CHEMBL242024	CHEMBL243322	9 20 36 39 7 42 63 21 14 65 54 23 40 34 38 52 10 17 46 33 29 50	23 61 65 18 34 69 32 20 2 54 22 47	48 10 49 43 44 29 36 77 51	55 17
4	CHEMBL242024	CHEMBL398002	9 20 36 39 7 42 63 21 14 65 54 23 40 34 38 52 10 17 46 33 29 50	17 23 61 65 18 34 69 32 20 2 54 22 47	62 63 58 67 39 45 42	55
5	CHEMBL437011	CHEMBL242024	9 20 36 39 7 42 63 21 14 65 54 23 40 34 38 52 10 17 46 33 29 50	10 8 49 5 52 30 70 33 12 73	61 65 18 34 69 20 2 54 22 47	55 17 23 32
6	CHEMBL242678	CHEMBL242028	9 20 36 39 7 42 63 21 14 44 2 23 40 34 38 52 10 17 46 33 48 53	49 43 36 77 51	8 35 70 6	55 17 48 10 44 29
7	CHEMBL242891	CHEMBL242028	9 20 36 39 7 42 63 21 14 44 2 23 40 34 38 52 10 17 46 33 48 53	62 63 58 67 39 45 42	17 48 10 8 44 29 35 70 6	55
8	CHEMBL243117	CHEMBL242028	9 20 36 39 7 42 63 21 14 44 2 23 40 34 38 52 10 17 46 33 48 53	23 0 38 53 66 69 32 37 16 68 56 40	48 10 8 44 29 35 70 6	55 17
9	CHEMBL397452	CHEMBL242028	9 20 36 39 7 42 63 21 14 44 2 23 40 34 38 52 10 17 46 33 48 53	23 49 5 32 52 30 33 12 73	48 44 29 35 6	55 17 10 8 70
