	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2016583	CHEMBL2017064	35 64 50 29 70 10 25 40 0 60 2 5 43 73 77 59 1 51 62 46 49 69 38 9 74 19 36	81 19 16 93 1 68 90 15 71 39 59 53	82 62 10 60 2 100 76 50 43 25 45 104 47	46
1	CHEMBL2017069	CHEMBL2016583	35 64 50 29 70 10 25 40 0 60 2 5 43 73 77 59 1 51 62 46 49 69 38 9 74 19 36	64 62 56 99 40 48 61 31 102 32	81 19 16 93 1 68 90 15 71 39 59 53	46
2	CHEMBL2016583	CHEMBL2017075	35 64 50 29 70 10 25 40 0 60 2 5 43 73 77 59 1 51 62 46 49 69 38 9 74 19 36	93 68 39 59 53	73 3 58 80 84	46 81 19 16 1 90 15 71
3	CHEMBL2016583	CHEMBL2017078	35 64 50 29 70 10 25 40 0 60 2 5 43 73 77 59 1 51 62 46 49 69 38 9 74 19 36	93 68 39 59 53	34 57 96 30 29 95 5	46 81 19 16 1 90 15 71
4	CHEMBL2016583	CHEMBL2017087	35 64 50 29 70 10 25 40 0 60 2 5 43 73 77 59 1 51 62 46 49 69 38 9 74 19 36	81 19 16 93 1 68 90 15 71 39 59 53	82 62 56 6 88 42 14 70 52 85	46
5	CHEMBL2017059	CHEMBL2017057	7 57 45 20 10 47 17 3 37 50 29 70 25 40 0 60 2 5 43 73 65 33 4 41 34 6 11 72 1 51 27 46 49 69 38 9 74 19 36	78 67 33 41 101 79 77 0 17	98 51 23 75 91 7	
6	CHEMBL2017060	CHEMBL2017057	7 57 45 20 10 47 17 3 37 50 29 70 25 40 0 60 2 5 43 73 65 33 4 41 34 6 11 72 1 51 27 46 49 69 38 9 74 19 36	78 67 33 20 41 101 79 97 22 35 17 0 77	98 51 23 75 91 7	
7	CHEMBL2017061	CHEMBL2017057	7 57 45 20 10 47 17 3 37 50 29 70 25 40 0 60 2 5 43 73 65 33 4 41 34 6 11 72 1 51 27 46 49 69 38 9 74 19 36	37 55 18 36 41 101 103 28 87 94 17	98 51 23 75 91 7	
8	CHEMBL2017062	CHEMBL2017057	7 57 45 20 10 47 17 3 37 50 29 70 25 40 0 60 2 5 43 73 65 33 4 41 34 6 11 72 1 51 27 46 49 69 38 9 74 19 36	37 9 13 63 19 16 21 49 89 44 92 12	98 51 23 75 91 7	
9	CHEMBL2017058	CHEMBL2017086	35 64 50 22 52 31 68 25 40 0 60 2 5 43 73 75 32 78 76 56 8 49 69 38 9 74 19 36	82 6 88 42 14 70 52 85	81 19 16 65 86 15 11 66 4 72	46 62 56
