	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2011964	CHEMBL2012001	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	85 47 39 77 11 10 66 22 58 54	17 16 28 40 81 75 15 53 26 25 80 5	36 65 0
1	CHEMBL2011964	CHEMBL2012002	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	85 47 39 77 11 10 66 22 58 54	17 16 35 71 4 75 15 53 52 83 30 38	36 65 0
2	CHEMBL2012003	CHEMBL2011964	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	17 16 48 72 15 9 49 3	0 85 77 11 10 66 22 58	36 65 39 47 54
3	CHEMBL2011964	CHEMBL2012004	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	85 77 10 66 22	28 40 81 80 79 68 5	36 65 0 47 39 11 58 54
4	CHEMBL2012005	CHEMBL2011964	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	35 71 4 30 76 61 38	85 77 10 66 22	36 65 0 47 39 11 58 54
5	CHEMBL2012006	CHEMBL2011964	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	42 43 21 51 70	85 77 10 66 22	36 65 0 47 39 11 58 54
6	CHEMBL2012002	CHEMBL2012001	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	35 71 4 52 83 30 38	28 40 81 26 25 80 5	36 65 17 16 0 75 15 53
7	CHEMBL2012003	CHEMBL2012001	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	48 39 47 72 9 49 3 54	28 0 40 81 75 53 26 25 80 5	36 65 17 16 15
8	CHEMBL2012004	CHEMBL2012001	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	47 39 11 79 68 58 54	17 16 75 15 53 26 25	36 65 0 28 40 81 80 5
9	CHEMBL2012002	CHEMBL2012004	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	17 16 35 71 4 75 15 53 52 83 30 38	28 47 39 40 81 11 80 79 68 58 54 5	36 65 0
10	CHEMBL2012005	CHEMBL2012002	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	47 39 11 76 61 58 54	17 16 75 15 53 52 83	36 65 0 35 71 4 30 38
11	CHEMBL2012006	CHEMBL2012002	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	42 47 39 43 11 21 51 70 58 54	17 16 35 71 4 75 15 53 52 83 30 38	36 65 0
12	CHEMBL2012003	CHEMBL2012005	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	17 16 48 72 15 9 49 3	0 35 71 4 11 30 76 61 58 38	36 65 39 47 54
13	CHEMBL2012003	CHEMBL2012006	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	17 16 48 72 15 9 49 3	0 42 43 11 21 51 70 58	36 65 39 47 54
14	CHEMBL2012005	CHEMBL2012006	26 46 10 9 12 2 53 45 54 37 29 7 44 49 14 19 52 8 38 6 47 16 18 39 21 20 28 36 13	35 71 4 30 76 61 38	42 43 21 51 70	36 65 0 47 39 11 58 54
15	CHEMBL4127283	CHEMBL4126365	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	14 77 24 32 78	27 33 57 20	6 63 46 34 0 42 47 8 43 59 51 31 60
16	CHEMBL4126365	CHEMBL4127711	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	34 27 0 42 43 59 33 57 20 51 31 60	12 17 55 2 84 62 19 74 64 44 41	6 63 46 47 8
17	CHEMBL4127870	CHEMBL4126365	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 85 77 84 62 19 45 13 7 41	34 27 0 42 43 59 33 57 20 51 31 60	6 63 46 47 8
18	CHEMBL4129113	CHEMBL4126365	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 35 71 4 84 62 19 29 73 37 41 38	34 27 0 42 43 59 33 57 20 51 31 60	6 63 46 47 8
19	CHEMBL4129654	CHEMBL4126365	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	55 2 18 82 44	42 20 51 31	6 63 46 34 27 0 47 8 43 59 33 57 60
20	CHEMBL4126480	CHEMBL4127870	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	56 1 23 50 69 67	17 85 62 19 45 13 7	6 63 46 12 47 8 77 84 41
21	CHEMBL4126480	CHEMBL4129113	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	56 77 1 23 50 69 67	17 35 71 4 62 19 29 73 37 38	6 63 46 12 47 8 84 41
22	CHEMBL4127283	CHEMBL4127711	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	34 14 0 42 43 77 59 24 32 78 51 31 60	12 17 55 2 84 62 19 74 64 44 41	6 63 46 47 8
23	CHEMBL4127870	CHEMBL4127283	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 85 84 62 19 45 13 7 41	34 14 0 42 43 59 24 32 78 51 31 60	6 63 46 47 8 77
24	CHEMBL4129113	CHEMBL4127283	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 35 71 4 84 62 19 29 73 37 41 38	34 14 0 42 43 77 59 24 32 78 51 31 60	6 63 46 47 8
25	CHEMBL4129654	CHEMBL4127283	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	27 55 2 33 57 18 82 44	14 42 77 24 32 78 51 31	6 63 46 34 0 47 8 43 59 60
26	CHEMBL4127870	CHEMBL4127711	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	85 77 45 13 7	55 2 74 64 44	6 63 46 12 17 47 8 84 62 19 41
27	CHEMBL4129113	CHEMBL4127711	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	35 71 4 29 73 37 38	55 2 74 64 44	6 63 46 12 17 47 8 84 62 19 41
28	CHEMBL4129654	CHEMBL4127711	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	34 27 0 43 59 33 57 18 82 60	12 17 84 62 19 74 64 41	6 63 46 55 47 8 2 44
29	CHEMBL4127870	CHEMBL4129113	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	85 77 45 13 7	35 71 4 29 73 37 38	6 63 46 12 17 47 8 84 62 19 41
30	CHEMBL4127870	CHEMBL4129654	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 85 77 84 62 19 45 13 7 41	34 27 0 55 2 43 59 33 57 18 82 44 60	6 63 46 47 8
31	CHEMBL4129113	CHEMBL4129654	22 42 24 10 17 4 2 1 55 11 19 41 57 5 15 29 7 44 49 31 51 3 33 50 34 30 32 0 23 40 27 48 56 43 25 35	12 17 35 71 4 84 62 19 29 73 37 41 38	34 27 0 55 2 43 59 33 57 18 82 44 60	6 63 46 47 8
