	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL109847	CHEMBL109581	39 53 4 1 13 6 66 8 11 21 50 62 5 42 58 60 2 73 44 12 41 14 30 24 10 37 57 56 35 71 34 67 48 46	29	33 36 23	26 25
1	CHEMBL109581	CHEMBL111589	39 53 4 1 13 6 66 8 11 21 50 62 5 42 58 60 2 73 44 12 41 14 30 24 10 37 57 56 35 71 34 67 48 46	26 33 36 25 23	9	
2	CHEMBL109847	CHEMBL111589	39 53 4 1 13 6 66 8 11 21 50 62 5 42 58 60 2 73 44 12 41 14 30 24 10 37 57 56 35 71 34 67 48 46	26 29 25	9	
3	CHEMBL204789	CHEMBL204725	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	31 32 28 34 16 20 18	33 30 36 25 21 7 24	26
4	CHEMBL205694	CHEMBL204725	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	14 0 27	26 33 30 36 25 21 7 24	
5	CHEMBL204725	CHEMBL208316	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	30 21 7 24	23	26 33 36 25
6	CHEMBL377178	CHEMBL204725	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	6 38 12 11 37 2	33 30 36 25 21 7 24	26
7	CHEMBL204789	CHEMBL205694	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	26 31 32 28 34 16 20 18	14 0 27	
8	CHEMBL204789	CHEMBL208316	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	31 32 28 34 16 20 18	33 36 25 23	26
9	CHEMBL204789	CHEMBL377178	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	31 32 28 34 16 20 18	6 38 12 11 37 2	26
10	CHEMBL205532	CHEMBL427391	70 52 65 9 21 50 62 5 42 58 60 33 1 13 16 63 2 73 44 72 68 26 32 71 34 67 28 3 30 19 0 48 46	33 36 23	29	26 25
11	CHEMBL378553	CHEMBL205600	70 52 65 9 21 50 62 5 42 58 60 15 17 13 1 2 73 44 38 68 26 32 71 34 67 55 59 40 47 30 20 48 46	29	33 36 23	26 25
12	CHEMBL205894	CHEMBL205634	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	33 30 36 21 10 1 17 24	29	26 25
13	CHEMBL208213	CHEMBL205634	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	9	26 29 25	
14	CHEMBL208529	CHEMBL205634	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	8 22 5 4 19 13 15 35 3	29 25	26
15	CHEMBL379057	CHEMBL205634	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	33 36 23	29	26 25
16	CHEMBL205694	CHEMBL208316	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	14 0 27	26 33 36 25 23	
17	CHEMBL205694	CHEMBL377178	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	14 0 27	26 6 38 12 11 37 2	
18	CHEMBL205894	CHEMBL208213	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	26 33 30 36 25 21 10 1 17 24	9	
19	CHEMBL208529	CHEMBL205894	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	8 22 5 4 19 13 15 35 3	33 30 36 25 21 10 1 17 24	26
20	CHEMBL205894	CHEMBL379057	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	30 21 10 1 17 24	23	26 33 36 25
21	CHEMBL208529	CHEMBL208213	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	26 8 22 5 4 19 13 15 35 3	9	
22	CHEMBL208213	CHEMBL379057	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	9	26 33 36 25 23	
23	CHEMBL377178	CHEMBL208316	70 52 65 9 21 50 62 5 42 58 60 33 1 43 13 45 36 73 2 44 31 61 72 68 26 32 71 34 67 23 51 54 22 18 25 27 69 48 7	6 38 12 11 37 2	33 36 25 23	26
24	CHEMBL208529	CHEMBL379057	70 52 65 9 21 50 62 5 42 58 60 15 1 43 31 61 38 68 26 32 71 34 67 29 49 54 64 7	8 22 5 4 19 13 15 35 3	33 36 25 23	26
