	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1926687	CHEMBL1926845	24 55 70 59 104 1 118 62 69 3 4 120 142 136 115 148 67 129 11 124 32 79 54 141 39 57 132 139 56 146 19 106 145 84	67 83 80 94 96 50 56 91 54 51	8 62 97 45	49 72 37 61 24
1	CHEMBL1926687	CHEMBL1926846	24 55 70 59 104 1 118 62 69 3 4 120 142 136 115 148 67 129 11 124 32 79 54 141 39 57 132 139 56 146 19 106 145 84	83 80 94 50 56 91 54	9 65 84	67 96 49 72 37 61 51 24
2	CHEMBL1926687	CHEMBL1926847	24 55 70 59 104 1 118 62 69 3 4 120 142 136 115 148 67 129 11 124 32 79 54 141 39 57 132 139 56 146 19 106 145 84	67 83 80 94 96 50 56 91 54 51	38 1 71 11 27 89 25	49 72 37 61 24
3	CHEMBL1926848	CHEMBL1926687	24 55 70 59 104 1 118 62 69 3 4 120 142 136 115 148 67 129 11 124 32 79 54 141 39 57 132 139 56 146 19 106 145 84	75 70 88 58 7 31 99	67 83 80 94 96 50 56 91 54 51	49 72 37 61 24
4	CHEMBL1926850	CHEMBL1926687	24 55 70 59 104 1 118 62 69 3 4 120 142 136 115 148 67 129 11 124 32 79 54 141 39 57 132 139 56 146 19 106 145 84	76 92 29 35	83 80 94 96 49 72 37 61 50 56 91 54 51 24	67
5	CHEMBL1926836	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	67 9 96 43 93 65 5 40	8 62 72 37 61 97 45 24	49
6	CHEMBL1926837	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	67 9 96 65 84 51	8 62 97 45	49 72 37 61 24
7	CHEMBL1926838	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	38 1 71 11 27 89 25	8 62 97 45	49 72 37 61 24
8	CHEMBL1926839	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	75 70 88 58 7 31 99	8 62 97 45	49 72 37 61 24
9	CHEMBL1926842	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	67 83 94 96 36 41 54 51	8 62 97 45	49 72 37 61 24
10	CHEMBL1926843	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	67 83 80 94 96 50 56 91 54 51	8 62 97 45	49 72 37 61 24
11	CHEMBL1926844	CHEMBL1926835	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	67 76 92 29 35	8 62 49 72 37 61 97 45 24	
12	CHEMBL1926836	CHEMBL1926837	12 45 83 112 65 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 71 133 80 44 32 79 54 15 37 66 132 139 56 146 19 106 145 84	20 93	10 37 61 23	42
13	CHEMBL1926838	CHEMBL1926836	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	38 1 71 11 72 37 61 27 89 25 24	67 9 96 43 93 65 5 40	49
14	CHEMBL1926839	CHEMBL1926836	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	75 70 88 58 72 37 61 7 31 99 24	67 9 96 43 93 65 5 40	49
15	CHEMBL1926836	CHEMBL1926840	12 45 83 112 65 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 71 133 80 44 32 79 54 15 37 66 132 139 56 146 19 106 145 84	20 93	57 13 71 4	42
16	CHEMBL1926836	CHEMBL1926841	12 45 83 112 65 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 71 133 80 44 32 79 54 15 37 66 132 139 56 146 19 106 145 84	20 93	10 82 90 61 79 98 95	42
17	CHEMBL1926842	CHEMBL1926836	24 55 70 59 104 1 118 48 69 3 81 120 142 136 115 148 67 129 11 124 32 79 54 15 37 66 132 139 56 146 19 106 145 84	83 94 72 37 61 36 41 54 51 24	9 43 93 65 5 40	67 96 49
