	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL117296	CHEMBL325015	7 108 67 43 103 118 124 145 85 73 18 16 30 87 42 80 37 60 89 105 5 113 29 106 74 54 135 12 92 14 61	7 35 70 41 76 106 101	37 63 79 74 94 54 92 100 47 26	38 58 65 85
1	CHEMBL1771217	CHEMBL1771215	58 130 82 57 146 150 76 118 124 25 40 18 156 21 155 120 143 48 154 49 67 42 80 90 123 126 77 4 98 152 66 27 119 56 13 23 22 101 104 28 17 148 11	3 110 59 8 98 21 49 57 11 6 27	84 31 28 32 69 108 77 42 80 87 68	44 17
2	CHEMBL2385483	CHEMBL2385487	58 107 18 73 159 24 83 155 102 39 19 41 1 63 67 42 80 153 95 112 96 139 114 51 20 26 100 64 3 151 93	52 22 102	44 84 17 16 108 14 99 9	
3	CHEMBL2385485	CHEMBL2385484	46 131 155 24 159 73 18 40 86 16 141 133 139 96 112 56 94 158 35 135 12	82 95 30 18 33 0 51 15 23 81 55 50 107 75	38 7 35 70 41 76 91 46	58 34 64
4	CHEMBL243874	CHEMBL243236	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	105 13 20 4 67 83 90 29 56	82 62 30 18 33 71 53 45 1 103 81 36 61 73	
5	CHEMBL321556	CHEMBL243236	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	105 13 20 10 70 58 34 64 97 72 104 46	82 62 30 18 33 71 53 45 1 103 81 36 61 73	
6	CHEMBL389594	CHEMBL243236	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	89 109	18 103 81 36	82 62 30 33 71 53 45 1 61 73
7	CHEMBL321556	CHEMBL243874	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	10 70 58 34 64 97 72 104 46	4 67 83 90 29 56	105 13 20
8	CHEMBL243874	CHEMBL389594	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	105 13 20 4 67 83 90 29 56	82 62 30 33 71 53 45 1 89 109 61 73	
9	CHEMBL2442878	CHEMBL2442890	7 84 67 6 40 18 86 156 115 155 45 70 79 137 140 50 99 56 94 158 13 55 110 68 33 52	38 7 96 43	52 5 39 25	66
10	CHEMBL2442882	CHEMBL2442885	7 36 67 59 53 18 40 86 156 115 155 45 70 79 137 134 147 116 72 56 94 158 13 55 110 68 33 52	38 7 96 66 43	52 22 102	
11	CHEMBL2442882	CHEMBL2442886	7 36 67 59 53 18 40 86 156 115 155 45 70 79 137 134 147 116 72 56 94 158 13 55 110 68 33 52	38 7 96 43	52 5 39 25	66
12	CHEMBL2442886	CHEMBL2442885	7 36 67 59 53 18 40 86 156 115 155 45 70 79 137 134 147 116 72 56 94 158 13 55 110 68 33 52	5 39 66 25	22 102	52
13	CHEMBL321556	CHEMBL389594	46 78 155 156 18 40 25 149 2 47 132 88 138 13 56 119 144 128 9 69	105 13 20 10 70 58 34 64 97 72 104 46	82 62 30 33 71 53 45 1 89 109 61 73	
14	CHEMBL86797	CHEMBL430838	7 34 67 142 118 103 43 30 87 42 80 97 122 111 125 73 18 16 81 109 38 65 31 89 10 92 14 61 15 136 127 8 75 54 135 12 157 62	86 111 24 88 2 78	12 19 48 93	38 7 60 17 16 40 99 9
15	CHEMBL83508	CHEMBL550148	58 107 18 156 117 155 71 44 87 67 42 80 153 95 13 91 129 0 32 121 61	52 22 102	44 84 17 16 108 14 99 9	
