	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL205245	CHEMBL204772	50 18 11 37 49 29 65 59 17 62 46 0 5 28 53 63 67 43 26 20 23 52 38 54 35 22 1 31 15 13 33 2 8 66 42 51 32 60 25 41 58 39	76 34 4 84 3 88 65	60 32 13 12 78 31 79 6 35 92 62	71 44 58 30 90 36
1	CHEMBL204772	CHEMBL426851	50 18 11 37 49 29 65 59 17 62 46 0 5 28 53 63 67 43 26 20 23 52 38 54 35 22 1 31 15 13 33 2 8 66 42 51 32 60 25 41 58 39	58 90 78 36 31	5 46 80 53 11 89 24	71 44 30 60 32 13 12 79 6 35 92 62
2	CHEMBL204848	CHEMBL204887	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 43 22 14 8 70 2 85 49 95 9	63 86 83 98 64 42 47 37	
3	CHEMBL205289	CHEMBL204848	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	17 15	43 8 70 2 85 95 9	55 22 14 49
4	CHEMBL205364	CHEMBL204848	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 72 93 19 64 94 45 91 38	55 43 22 14 8 70 2 85 49 95 9	
5	CHEMBL204848	CHEMBL205845_CHEMBL379682	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	43 14 8 2 85 49 95 9	17 67 27 7 77 51 54 68	55 22 70
6	CHEMBL204848	CHEMBL206229	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 43 22 14 8 70 2 85 49 95 9	28 0 69	
7	CHEMBL377309	CHEMBL204848	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	17 15 61 18 50	43 8 70 2 85 49 95 9	55 22 14
8	CHEMBL381098	CHEMBL204848	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 81 56	55 43 22 14 8 70 2 85 49 95 9	
9	CHEMBL204848	CHEMBL381601	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	43 22 14 2 85 49 95 9	17 27 26 40 33	55 8 70
10	CHEMBL383696	CHEMBL204848	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	17 15 61 18	43 8 70 2 85 49 95 9	55 22 14
11	CHEMBL205289	CHEMBL204887	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 22 14 15 49	63 86 83 98 64 42 47 37	
12	CHEMBL204887	CHEMBL205845_CHEMBL379682	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 86 83 98 64 42 47 37	55 17 22 67 27 70 7 77 51 54 68	
13	CHEMBL206229	CHEMBL204887	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	28 0 69	63 86 83 98 64 42 47 37	
14	CHEMBL381601	CHEMBL204887	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 27 8 70 26 40 33	63 86 83 98 64 42 47 37	
15	CHEMBL383696	CHEMBL204887	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 22 14 15 61 18	63 86 83 98 64 42 47 37	
16	CHEMBL205245	CHEMBL426851	50 18 11 37 49 29 65 59 17 62 46 0 5 28 53 63 67 43 26 20 23 52 38 54 35 22 1 31 15 13 33 2 8 66 42 51 32 60 25 41 58 39	58 76 34 4 90 84 36 3 88 65	32 13 12 60 5 46 80 53 6 35 92 62 79 11 89 24	71 44 30
17	CHEMBL205289	CHEMBL205364	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 22 14 15 49	63 72 93 19 64 94 45 91 38	
18	CHEMBL205289	CHEMBL205845_CHEMBL379682	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	14 15 49	67 27 70 7 77 51 54 68	55 17 22
19	CHEMBL205289	CHEMBL206229	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 22 14 15 49	28 0 69	
20	CHEMBL205289	CHEMBL377309	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	49	61 18 50	55 17 22 14 15
21	CHEMBL205289	CHEMBL381098	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	55 17 22 14 15 49	63 81 56	
22	CHEMBL205289	CHEMBL383696	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	49	61 18	55 17 22 14 15
23	CHEMBL205364	CHEMBL206229	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 72 93 19 64 94 45 91 38	28 0 69	
24	CHEMBL205364	CHEMBL377309	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 72 93 19 64 94 45 91 38	55 17 22 14 15 61 18 50	
25	CHEMBL205364	CHEMBL381098	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	72 93 19 64 94 45 91 38	81 56	63
26	CHEMBL205364	CHEMBL381601	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 72 93 19 64 94 45 91 38	55 17 27 8 70 26 40 33	
27	CHEMBL205364	CHEMBL383696	9 27 12 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 47 24 36 66 8 40 15 13 33 2 42 51 21 16 30 64 4 6 45	63 72 93 19 64 94 45 91 38	55 17 22 14 15 61 18	
28	CHEMBL208330	CHEMBL205465	3 57 43 37 11 0 46 49 29 65 59 17 62 5 28 53 63 55 56 14 10 44 7 48 34 19 61 66 8 31 15 13 33 2 42 51 21 16 30 64 4 6 45	97 23 16	71 52 21 14 74 96 59 50	
