	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3104778	CHEMBL3104774	4 56 42 29 17 15 11 63 61 14 68 43 2 7 48 25 51 38 45 72 8 10 41 13 55 70 6 54	97 20 24 10 64 36 30 37 98 86 82 99 74 29 0 22	35 15 84 1 83 25 40 94 85	
1	CHEMBL3104780	CHEMBL3104774	50 65 59 21 52 42 29 17 15 11 63 61 14 68 43 2 7 48 28 16 53 74 62 38 45 72 8 10 41 13 55 70 6 54	79 65 30 32 88 81 53 57 96	35 43 83	
2	CHEMBL3104778	CHEMBL3104775	4 56 42 29 17 15 11 63 61 14 68 43 2 7 48 25 51 38 45 72 8 10 41 13 55 70 6 54	97 20 24 10 64 36 30 37 98 86 82 99 74 29 0 22	35 15 84 92 67 25 59 70	
3	CHEMBL3104775	CHEMBL3104780	50 65 59 21 52 42 29 17 15 11 63 61 14 68 43 2 7 48 28 16 53 74 62 38 45 72 8 10 41 13 55 70 6 54	12	79 65 30 32 88 81 53 57 96	
4	CHEMBL3104778	CHEMBL3104780	4 56 42 29 17 15 11 63 61 14 68 43 2 7 48 25 51 38 45 72 8 10 41 13 55 70 6 54	97 20 24 10 37 98 86 82 99 29 0 22	35 15 84 32 88 25 49 72 76 57 96	64 36 30 74
5	CHEMBL3422010_CHEMBL3422011	CHEMBL3422018	33 60 46 32 22 24 12 35 9 75 42 67 15 73 18 11 37 66 0 27 36 58 31 47 20 71 44 23 49 26 57 64 19 1 3 5 34	7 87 89 26 45 63 73 31 75	33 9 95 51 66 47 62 21 34	52 41 93
6	CHEMBL3608682	CHEMBL3608680	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	14 90 71 8 80 19 2 61	33 95 51 66 47 62 21 34	52 41 9 93
7	CHEMBL3608683	CHEMBL3608680	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	14 78 90 71 55 77 8 4 46 27 61 56	33 9 95 51 93 66 47 62 21 34	52 41
8	CHEMBL3608680	CHEMBL3608688	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	9 93 47 62 21	5 18 69 60 44 28 13	52 33 41 95 51 66 34
9	CHEMBL3608681	CHEMBL3608685	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	68 26 3 93 23 11 38 54 42	16 58 91 51 50 6 48 39 17	52 33
10	CHEMBL3608681	CHEMBL3608688	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	68 26 3 93 23 11 38 54 42	41 5 95 51 18 69 66 60 44 28 34 13	52 33
11	CHEMBL3608682	CHEMBL3608683	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	9 93 80 19 2	78 55 77 4 46 27 56	52 14 41 90 71 8 61
12	CHEMBL3608683	CHEMBL3608688	33 60 46 32 22 24 12 35 9 75 42 67 15 39 40 0 27 36 58 31 47 20 71 44 23 49 26 30 69	14 78 90 71 55 77 8 4 46 27 61 56	33 5 95 51 18 69 66 60 44 28 34 13	52 41
