	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3686728	CHEMBL3681909	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	38 33 17 11 40 59 35	61 10 12 56 53 52 44 29 55	
1	CHEMBL4456515	CHEMBL3681909	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	21 5 43 31 22 14 15 60	61 10 12 56 53 52 44 29 55	
2	CHEMBL4483089	CHEMBL3681909	58 5 12 39 43 36 35 26 46 9 54 60 44 47 28 62 50 37 38 14 24 0 32 59 34	45 34	47 53 52 2	36
3	CHEMBL4530018	CHEMBL3681909	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	38 33 17 11 40 59 35 32	61 10 12 56 53 52 44 29 55	
4	CHEMBL4545886	CHEMBL3681909	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	38 33 17 11 40 37	61 10 12 56 53 52 44 29 55	
5	CHEMBL3686728	CHEMBL4456515	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	38 33 17 11 40 59 35	21 5 43 31 22 14 15 60	
6	CHEMBL3686728	CHEMBL4483089	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	38 33 17 11 40 59 35	61 10 12 26 34 20	
7	CHEMBL4527453	CHEMBL3686728	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	21 23 42	38 33 17 11 40 59 35	
8	CHEMBL4541985	CHEMBL3686728	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	28 49 8 7 62 41	17 11 40 59 35	38 33
9	CHEMBL3686728	CHEMBL4545886	29 25 43 36 35 26 46 9 54 60 44 47 53 27 37 38 14 24 0 32 21 34	59 35	37	38 33 17 11 40
