	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL201039	CHEMBL201092	21 32 12 7 13 19 11 30 24 37 28 38 1 25 22 40 20 26 15 14 23 36 10 3 16 31 41 43 39 45 0 2 29	13 17 12	6	
1	CHEMBL382643	CHEMBL201039	17 34 7 13 19 11 30 24 37 28 38 1 25 22 40 20 44 33 23 36 10 3 16 31 41 43 39 45 0 2 29	3 10 16	9 2 7 12 5	
2	CHEMBL382643	CHEMBL201092	17 34 7 13 19 11 30 24 37 28 38 1 25 22 40 20 44 33 23 36 10 3 16 31 41 43 39 45 0 2 29	3 10 16	9 4 21	
3	CHEMBL201207	CHEMBL201374	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	8 0 14	13 18 20 12 11	
4	CHEMBL202763	CHEMBL201207	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	6	8 0 14	
5	CHEMBL203033	CHEMBL201207	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	15 1 19	8 0 14	
6	CHEMBL202763	CHEMBL201374	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	6	13 18 20 12 11	
7	CHEMBL203033	CHEMBL201374	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	15 1 19	13 18 20 12 11	
8	CHEMBL203033	CHEMBL202763	5 8 11 9 35 37 28 38 1 25 22 40 20 42 27 6 4 18 43 39 45 0 2 29	15 1 19	6	
