	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL593155	CHEMBL4453028_CHEMBL510924	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	2 49 69 18 36 5 10 26	29 55 52 66 72 28 16 11 53 39 43 24	30 37 57
1	CHEMBL594267	CHEMBL4453028_CHEMBL510924	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	23 15 40 64 46 4	52 66 72 11 53 39 43	30 29 55 37 28 57 16 24
2	CHEMBL604488	CHEMBL4453028_CHEMBL510924	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	35 3 17 51 20 22 41 47	52 66 72 11 53 39 43	30 29 55 28 37 57 16 24
3	CHEMBL607543	CHEMBL4453028_CHEMBL510924	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	7 27 31 13 12	29 55 52 66 28 16 11 53 39 43 24	30 72 37 57
4	CHEMBL608106	CHEMBL4453028_CHEMBL510924	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	7 54 59 19 62 68 70	29 55 52 28 16 11 53 39 24	30 66 72 37 57 43
5	CHEMBL593097	CHEMBL594123	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	52 67 71 56 11 44 6 42	33 61 60 38 0 8	30 29 55 28 37 57 16 24
6	CHEMBL594715	CHEMBL593097	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	48 21 1 9 34 73	52 67 71 56 11 44 6 42	30 29 55 28 37 57 16 24
7	CHEMBL595184	CHEMBL593097	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	63 45 32 50	67 71 56 44 6 42	30 29 55 52 28 37 57 16 11 24
8	CHEMBL593097	CHEMBL595408	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	52 67 71 56 11 44 6 42	48 65 25 9 58 14	30 29 55 28 37 57 16 24
9	CHEMBL594267	CHEMBL593155	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	29 55 23 15 40 28 16 64 46 4 24	2 49 69 18 36 5 10 26	30 37 57
10	CHEMBL593155	CHEMBL594715	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	2 49 69 18 36 5 10 26	29 55 48 21 1 28 16 9 34 73 24	30 37 57
11	CHEMBL593155	CHEMBL595184	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	2 49 69 18 36 5 10 26	29 55 52 63 45 28 16 11 32 50 24	30 37 57
12	CHEMBL593155	CHEMBL604488	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	2 49 69 18 36 5 10 26	29 55 35 3 17 51 28 16 20 22 41 47 24	30 37 57
13	CHEMBL607543	CHEMBL593155	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	7 27 72 31 13 12	2 49 69 18 36 5 10 26	30 37 57
14	CHEMBL595184	CHEMBL594123	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	52 63 45 11 32 50	33 61 60 38 0 8	30 29 55 28 37 57 16 24
15	CHEMBL594123	CHEMBL595408	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	33 61 60 38 0 8	48 65 25 9 58 14	30 29 55 28 37 57 16 24
16	CHEMBL594267	CHEMBL594715	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	23 15 40 64 46 4	48 21 1 9 34 73	30 29 55 37 28 57 16 24
17	CHEMBL594267	CHEMBL595184	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	23 15 40 64 46 4	52 63 45 11 32 50	30 29 55 37 28 57 16 24
18	CHEMBL594267	CHEMBL604488	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	23 15 40 64 46 4	35 3 17 51 20 22 41 47	30 29 55 37 28 57 16 24
19	CHEMBL607543	CHEMBL594267	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	7 27 72 31 13 12	29 55 23 15 40 28 16 64 46 4 24	30 37 57
20	CHEMBL594715	CHEMBL595184	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	48 21 1 9 34 73	52 63 45 11 32 50	30 29 55 28 37 57 16 24
21	CHEMBL604488	CHEMBL594715	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	35 3 17 51 20 22 41 47	48 21 1 9 34 73	30 29 55 28 37 57 16 24
22	CHEMBL595184	CHEMBL595408	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	52 63 45 11 32 50	48 65 25 9 58 14	30 29 55 28 37 57 16 24
23	CHEMBL604488	CHEMBL595184	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	35 3 17 51 20 22 41 47	52 63 45 11 32 50	30 29 55 28 37 57 16 24
24	CHEMBL607543	CHEMBL604488	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	7 27 72 31 13 12	29 55 35 3 17 51 28 16 20 22 41 47 24	30 37 57
25	CHEMBL608106	CHEMBL607543	0 6 15 25 22 19 24 21 4 17 26 2 7 27 8 23 28 5 14 18 20 9 1 13 12 29 11 16 10 3	54 59 66 19 62 68 70 43	27 31 13 12	30 7 72 37 57
