	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3398246	CHEMBL3398247	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	1 37 25 18	4 33	2 20
1	CHEMBL3398246	CHEMBL3398248	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	2 1 20 37 25 18	27 32 24	
2	CHEMBL3398246	CHEMBL3398249	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	2 1 20 37 25 18	27 10 21 7 5 19 15 16 34 3	
3	CHEMBL3398248	CHEMBL3398247	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	27 32 24	2 4 20 33	
4	CHEMBL3398249	CHEMBL3398247	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	27 10 21 7 5 19 15 16 34 3	2 4 20 33	
5	CHEMBL3398248	CHEMBL3398249	22 38 50 1 33 45 9 48 20 7 35 42 37 17 6 4 30 59 51 34 2 21 39	32 24	10 21 7 5 19 15 16 34 3	27
6	CHEMBL4075995	CHEMBL4084768	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	13 17 31	36 12 9	
7	CHEMBL4075995	CHEMBL4102693	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	13 17 31	29 23 11 14 38 30 28 0 6	
8	CHEMBL4075995	CHEMBL4105477	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	13 17 31	29 23 11 8 30 35 26 22	
9	CHEMBL4084768	CHEMBL4102693	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	36 12 9	29 23 11 14 38 30 28 0 6	
10	CHEMBL4105477	CHEMBL4084768	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	29 23 11 8 30 35 26 22	36 12 9	
11	CHEMBL4105477	CHEMBL4102693	5 43 32 52 14 12 53 47 11 41 23 31 40 1 27 3 49 44 55 57 10 19 18 46 58 8 16 36 24 15 56 26 0 28 13 29 25 54	8 35 26 22	14 38 28 0 6	29 23 11 30
