	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
1	CHEMBL127840	CHEMBL128872	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 77 51 53 84 67 65 35	83 54
2	CHEMBL131578	CHEMBL127840	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	52 8 12 60 2 53 84 67 68 73	70 5 66 79 57 46 1 9 7 41 50	83 54
3	CHEMBL218644	CHEMBL127840	7 31 17 42 37 30 15 18 55 46 50 35 54 38 26 19 27 1 29 44 23 43 5 9 28 16 41 49 11 48	61 18 47 12 77 51 43 32 64 65 35	3 36 44 78 5 66 79 57 54 38 80 63 9 7 41 50	
4	CHEMBL127840	CHEMBL4438930	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 24 76 53 84 67 49 28	83 54
5	CHEMBL127840	CHEMBL4450158	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 37 33 20 53 84 67 26 81 14	83 54
6	CHEMBL4559486	CHEMBL127840	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	52 8 12 11 37 0 33 20 53 74 19 59 58 4 10 14	70 5 66 79 57 46 1 9 7 41 50	83 54
7	CHEMBL128447	CHEMBL128836	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	27	9 7 41	83 70 5 66 79 57 54 46 1 50
8	CHEMBL128867	CHEMBL128447	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	40 42	5 66 79 46 1 27 50	83 70 57 54
9	CHEMBL129435	CHEMBL128447	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	16 13	70 5 66 79 57 46 1 27 50	83 54
10	CHEMBL129597	CHEMBL128447	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	29 25	66 1 27 50	83 70 5 79 57 54 46
11	CHEMBL128447	CHEMBL129965	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	27	9 41	83 70 5 66 79 57 54 46 1 50
12	CHEMBL128447	CHEMBL131578	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 27 50	52 8 12 60 2 53 84 67 68 73	83 54
13	CHEMBL128447	CHEMBL218644	7 31 17 42 37 30 15 18 55 46 50 35 54 38 26 19 27 1 29 44 23 43 5 9 28 16 41 49 11 48	3 36 44 78 5 66 79 57 54 38 80 63 27 50	61 18 47 12 77 51 43 32 64 65 35	
14	CHEMBL128447	CHEMBL4559486	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 27 50	52 8 12 11 37 0 33 20 53 74 19 59 58 4 10 14	83 54
15	CHEMBL128836	CHEMBL128872	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 77 51 53 84 67 65 35	83 54
17	CHEMBL131578	CHEMBL128836	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	52 8 12 60 2 53 84 67 68 73	70 5 66 79 57 46 1 9 7 41 50	83 54
18	CHEMBL128836	CHEMBL4438930	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 24 76 53 84 67 49 28	83 54
19	CHEMBL128836	CHEMBL4450158	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	70 5 66 79 57 46 1 9 7 41 50	52 8 12 37 33 20 53 84 67 26 81 14	83 54
20	CHEMBL4559486	CHEMBL128836	3 22 30 32 17 42 37 15 18 55 46 50 35 54 38 26 19 27 33 51 13 44 23 43 5 9 28 16 41 49 11 48	52 8 12 11 37 0 33 20 53 74 19 59 58 4 10 14	70 5 66 79 57 46 1 9 7 41 50	83 54
