	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL102452	CHEMBL104669_CHEMBL318801	73 97 90 95 13 23 11 101 36 93 3 56 62 53 15 91 35 85 57 27 25 45	19 17 67 46 6	64 38 65 2 45 68 26	66 50 23 25 72
1	CHEMBL102452	CHEMBL105267	73 97 90 95 13 23 11 101 36 93 3 56 62 53 15 91 35 85 57 27 25 45	67 6	38 2 55 37	66 50 23 25 19 17 72 46
2	CHEMBL25688	CHEMBL102452	73 97 90 95 13 23 11 101 36 93 3 56 62 53 15 91 35 85 57 27 25 45	16 85 52	25 19 17 72 46 6	66 50 23 67
3	CHEMBL104669_CHEMBL318801	CHEMBL105267	73 97 90 95 13 23 11 101 36 93 3 56 62 53 15 91 35 85 57 27 25 45	64 65 45 68 26	19 17 46 55 37	66 50 23 25 38 2 72
4	CHEMBL25688	CHEMBL104669_CHEMBL318801	73 97 90 95 13 23 11 101 36 93 3 56 62 53 15 91 35 85 57 27 25 45	16 67 85 52	25 64 38 65 2 72 45 68 26	66 50 23
5	CHEMBL105268	CHEMBL105385	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	12 32 1 73 7 77 11 54 51 86 27 36	56 3 87 60 74 78	34 69 15
6	CHEMBL105268	CHEMBL105952	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	69 32 1 73 7 77 11 54 51 86 27 36	44 28 63 59 33 48 71 81 5 9 10	34 15 12
7	CHEMBL105268	CHEMBL318320	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	12 32 1 73 7 77 11 54 51 86 27 36	39 63 59 33 87 60 82 62 53	34 69 15
8	CHEMBL105952	CHEMBL105385	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	44 12 28 63 59 33 48 71 81 5 9 10	69 56 3 87 60 74 78	34 15
9	CHEMBL318320	CHEMBL105385	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	39 63 59 33 82 62 53	56 3 74 78	34 69 15 87 60
10	CHEMBL318320	CHEMBL105952	39 83 11 23 13 95 90 64 32 22 29 48 55 79 33 68 109 78 35 91 15 53 108 31 71 77 20 92 52 87 14	69 39 87 60 82 62 53	44 12 28 48 71 81 5 9 10	34 15 63 59 33
11	CHEMBL2413154	CHEMBL2413153	49 72 0 11 10 82 54 22 32 64 90 8 17 103 88 106 58 66 94 7 98 74 100 107 105 5 26 77 71 31 4 9 19 50 99 12 67 30	20	57 75 49 29 14	
12	CHEMBL426317	CHEMBL2413154	80 65 22 32 64 90 8 17 103 88 106 58 66 94 81 40 77 71 31 4 9 19 50 99 12 67 30	69 24 1 77 11 54 22 21 83 8	44 4 18 71 81 58 13 35	34 15 12 40 84
13	CHEMBL402143_CHEMBL515472	CHEMBL476839	80 65 22 24 1 84 76 11 10 0 61 51 104 13 95 63 34 102 81 89 16 69 60 43 18 70 74 41 47 59 44 38 46	41 42 31 79	88 80 43 76	57 75 89 47 15 30 0 61 70
14	CHEMBL516088	CHEMBL490632	80 65 22 24 42 96 55 2 11 10 0 61 51 104 13 95 63 34 81 89 6 37 86 21 75 70 74 41 28 59 44 38 46	41 42 31 79	88 80 43 76	57 75 89 47 15 30 0 61 70
