	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL236547_CHEMBL3235131	CHEMBL608688_CHEMBL609577	23 49 48 19 22 45 52 3 32 53 35 21 30 44 27 20 41 54 9 46 0 38 17 24	7 2 21 4 12 18	10 1 25 23 11 3	27 16
1	CHEMBL601926	CHEMBL589645	29 33 40 48 19 22 39 52 3 7 13 10 21 30 44 6 31 15 41 28 36 37 0 43 12 51 5 1	8 9 20 22 0	19 26 27 6	16
2	CHEMBL590859	CHEMBL608688_CHEMBL609577	42 2 22 19 3 52 48 40 21 30 44 4 47 50 34 25 26 41 0 18 15 8 1 11 16 14	24 13 5 15	14	19 26 28 17
