	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3805028	CHEMBL3804856	10 1 21 7 15 4 22 6 8 25 17 5 3 9 16 24 27 20 0 23 11 19 14 28 18 12 26 2 13	12 14 6 13 0	9 3 5 1 2 11 4 8	
2	CHEMBL3804856	CHEMBL3806187	10 1 21 7 15 4 22 6 8 25 17 5 3 9 16 24 27 20 0 23 11 19 14 28 18 12 26 2 13	9 3 5 1 2 11 4 8	12 15 16 10 7	
3	CHEMBL3805028	CHEMBL3805118	10 1 21 7 15 4 22 6 8 25 17 5 3 9 16 24 27 20 0 23 11 19 14 28 18 12 26 2 13	12 14 6 13 0	9 3 5 1 2 11 4 8	
4	CHEMBL3805028	CHEMBL3806187	10 1 21 7 15 4 22 6 8 25 17 5 3 9 16 24 27 20 0 23 11 19 14 28 18 12 26 2 13	14 6 13 0	15 16 10 7	12.0
5	CHEMBL3805118	CHEMBL3806187	10 1 21 7 15 4 22 6 8 25 17 5 3 9 16 24 27 20 0 23 11 19 14 28 18 12 26 2 13	9 3 5 1 2 11 4 8	12 15 16 10 7	
