	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3221026	CHEMBL3221025	23 2 19 58 22 39 46 13 10 21 5 0 17 42 4 3 33 50 15 53 34 57 41 47 59 40 27 31 6 49 14 11 26	28 0 3 15 25 27 18 4 20 22 16	32 29 5	13 23 8 7 6
1	CHEMBL3318469	CHEMBL3318481	8 18 36 28 54 16 29 56 9 20 13 10 1 48 37 51 24 43 12 35 25 44 32 55 40	12 1 19 30 17	21 26 2 10 11 31 9	13 14 8 7 24 29
2	CHEMBL3318471	CHEMBL3318482	8 18 36 28 54 16 29 56 9 20 13 10 7 38 1 48 37 51 24 43 12 35 25 52 32 55 40 45 30	12 1 19 30 17	21 26 2 10 11 31 9	13 14 8 7 24 29
