	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL252391_CHEMBL269996	CHEMBL251808	24 44 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 59 39 48 33 3 1 13 57 25 19 27 4	35 73 8 95 7 86 6	39 5 60 49 24 0 43 58 80 90 76 79 62 9 92	13
1	CHEMBL254703	CHEMBL251808	26 38 14 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 32 23 22 48 33 3 1 13 57 25 19 27 4	8 31 33 86 6	24 0 43 57 76 79 62 9 92	65 22 49 13 41
2	CHEMBL254911	CHEMBL251808	26 38 14 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 32 23 22 48 33 3 1 13 57 25 19 27 4	42 31 34 84	24 0 57 79 62 9 92	65 22 49 13 43 41 76
3	CHEMBL251808	CHEMBL398771	26 38 14 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 32 23 22 48 33 3 1 13 57 25 19 27 4	49 41 57 76 79 62 9 92	71 42 93 29 15 34 25 17 91	65 22 13 24 0 43
4	CHEMBL252391_CHEMBL269996	CHEMBL254703	24 44 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 59 39 48 33 3 1 13 57 25 19 27 4	35 73 95 7	39 5 60 49 58 80 51 33	13 8 86 6
5	CHEMBL254911	CHEMBL252391_CHEMBL269996	24 44 10 31 53 47 15 29 50 51 40 58 12 41 37 35 42 59 39 48 33 3 1 13 57 25 19 27 4	39 5 60 49 42 43 58 80 51 76 34 84	35 73 8 95 7 86 6	13
6	CHEMBL252391_CHEMBL269996	CHEMBL257229	18 16 47 53 31 10 56 9 15 29 50 11 8 3 33 48 46 30 52 55 5 13	94 18 67 64 59 11 48 40 4	85 1 27 14 52 72 32 38 53	3 74 47 68
7	CHEMBL252391_CHEMBL269996	CHEMBL257270	18 16 47 53 31 10 56 9 15 29 50 11 8 3 33 48 46 30 52 55 5 13	94 18 67 64 11 48 40 4	37 66 78 88 16 55 83 44 54	3 74 47 59 68
8	CHEMBL252391_CHEMBL269996	CHEMBL257726	18 16 47 53 31 10 56 9 15 29 50 11 8 3 33 48 46 30 52 55 5 13	94 18 67 11 48 40 4	37 16 2 21	3 74 47 64 59 68
9	CHEMBL257727	CHEMBL252391_CHEMBL269996	18 16 47 53 31 10 56 9 15 29 50 11 8 3 33 48 46 30 52 55 5 13	63 81	94 18 64 59 11 48 40 4	3 74 47 67 68
10	CHEMBL252391_CHEMBL269996	CHEMBL258333	18 16 47 53 31 10 56 9 15 29 50 11 8 3 33 48 46 30 52 55 5 13	74 94 18 67 64 59 68 11 48 40 4	23 12 70 36	3 47
