	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1089035	CHEMBL1089369	6 91 66 96 105 68 19 16 63 3 64 104 77 108 73 87 60 8 44 51 76 15 35 90 120 56 33 46 48 107 54 110 111 117	72 88 7 60 50 83 43 59 15 34 8 51	70 25 96 79 13	35
1	CHEMBL1090714	CHEMBL1090715	74 58 57 96 41 66 99 104 77 108 19 73 16 3 53 72 112 28 120 56 33 46 48 107 54 110 111 117	76 90 10	53 1 54 26 69 11 30 9	66 5 89 19 17 77 65
2	CHEMBL1091060	CHEMBL1090714	74 58 57 96 41 66 99 104 77 108 19 73 16 3 53 72 112 28 120 56 33 46 48 107 54 110 111 117	85 64 68 20 49 4 97 45 32 40 67 62	89 19 17 77 76 65 90 10	66 5
3	CHEMBL1091060	CHEMBL1090715	74 58 57 96 41 66 99 104 77 108 19 73 16 3 53 72 112 28 120 56 33 46 48 107 54 110 111 117	85 64 68 20 49 4 97 45 32 40 67 62	89 19 17 53 1 54 77 26 65 69 11 30 9	66 5
4	CHEMBL189818	CHEMBL187465	6 91 66 103 30 86 37 2 92 114 104 75 118 102 121 68 19 16 11 83 50 47 17 101 31 70 10 98 82 51 110 14	29 20 31 0 16 23 73 52 3 75	63 41 92 36 94 33 24 95 61 56	74 87 71 55 57
5	CHEMBL187793	CHEMBL360409	6 91 66 103 30 86 37 2 92 114 104 71 88 27 52 40 19 16 100 11 83 50 47 17 106 43 59 0 12 109 38 110 32 21	63 41 92 36 94 33 24 95 61 56	29 20 31 0 16 23 73 52 3 75	74 87 71 55 57
6	CHEMBL190868	CHEMBL191285	45 42 103 30 86 37 2 92 114 9 66 18 34 20 36 1 80 67 119 26 50 47 17 97 39 93 84 61 29 89	12 86	28 18 58 19 17 37 81 42 39 90 10	2 55
7	CHEMBL3099732	CHEMBL3099729	6 25 66 95 79 4 36 20 34 65 115 116 19 73 16 3 27 69 2 92 114 94 23 62 22 55 84 78 85 81 13 7 48 107 54 110 111 5 49 24 113	93 1 48 44 82 80 46 78 27 38 21 91	17 84 39 90 10	35 6 14 58 19 22 47
