	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL278041	CHEMBL10	19 46 38 4 24 17 67 9 31 32 36 29 64 49 43 70 61 59 48 18 62 54 16 71 40	14 22 27 7	13 25 19 10 28 16 24	11 21 5 29 18
1	CHEMBL210032	CHEMBL208637	19 57 12 41 0 28 17 22 39 34 58 11 55 2 25 21 56 23 10 15 6 53 47	11 21 5 4 29 3 26 2	12 1 8 15 6	
2	CHEMBL210963	CHEMBL378627	27 44 63 12 41 0 28 17 22 42 34 8 45 1 3 30 68 65 73 50 11 55 2 51 35 69 56 23 10 37 60 33 66 13 72 26 14 7 52 20 5 47	17 23 15	9 0 20	
