	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL205246	CHEMBL381706	5 59 41 73 15 16 11 57 66 84 39 54 33 13 23 62 17 8 82 50 4 35 26 24 65 32 34 53 60 55 29 79 1 75 38 9 72	23 58 33 49 27 14 13	11 9 28 2 47 39 15 20 53 41 34 50 38	26 6
1	CHEMBL424683	CHEMBL379094	5 59 41 73 15 16 11 57 66 84 39 54 33 13 23 62 17 8 82 50 4 35 26 24 65 32 34 53 60 55 29 79 1 75 38 9 72	59 22 42 47 37 39 56 18 45 0 1 5 7	55 58 44 35 36	26 25 46 43 24 33 49 16 12 19
2	CHEMBL4471269	CHEMBL4444011	80 52 7 84 74 0 10 45 48 33 46 14 77 17 12 15 73 51 41 69 61 57 78 83 64 25 42 40 2 63 71 49 20 56 6 67 76 27 44 68 26 85 36 81 37 58 43 47 19	32 21 52	4 8 33 51	
3	CHEMBL4553188	CHEMBL4444011	80 52 7 84 74 0 10 45 48 33 46 14 77 17 12 15 73 51 41 69 61 57 78 83 64 25 42 40 2 63 71 49 20 56 6 67 76 27 44 68 26 85 36 81 37 58 43 47 19	3 57 40 29	8 51	4 33
4	CHEMBL4553188	CHEMBL4471269	80 52 7 84 74 0 10 45 48 33 46 14 77 17 12 15 73 51 41 69 61 57 78 83 64 25 42 40 2 63 71 49 20 56 6 67 76 27 44 68 26 85 36 81 37 58 43 47 19	4 3 33 57 40 29	32 21 52	
5	CHEMBL452324_CHEMBL508910	CHEMBL452322_CHEMBL453090	30 21 57 66 84 39 54 33 46 48 14 77 17 16 15 73 51 41 69 61 78 83 64 25 70 18 53 60 22 29 28 67 76 31 3 24 26 85 36 81 37 58 43 47 19	30 17 54	10 31 48	
