	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3734854	CHEMBL3735673	52 32 25 10 34 0 42 23 2 27 44 31 57 9 29 51 46 24 30 21 17 11 38 3 8 53 56 12 6 7 54 20 48 16 4 43 58 13 15 41 26 49 35 40 36	39 38 26 5 40 1	30 31 21 16	22 11 13 9 34
1	CHEMBL3736036	CHEMBL3734854	19 47 2 23 42 0 34 10 25 14 50 18 60 59 45 30 21 17 11 22 39 7 6 12 56 53 8 28 37 33 55 5 61 1 26 49 35 40 36	20 6 23 36 19 32 28	17 29 27 15 37 10 12 24	3 33 18 35 8 7 0 2 14 4 25
