	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL4437954	CHEMBL4453013	48 34 65 62 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 0 47 23 56 68 64 59 32 33 9 10 39 54 18 44 35 15 52 73 1 69 6	39 2 4	12	
1	CHEMBL4437954	CHEMBL4471748_CHEMBL4584442	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	43 53 5 52 4 31 49 11	17	
2	CHEMBL4537244	CHEMBL4437954	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	55 3 57 56 15 29 47	53 5 52 4 31 49 11	43
3	CHEMBL4437954	CHEMBL4579627	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	53 5 52 4 31 49 11	51 37	43
4	CHEMBL4438712	CHEMBL4547880	58 70 57 21 14 26 12 66 3 29 50 13 24 27 8 25 72 60 63 17 4 61 45 36 53 39 28 9 64 59 32 33 68 40 42	60 34 7 59 27 35 23 14 19	13 26 42 36 8	43 48 63 10 9 62 25 61
5	CHEMBL4556786	CHEMBL4438712	58 70 57 21 14 26 12 66 3 29 50 13 24 27 8 25 72 60 63 17 4 61 45 36 53 39 28 9 64 59 32 33 68 40 42	6 40 30 18 54 58 38 65 44	43 48 63 60 10 9 34 7 62 25 59 27 35 61 23 14 19	
6	CHEMBL4438712	CHEMBL4565832	58 70 57 21 14 26 12 66 3 29 50 13 24 27 8 25 72 60 63 17 4 61 45 36 53 39 28 9 64 59 32 33 68 40 42	43 48 63 60 10 9 34 7 62 25 59 27 35 61 23 14 19	17	
7	CHEMBL4439202	CHEMBL4449143	37 51 20 13 71 19 26 12 38 22 63 66 3 29 50 24 27 8 25 72 60 43 31 30 5 73 44 18 54 52 15 35 39 28 9 64 59 32 33 68 40 42	50 20 41	43 16 32 10 9 28 21 24 61 8	
8	CHEMBL4439202	CHEMBL4454700	37 51 20 13 71 19 26 12 38 22 63 66 3 29 50 24 27 8 25 72 60 43 31 30 5 73 44 18 54 52 15 35 39 28 9 64 59 32 33 68 40 42	50 20 41	17	
9	CHEMBL4449143	CHEMBL4454700	37 51 20 13 71 19 26 12 38 22 63 66 3 29 50 24 27 8 25 72 60 43 31 30 5 73 44 18 54 52 15 35 39 28 9 64 59 32 33 68 40 42	43 16 32 10 9 28 21 24 61 8	17	
10	CHEMBL4453013	CHEMBL4471748_CHEMBL4584442	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	43 53 57 56 1	17	
11	CHEMBL4537244	CHEMBL4453013	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	55 3 15 29 47	53 1	43 57 56
12	CHEMBL4453013	CHEMBL4579627	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	53 57 56 1	51 37	43
13	CHEMBL4525423	CHEMBL4471748_CHEMBL4584442	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	43 55 64 45 33	17	
14	CHEMBL4528565	CHEMBL4471748_CHEMBL4584442	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	43 55 66 32 10 9 22 0 46 24 61 8	17	
15	CHEMBL4537244	CHEMBL4471748_CHEMBL4584442	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	43 55 3 57 56 15 29 47	17	
16	CHEMBL4539318	CHEMBL4471748_CHEMBL4584442	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	43 53 57 56 1	17	
17	CHEMBL4579627	CHEMBL4471748_CHEMBL4584442	58 41 25 72 8 50 13 24 27 29 3 66 12 26 19 38 22 63 71 11 55 2 68 64 59 32 33 9 67 39 54 18 44 35 15 52 73 1 69 6	43 51 37	17	
18	CHEMBL4528565	CHEMBL4525423	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	66 32 10 9 22 0 46 24 61 8	64 45 33	43 55
19	CHEMBL4525423	CHEMBL4539318	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	55 64 45 33	53 57 56 1	43
20	CHEMBL4528565	CHEMBL4539318	58 46 38 19 26 12 66 3 29 50 13 24 27 8 25 72 60 63 71 11 7 16 44 18 54 49 39 28 9 64 59 32 33 68 40 42 73 1 69 6	55 66 32 10 9 22 0 46 24 61 8	53 57 56 1	43
