	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2385487	CHEMBL2385483	17 31 4 21 43 7 23 41 30 10 5 12 0 18 20 13 22 40 27 32 28 37 33 15 6 8 29 19 1 39 25	16 29 6 5 35 3 32 2	20 8 33	
1	CHEMBL2385484	CHEMBL2385485	14 34 41 7 43 21 4 11 24 3 38 35 37 28 32 16 26 42 9 36 2	14 1 13 24 15 26 30 17	28 31 10 7 11 0 19 4 9 27 21 18 34 25	22 12 23
