	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL2159658	CHEMBL2159659	87 113 104 110 29 37 24 117 85 68 56 111 22 2 66 118 69 34 4 67 30 106 49 42 139 91 43 136 70 123 88 108 26	84 91 7 6 71 43 61 32	53 118 26 40 125 117 102 51	74 99 18 22 82 58 126
1	CHEMBL2159660	CHEMBL2159662	87 113 104 110 29 37 24 117 85 68 56 111 22 2 66 118 69 34 11 4 67 30 106 49 42 139 91 43 136 70 123 88 108 26	53 118 26 40 125 117 102 51	84 91 7 6 71 43 61 32	74 99 22 82 18 58 126
2	CHEMBL2159663	CHEMBL2159660	87 113 104 110 29 37 24 117 85 68 56 111 22 2 66 118 69 34 11 4 67 30 106 49 42 139 91 43 136 70 123 88 108 26	17 70 35 13	22 82 118 26 40 125 117 58 126 102 51	74 53 99 18
3	CHEMBL2159661	CHEMBL2159664	87 113 104 110 29 37 24 117 85 68 56 111 22 2 66 118 69 34 11 4 67 30 106 49 42 139 91 43 136 70 123 88 108 26	22 82 118 26 40 125 117 58 126 102 51	17 70 35 13	74 53 99 18
4	CHEMBL2159663	CHEMBL2159662	87 113 104 110 29 37 24 117 85 68 56 111 22 2 66 118 69 34 11 4 67 30 106 49 42 139 91 43 136 70 123 88 108 26	53 17 70 35 13	84 22 82 91 7 6 71 58 43 61 32 126	74 99 18
5	CHEMBL3116284	CHEMBL3116282	87 113 73 14 51 24 22 10 120 137 29 79 95 76 132 8 127 16 58 123 50 128 112 59 130 90 122 45 83 54 135 121	103 81 38 23 104 131 90 79	132 19 105 100 89 73	
7	CHEMBL3326700	CHEMBL3326703	64 86 37 24 5 76 1 2 78 126 107 85 68 32 101 104 36 75 10 22 82 48 39 74 61 25 71 27 49 55 133 105 38 129 62 115 23 134 52 13 40 11 3 124 60 0 50 123 84 119 33 19 15 97 81 109	34	108 47 88	
8	CHEMBL3326706	CHEMBL3326709	64 86 37 24 5 76 1 2 78 126 107 85 68 32 101 104 36 75 10 22 82 48 39 74 61 25 71 27 49 55 133 105 38 129 62 115 23 134 52 13 40 11 3 124 60 0 50 123 84 119 33 19 15 97 81 109	34	108 47 88	
9	CHEMBL450026	CHEMBL444507	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	80 14 100 5	27 119 122 29	62
10	CHEMBL444507	CHEMBL480176	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	10 115 9 72 59 87 112 21 86 11 56	62
11	CHEMBL480755	CHEMBL444507	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	28 130	27 119 122 29	62
12	CHEMBL481123	CHEMBL444507	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	10 46 87 31	27 119 122 29	62
13	CHEMBL481142	CHEMBL444507	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	10 115 113 127 87 112 111 67 83	27 119 122 29	62
14	CHEMBL444507	CHEMBL481153	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	10 115 78 45 38 23 112 50 36 93 76 90	62
15	CHEMBL444507	CHEMBL481162	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	95 39 22 18 134 2 124 77 24 37 92 109 44 98	62
16	CHEMBL444507	CHEMBL481163	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	95 39 22 134 124 77 54 52 69 121	62
17	CHEMBL444507	CHEMBL481305	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	10 115 9 66 25 112 21 16 48	62
18	CHEMBL444507	CHEMBL481529	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	95 39 22 18 94 2 3 77 24 37 92 68 106 8	62
19	CHEMBL481530	CHEMBL444507	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	95 39 22 94 3 77 54 52 116 123	27 119 122 29	62
20	CHEMBL444507	CHEMBL481687	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	95 39 22 18 77 54 37 126 13	62
21	CHEMBL444507	CHEMBL520588	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	27 119 122 29	64 114 41 23 107 75 63 30	62
22	CHEMBL450026	CHEMBL480755	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	80 14 100 5	28 130	62
23	CHEMBL481123	CHEMBL450026	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	10 46 87 31	80 14 100 5	62
24	CHEMBL450026	CHEMBL481142	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	80 14 100 5	10 115 113 127 87 112 111 67 83	62
25	CHEMBL450026	CHEMBL481163	7 89 68 47 96 24 22 100 44 92 77 80 138 123 102 41 28	80 14 100 5	95 39 22 134 124 77 54 52 69 121	62
