	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1783247	CHEMBL1783280	42 48 19 17 7 52 54 36 24 22 58 50 25 71 78 53 11 73 57 39 81 83 44 16 21 35 18 40 65 41	0 53 5 46 36 40 17 30 24 12	32 28 33 1 29 48 43 51 2 50 26 6 23	22 31 8
1	CHEMBL1783253	CHEMBL1783256	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	27 7 14 52 13 3	4 42 47 35 11 25 21	18
2	CHEMBL1783257	CHEMBL1783253	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	9 39 34	3	18 27 7 14 52 13
3	CHEMBL1783258	CHEMBL1783253	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	4 45 35 20	27 7 14 52 13 3	18
4	CHEMBL1783259	CHEMBL1783253	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	16 44 38 37	27 7 14 52 13 3	18
5	CHEMBL1783257	CHEMBL1783256	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	27 7 14 9 52 13 39 34	4 42 47 35 11 25 21	18
6	CHEMBL1783258	CHEMBL1783256	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	45 20	42 47 11 25 21	18 4 35
7	CHEMBL1783259	CHEMBL1783256	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	16 44 38 37	4 42 47 35 11 25 21	18
8	CHEMBL1783258	CHEMBL1783257	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	4 45 35 20	27 7 14 9 52 13 39 34	18
9	CHEMBL1783259	CHEMBL1783257	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	16 44 38 37	27 7 14 9 52 13 39 34	18
10	CHEMBL1783259	CHEMBL1783258	4 68 50 36 24 7 19 17 74 52 54 0 30 1 45 80 22 63 79 35 81 39 57 26 56 70 44 16 2 10 28 37 47 59 43 3	16 44 38 37	4 45 35 20	18
11	CHEMBL4537552	CHEMBL4228824	4 68 50 36 62 75 77 8 69 19 38 0 74 61 60 20 13 17 29 46 34 27 63 9 82 51 32 72 5 55 31 6 64 12 15 14 66 67 26 76 33 49 23	49 15 10	18 19 41	
12	CHEMBL4553352	CHEMBL4228824	4 68 50 36 62 75 77 8 69 19 38 0 74 61 60 20 13 17 29 46 34 27 63 9 82 51 32 72 5 55 31 6 64 12 15 14 66 67 26 76 33 49 23	27 7 14 52 13 3	19 41	18
