	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL213105	CHEMBL212864	25 23 62 69 41 11 8 66 39 74 48 67 22 65 13 56 3 44 28 71 5 52 27 10 17 38 2 16	83 95 18 13 3 43 8 100 9	69 29 94 96 68 109 76	5 54
1	CHEMBL251808	CHEMBL252391_CHEMBL269996	31 59 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 76 53 63 44 3 2 16 73 32 26 36 4	46 7 70 57 30 0 50 66 92 104 88 91 72 14 106	41 85 13 110 12 100 9	18
2	CHEMBL251808	CHEMBL254703	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	30 0 50 65 88 91 72 14 106	13 37 39 100 9	75 27 57 18 48
3	CHEMBL254911	CHEMBL251808	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	49 37 40 98	30 0 65 91 72 14 106	75 27 57 18 50 48 88
4	CHEMBL251808	CHEMBL398771	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	57 48 65 88 91 72 14 106	82 49 107 35 20 40 31 22 105	75 27 18 30 0 50
5	CHEMBL254703	CHEMBL252391_CHEMBL269996	31 59 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 76 53 63 44 3 2 16 73 32 26 36 4	46 7 70 57 66 92 59 39	41 85 110 12	18 13 100 9
6	CHEMBL257229	CHEMBL252391_CHEMBL269996	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	99 1 33 19 60 84 38 45 61	108 23 78 74 67 16 55 47 6	5 86 54 79
7	CHEMBL252391_CHEMBL269996	CHEMBL269997	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	23 74 67 55 47 6	25 15 32	5 86 54 108 78 79 16
8	CHEMBL271223	CHEMBL252391_CHEMBL269996	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	44 52 34 96 21 53 64 101	108 23 78 74 67 16 55 47 6	5 86 54 79
9	CHEMBL398771	CHEMBL252391_CHEMBL269996	31 59 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 76 53 63 44 3 2 16 73 32 26 36 4	46 7 70 82 49 0 30 50 66 80 89 20 40 31 22 105	41 85 13 110 12 100 9	18
10	CHEMBL404044	CHEMBL252391_CHEMBL269996	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	4 56 96 11 10	86 108 23 78 74 67 79 16 55 47 6	5 54
11	CHEMBL404117	CHEMBL252391_CHEMBL269996	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	99 1 33 19 60 84 38 45 24	108 23 78 74 67 16 55 47 6	5 86 54 79
12	CHEMBL401397	CHEMBL254495	31 59 11 8 41 1 69 62 22 39 65 67 54 75 14 57 50 47 58 70 6 49 28 24 46 3 2 16 73 32 26 36 4	41 85 110 12	46 7 70 57 66 92 59 39	18 13 100 9
13	CHEMBL254911	CHEMBL254703	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	49 50 88 40 98	13 39 100 9	75 27 57 18 48 37
14	CHEMBL398771	CHEMBL254703	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	82 49 0 30 50 107 35 20 40 31 22 105	57 13 48 37 39 100 9	75 27 18
15	CHEMBL254911	CHEMBL398771	35 51 19 11 41 69 62 22 39 65 67 54 75 14 57 50 47 58 43 30 29 63 44 3 2 16 73 32 26 36 4	57 48 37 88 98	82 0 30 107 35 20 31 22 105	75 27 18 49 50 40
16	CHEMBL257229	CHEMBL269997	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	99 1 33 19 60 84 38 45 61	108 25 78 16 15 32	5 86 54 79
17	CHEMBL271223	CHEMBL257229	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	44 52 34 96 21 53 64 101	99 1 33 19 60 84 38 45 61	5 86 54 79
18	CHEMBL404044	CHEMBL257229	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	4 56 96 11 10	86 99 1 33 19 79 60 84 38 45 61	5 54
19	CHEMBL404117	CHEMBL257229	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	24	61	5 86 54 99 1 33 19 79 60 84 38 45
20	CHEMBL257270	CHEMBL257726	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	77 90 102 63 97 51 62	74 2 26	5 86 54 44 67 79 21
21	CHEMBL257727	CHEMBL257270	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	73 78 93	44 77 90 102 67 21 63 97 51 62	5 86 54 79
22	CHEMBL258333	CHEMBL257270	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	28 17 81 42	86 44 77 90 102 67 79 21 63 97 51 62	5 54
23	CHEMBL257270	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	77 90 102 67 63 97 51 62	103 36 78 71 87 58	5 86 54 44 79 21
24	CHEMBL257727	CHEMBL257726	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	73 78 93	44 74 67 21 2 26	5 86 54 79
25	CHEMBL258333	CHEMBL257726	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	28 17 81 42	86 44 74 67 79 21 2 26	5 54
26	CHEMBL257726	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	74 67 2 26	103 36 78 71 87 58	5 86 54 44 79 21
27	CHEMBL257727	CHEMBL258333	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	86 73 78 79 93	28 17 81 42	5 54
28	CHEMBL269997	CHEMBL257727	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	108 25 16 15 32	73 93	5 86 54 78 79
29	CHEMBL257727	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	73 93	44 103 36 21 71 87 58	5 86 54 78 79
30	CHEMBL258333	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	28 17 81 42	86 44 103 36 78 79 21 71 87 58	5 54
31	CHEMBL404117	CHEMBL269997	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	99 1 33 19 60 84 38 45 24	108 25 78 16 15 32	5 86 54 79
32	CHEMBL271223	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	52 34 96 53 64 101	103 36 78 71 87 58	5 86 54 44 79 21
33	CHEMBL404044	CHEMBL271223	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	4 56 11 10	86 44 52 34 79 21 53 64 101	5 54 96
34	CHEMBL271223	CHEMBL404117	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	44 52 34 96 21 53 64 101	99 1 33 19 60 84 38 45 24	5 86 54 79
35	CHEMBL404044	CHEMBL271225	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	4 56 96 11 10	86 44 103 36 78 79 21 71 87 58	5 54
36	CHEMBL435360	CHEMBL386032	25 23 62 69 41 11 8 66 39 74 33 9 18 12 20 0 21 65 13 56 3 44 28 71 5 52 27 64 34 42 60 55 37 45 15	83 95 18 13 3 43 8 100 9	69 29 94 96 68 109 76	5 54
37	CHEMBL404044	CHEMBL404117	25 23 62 69 41 11 72 8 22 39 65 13 7 3 44 63 61 40 68 71 5 16	4 56 96 11 10	86 99 1 33 19 79 60 84 38 45 24	5 54
