	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL447378	CHEMBL107400	31 41 13 0 4 32 58 45 34 8 29 42 28 44 50 36 1 10 17 16 57 7 51 26 6 63 11 21	44 16 9 39 48 24 21 14	5 49 33 41 25	37
1	CHEMBL511862	CHEMBL2035874	14 43 19 0 2 35 39 40 13 8 29 42 28 44 50 55 59 27 33 61 22 38 23 26 6 63 15 21	37 23 9 39 48 10	4 12 33 31 49 41 28 20 15	
2	CHEMBL505084	CHEMBL2035875	14 43 19 0 4 35 58 40 13 8 29 42 28 44 50 55 59 54 12 5 22 38 23 26 6 63 15 21	46 38 39 48 45	12 31 49 41 28 20 15	4 33
3	CHEMBL2035878	CHEMBL2035881	14 43 56 0 4 35 37 30 9 40 13 8 29 42 28 44 50 58 47 46 25 12 18 52 53 48 20 22 38 23 26 6 63 15 21	12 31 49 28 20 15	26 36 11	4 33 41
4	CHEMBL447378	CHEMBL485758	24 49 0 4 32 58 45 34 8 29 42 28 44 50 60 3 17 16 57 7 51 26 6 63 11 21	30 6 43 16 42 3 1 14	17 7 32 35 2 13	9 39 48
5	CHEMBL457527	CHEMBL511862	24 49 0 2 35 39 40 13 8 29 42 28 44 50 60 62 33 61 22 38 23 26 6 63 15 21	30 6 27 22 29 19	17 7 32 35 2 13	9 39 48
6	CHEMBL458784	CHEMBL457529	24 49 0 4 35 58 40 13 8 29 42 28 44 50 60 3 12 5 22 38 23 26 6 63 15 21	8 34 0 47 18 40	30 6 27 22 29 19	9 39 48
7	CHEMBL485758	CHEMBL471488	24 49 0 4 32 58 45 34 8 29 42 28 44 50 60 3 17 16 57 7 51 26 6 63 11 21	17 7 32 35 2 13	30 6 27 22 29 19	9 39 48
