	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL185195	CHEMBL2113144	49 34 13 18 5 29 52 57 31 8 42 2 56 28 10 69 0 7 47 67 50 25 12 3 62 27 4 33 53 58 63 54 61 11 20 24 22 66 65 6 14	38 45 3 44 2	21 0 27 17 6 12 41 34 13 36 35 37 31 8	16 5 4
1	CHEMBL185195	CHEMBL361052	49 34 13 18 5 29 52 57 31 8 42 2 56 28 10 69 0 7 47 67 50 25 12 3 62 27 4 33 53 58 63 54 61 11 20 24 22 66 65 6 14	16 38 5 4 45 3 44 2	29 9 11 6 7 32 10 28	
2	CHEMBL361052	CHEMBL2113144	49 34 13 18 5 29 52 57 31 8 42 2 56 28 10 69 0 7 47 67 50 25 12 3 62 27 4 33 53 58 63 54 61 11 20 24 22 66 65 6 14	29 9 11 7 32 10 28	16 21 5 4 0 27 17 12 41 34 13 36 35 37 31 8	6
3	CHEMBL387246	CHEMBL212332	19 16 52 46 55 32 37 48 30 45 29 56 57 31 8 35 7 1 36 51 9 43 44 40 39 38 41 15 70 59 4 17 53 21 60 23 66 68 64 71 26	4 14 44 2	19 20 40 15 43	1 39 23 18 42 24 5 22 26 30 33 25
