	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1967720	CHEMBL1970317	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	11 8 14 12 3 4 0	1	
1	CHEMBL1967720	CHEMBL1980297	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	11 8 14 12 3 4 0	6 13 16 7 5	
2	CHEMBL1967720	CHEMBL2022856	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	11 8 14 12 3 4 0	6 10 17 9 15 2	
3	CHEMBL1980297	CHEMBL1970317	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	6 13 16 7 5	1	
4	CHEMBL2022856	CHEMBL1970317	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	6 10 17 9 15 2	1	
5	CHEMBL2022856	CHEMBL1980297	35 44 15 45 26 28 38 2 33 32 10 42 40 7 17 19 24 23 6 20 1 21 9 46 16 4 8 14 5 27 22 12 34 29 30 41 43 48 37 25 39 18 36 11 0 31 3 13 47	10 17 9 15 2	13 16 7 5	6.0
