	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1082493	CHEMBL1083443	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	53 20 62 13 83 0 91 14 25 44 6	84 75 117 78 95 104	46 23 5
1	CHEMBL1082493	CHEMBL1083444	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	20 62 13 83 0 91 14 25 44 6	75 3 18 105 22 98 95 82 93 4	46 53 23 5
2	CHEMBL1082493	CHEMBL1083703	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	62 13 83 5 0 91 14 25 44 6	94 99 47 11 55 26 108 57 115 45 106 111	46 53 23 20
3	CHEMBL1082493	CHEMBL1084008	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	62 13 83 5 0 91 14 25 44 6	116 42 89 11 113 118 73 51 9 45 106 21	46 53 23 20
4	CHEMBL1082493	CHEMBL1084112	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	53 62 13 83 5 0 91 14 25 44 6	84 65 3 101 78 41 96 48 106 107 7	46 23 20
5	CHEMBL1082493	CHEMBL1085299	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	53 20 62 13 83 5 0 91 14 25 44 6	84 120 105 117 78 52 100	46 23
6	CHEMBL1082493	CHEMBL1085301	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	62 13 83 5 0 91 14 25 44 6	112 40 10 11 50 86 36 54 63 45 106 8	46 53 23 20
7	CHEMBL1082493	CHEMBL1086068	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	53 62 83 5 0 91 14 25 44 6	84 3 65 70 58 16 7 61 48 106 72 85 68 32	46 23 20 13
8	CHEMBL1082493	CHEMBL1086069	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	83 5 0 44 6	70 11 31 71 72 60 34 45 119	46 53 23 20 62 13 91 14 25
9	CHEMBL1082493	CHEMBL1086293	43 53 14 88 1 3 49 95 99 56 12 86 6 18 72 7 69 60 19 83 31 80 58 15 44 26 32 71 89 9 54 16 81 30	53 62 13 83 5 0 91 14 25 44 6	84 120 3 105 101 19 71 87 38 15	46 23 20
