	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL973	CHEMBL141732	75 22 72 5 48 49 38 29 16 55 10 66 20 68 33 32 83 52 25 36 74	17 45	16 21 13 5 41 28	35 39
1	CHEMBL519160	CHEMBL142996	75 22 72 5 48 49 38 29 16 99 13 20 68 33 32 83 52 80 51 85 97 11	17 45	16 21 13 5 41 28	35 39
2	CHEMBL383046	CHEMBL205773	35 79 16 13 99 1 90 7 49 82 30 54 89 12 67 85 96 27 43 78 39 95 102 59 28	7 6 47 4	52 46 34 25 43	19 37 9 51
3	CHEMBL3933268	CHEMBL3928909	8 77 49 4 16 13 62 9 57 1 106 46 24 60 53 101 14 7 82 105 56 71 67 37 31 6 65 81 41 94 17 93 103 0 100 40 84 26 45	22 11 49	50 14 10	
4	CHEMBL483161	CHEMBL483552	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	2 23 49 12 32 8 20	18 1 33 48 29	19 26 9 7 38 47
5	CHEMBL484595	CHEMBL483161	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	37 31 0 1 44 6 30 24 36 40	26 2 23 49 12 38 47 32 8 20	19 9 7
6	CHEMBL520999	CHEMBL483161	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	18 27 1 42 30 48 15 3	2 23 49 12 47 32 8 20	19 26 9 7 38
7	CHEMBL483994	CHEMBL483552	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	37 51 6 4	26 18 1 33 38 48 29	19 9 7 47
8	CHEMBL484595	CHEMBL483552	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	37 31 0 44 6 30 24 36 40	26 18 33 38 47 48 29	19 9 7 1
9	CHEMBL520999	CHEMBL483552	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	27 42 30 15 3	33 47 29	19 26 9 7 18 1 38 48
10	CHEMBL484595	CHEMBL483994	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	31 0 1 44 30 24 36 40	51 47 4	19 37 9 7 6
11	CHEMBL520999	CHEMBL483994	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	26 18 27 1 42 38 30 48 15 3	37 51 6 47 4	19 9 7
12	CHEMBL484531	CHEMBL519160	35 79 16 29 38 48 49 76 44 92 82 72 5 104 73 52 83 32 69 98 86 64	26 18 1 33 38 48 29	37 51 6 4	19 9 7 47
13	CHEMBL484595	CHEMBL520999	35 79 16 87 34 1 2 38 48 49 76 44 92 82 72 5 89 73 23 42 15 19 63 69 98 86 64	37 31 0 44 6 24 36 40	26 18 27 42 38 48 15 3	19 9 7 1 30
14	CHEMBL484602	CHEMBL520306	35 79 16 87 50 1 10 66 38 48 49 76 44 92 82 72 5 89 73 23 61 107 3 58 63 69 98 86 64	37 31 0 44 6 30 24 36 40	26 18 33 38 47 48 29	19 9 7 1
15	CHEMBL520008	CHEMBL484780	35 47 16 29 1 34 2 38 48 49 76 44 92 82 72 5 70 88 52 21 91 18 32 69 98 86 64	37 31 0 44 6 30 24 36 40	26 18 33 38 47 48 29	19 9 7 1
