	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1688925	CHEMBL1818525_CHEMBL392369	17 40 7 28 31 6 16 11 20 12 26 44 25 55 36 15 19 29 50 52 4 33 48 49 45	44 70 16 13 95 11 85 7	47 19 88	
1	CHEMBL232728	CHEMBL392695_CHEMBL399251	5 23 31 28 7 6 54 34 19 50 52 4	6 50 88 63 10 25	31 78 37 80	62 68 46 53 52 76
2	CHEMBL408072	CHEMBL232728	5 23 31 28 7 6 54 34 19 50 52 4	81 83 59 26	68 46 6 53 50 88 52 76 63 10 25	62
3	CHEMBL409317	CHEMBL232728	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	35 32 79 20 66 6 53 50 92 0 33 38 25	47 19	88
4	CHEMBL412292	CHEMBL232728	41 46 28 7 6 22 10 50 52 4	47 4 65 31 78 93 60 39 80	9 54 28 6 50 88 1 17 84 10 25	46 53 52
5	CHEMBL243668	CHEMBL243669	13 35 47 7 53 0 9 24 28 3 32 39 2 14 43 51 21 8 27 15 18 37	3 15 53 55	34 58 96 40	
6	CHEMBL270748	CHEMBL408072	5 23 31 28 7 6 54 34 19 50 52 4	68 46 64 53 24 30 94 78 52 76 45 86 75 8 12	81 83 59 26	62
7	CHEMBL408179	CHEMBL270748	5 23 31 28 7 6 54 34 19 50 52 4	71 73 82 69 31 67 27 43	62 68 46 64 24 30 94 76 45 86 75 8 12	53 78 52
8	CHEMBL270748	CHEMBL409317	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	5 30 94 78 41 14 12	32 79 20 66 6 50 88 92 0 33 38 25	35 53
9	CHEMBL410315	CHEMBL270748	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	32 23 66 31 48 72 22	5 30 94 41 14 12	35 53 78
10	CHEMBL558431	CHEMBL270748	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	32 74 87 36 66 6 50 88 18 29 61 56 90 25	5 30 94 78 41 14 12	35 53
11	CHEMBL408072	CHEMBL392695_CHEMBL399251	5 23 31 28 7 6 54 34 19 50 52 4	81 83 59 26	68 46 31 53 78 52 76 37 80	62
12	CHEMBL408179	CHEMBL392695_CHEMBL399251	5 23 31 28 7 6 54 34 19 50 52 4	71 73 82 69 67 27 43	62 68 46 76 37 80	31 53 78 52
13	CHEMBL412292	CHEMBL408072	41 46 28 7 6 22 10 50 52 4	47 4 65 46 31 53 78 52 93 60 39 80	9 54 89 83 59 77 91 21	
14	CHEMBL408179	CHEMBL412292	41 46 28 7 6 22 10 50 52 4	9 51 57 82 69 49 2 42 43	47 4 65 46 93 60 39 80	31 53 78 52
15	CHEMBL410315	CHEMBL409317	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	23 31 78 48 72 22	79 20 6 50 88 92 0 33 38 25	35 32 66 53
16	CHEMBL558431	CHEMBL409317	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	74 87 36 18 29 61 56 90	79 20 92 0 33 38	35 32 66 6 53 50 88 25
17	CHEMBL558431	CHEMBL410315	1 42 26 20 11 16 31 28 7 6 25 30 38 48 33 29 19 50 52 4	74 87 36 6 50 88 18 29 61 56 90 25	23 31 78 48 72 22	35 32 66 53
