	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1088116	CHEMBL1088117	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 103 110 78 71	
1	CHEMBL1088116	CHEMBL1095033	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	45 0 91	
2	CHEMBL1088116	CHEMBL1095047	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 97 78	
3	CHEMBL1088116	CHEMBL1095785	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	53 6 20 16 70 10 26 75 109 46 25 13	
4	CHEMBL1088116	CHEMBL1095786	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 30 119 38 42 121 37 115 64 112 17	
5	CHEMBL1088116	CHEMBL1097177	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 30 119 38 21 37 115 40 31 73	
6	CHEMBL1088116	CHEMBL1097178	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 89 77 82 18	
7	CHEMBL1088116	CHEMBL1097827	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 103 81 77 82 68 104 19	
8	CHEMBL1088116	CHEMBL1097828	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 32 67 20 85 2 57 43 96 102 108	
9	CHEMBL1088116	CHEMBL1098159	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	33	86 32 67 20 16 51 1 100 5 57 76 48 84 79 118 58 56	
10	CHEMBL1098160	CHEMBL1088116	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	86 103 117 88 69	33	
11	CHEMBL1095033	CHEMBL1088117	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	45 0 91	86 103 110 78 71	
12	CHEMBL1095047	CHEMBL1088117	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	97	103 110 71	86 78
13	CHEMBL1088117	CHEMBL1095785	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	86 103 110 78 71	53 6 20 16 70 10 26 75 109 46 25 13	
14	CHEMBL1088117	CHEMBL1095786	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	103 110 78 71	30 119 38 42 121 37 115 64 112 17	86
15	CHEMBL1097177	CHEMBL1088117	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	30 119 38 21 37 115 40 31 73	103 110 78 71	86
16	CHEMBL1088117	CHEMBL1097178	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	103 110 78 71	89 77 82 18	86
17	CHEMBL1088117	CHEMBL1097827	47 55 20 13 22 0 34 39 59 3 44 27 42 10 17 46 37 33 56 36 14 26 40 28 8	110 78 71	81 77 82 68 104 19	86 103
