	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1835749	CHEMBL1835863	2 45 31 57 11 23 68 59 24 16 49 69 66 10 35 5 14 1 26 20 32 54 42 29 0 6 4 47 64 25 61 22 13 55	14 4 32 22 15 9 18 25 26 10	29 23 30 28	11 16 36 1 7
1	CHEMBL2022856	CHEMBL2062935_CHEMBL3646210	2 18 31 28 23 11 62 50 52 56 17 40 41 5 33 37 46 21 3 71 43 63 14 60 67 51 32 48 70 58 53 39 38 44 19 30 34 9 7 12 36 65 27 8 15	19 20 5 12 35	37 34 31 13 21	14 27 17 8 6 2 33 3 0 24
